#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
43121at50557_103372_0:001d6c|STRG.17025.1:106-1101|+   -            332 43121at50557         -            432  2.9e-163  542.8   2.1   1   1  4.3e-164  1.6e-162  540.3   2.1     1   290     1   332     1   332 0.92 -
43719at50557_456900_0:000a8d|STRG.760.1:0-2081|+       -            694 43121at50557         -            432   0.00032   18.7   0.9   1   1   2.5e-05   0.00096   17.2   0.0   255   343    90   181    54   201 0.86 -
80377at50557_116153_0:0002e6|STRG.1233.3:226-885|+     -            220 43121at50557         -            432   0.00039   18.5   0.3   1   3       4.1   1.5e+02    0.0   0.0   195   220     4    29     1    51 0.80 -
80377at50557_116153_0:0002e6|STRG.1233.3:226-885|+     -            220 43121at50557         -            432   0.00039   18.5   0.3   2   3      0.23       8.6    4.1   0.0   192   213    90   111    78   120 0.78 -
80377at50557_116153_0:0002e6|STRG.1233.3:226-885|+     -            220 43121at50557         -            432   0.00039   18.5   0.3   3   3     0.006      0.23    9.4   0.1   280   358   122   204   112   216 0.78 -
58729at50557_103372_0:00194e|STRG.5987.1:2-898|+       -            299 43121at50557         -            432   0.00043   18.3   0.2   1   1   1.7e-05   0.00063   17.8   0.2   251   330    12    90     1   126 0.77 -
68957at50557_103372_0:001943|STRG.6015.2:0-1283|+      -            428 43121at50557         -            432   0.00044   18.3   0.2   1   3    0.0019     0.072   11.0   0.0   264   337   147   223   139   235 0.87 -
68957at50557_103372_0:001943|STRG.6015.2:0-1283|+      -            428 43121at50557         -            432   0.00044   18.3   0.2   2   3       2.9   1.1e+02    0.5   0.0   259   292   269   302   239   352 0.77 -
68957at50557_103372_0:001943|STRG.6015.2:0-1283|+      -            428 43121at50557         -            432   0.00044   18.3   0.2   3   3       0.5        19    3.0   0.1   267   334   362   390   283   398 0.72 -
68957at50557_103372_0:001943|STRG.6015.1:9-1304|+      -            432 43121at50557         -            432   0.00045   18.3   0.2   1   3    0.0017     0.064   11.2   0.0   264   337   151   227   143   248 0.87 -
68957at50557_103372_0:001943|STRG.6015.1:9-1304|+      -            432 43121at50557         -            432   0.00045   18.3   0.2   2   3       3.3   1.2e+02    0.3   0.0   259   292   273   306   254   356 0.77 -
68957at50557_103372_0:001943|STRG.6015.1:9-1304|+      -            432 43121at50557         -            432   0.00045   18.3   0.2   3   3       0.5        19    3.0   0.1   267   334   366   394   287   402 0.72 -
69548at50557_116153_0:002191|STRG.14901.1:410-1108|+   -            233 43121at50557         -            432   0.00058   17.9   0.2   1   3       4.1   1.6e+02    0.0   0.0   181   220     4    44     1    50 0.77 -
69548at50557_116153_0:002191|STRG.14901.1:410-1108|+   -            233 43121at50557         -            432   0.00058   17.9   0.2   2   3     0.058       2.2    6.1   0.1   277   337    78   149    62   157 0.56 -
69548at50557_116153_0:002191|STRG.14901.1:410-1108|+   -            233 43121at50557         -            432   0.00058   17.9   0.2   3   3     0.017      0.64    7.9   0.0   263   331   159   233   154   233 0.69 -
69548at50557_116153_0:002191|STRG.14901.2:585-1283|+   -            233 43121at50557         -            432   0.00058   17.9   0.2   1   3       4.1   1.6e+02    0.0   0.0   181   220     4    44     1    50 0.77 -
69548at50557_116153_0:002191|STRG.14901.2:585-1283|+   -            233 43121at50557         -            432   0.00058   17.9   0.2   2   3     0.058       2.2    6.1   0.1   277   337    78   149    62   157 0.56 -
69548at50557_116153_0:002191|STRG.14901.2:585-1283|+   -            233 43121at50557         -            432   0.00058   17.9   0.2   3   3     0.017      0.64    7.9   0.0   263   331   159   233   154   233 0.69 -
31374at50557_197043_0:003de5|STRG.18410.1:626-1378|+   -            251 43121at50557         -            432    0.0007   17.6   0.0   1   1   2.3e-05   0.00088   17.3   0.0   268   337    21    97    10   180 0.78 -
31374at50557_197043_0:003de5|STRG.18410.2:474-1226|+   -            251 43121at50557         -            432    0.0007   17.6   0.0   1   1   2.3e-05   0.00088   17.3   0.0   268   337    21    97    10   180 0.78 -
56752at50557_1629725_0:001824|STRG.14538.1:222-896|+   -            225 43121at50557         -            432    0.0012   16.8   0.2   1   2     0.024       0.9    7.4   0.0   277   334    22    82     3   155 0.72 -
56752at50557_1629725_0:001824|STRG.14538.1:222-896|+   -            225 43121at50557         -            432    0.0012   16.8   0.2   2   2     0.033       1.3    6.9   0.2   303   331   194   225   178   225 0.59 -
56099at50557_34720_0:001a91|STRG.12890.1:560-1426|+    -            289 43121at50557         -            432    0.0015   16.5   0.1   1   2      0.95        36    2.1   0.0   379   410    95   128    84   133 0.77 -
56099at50557_34720_0:001a91|STRG.12890.1:560-1426|+    -            289 43121at50557         -            432    0.0015   16.5   0.1   2   2   0.00036     0.014   13.4   0.1   191   337   125   202   100   223 0.52 -
90358at50557_680683_0:0009ec|STRG.8300.1:1014-1787|+   -            258 43121at50557         -            432    0.0028   15.7   0.0   1   3      0.44        17    3.2   0.0   189   217     4    32     2    35 0.81 -
90358at50557_680683_0:0009ec|STRG.8300.1:1014-1787|+   -            258 43121at50557         -            432    0.0028   15.7   0.0   2   3       2.6        98    0.7   0.0   264   311    50    98    36   133 0.63 -
90358at50557_680683_0:0009ec|STRG.8300.1:1014-1787|+   -            258 43121at50557         -            432    0.0028   15.7   0.0   3   3     0.014      0.54    8.1   0.0   179   230   130   181   124   191 0.87 -
76755at50557_7222_0:0005dd|STRG.15117.1:104-667|+      -            188 43121at50557         -            432     0.003   15.6   0.1   1   2    0.0045      0.17    9.8   0.0   281   332    44    98    19   109 0.77 -
76755at50557_7222_0:0005dd|STRG.15117.1:104-667|+      -            188 43121at50557         -            432     0.003   15.6   0.1   2   2       0.6        23    2.7   0.0   196   217   167   188   159   188 0.90 -
55830at50557_166361_0:002df3|STRG.5063.1:8316-9020|+   -            235 43121at50557         -            432    0.0045   15.0   0.0   1   2      0.38        14    3.4   0.0   285   337    13    72     2    78 0.70 -
55830at50557_166361_0:002df3|STRG.5063.1:8316-9020|+   -            235 43121at50557         -            432    0.0045   15.0   0.0   2   2    0.0074      0.28    9.0   0.0   188   260   173   204   140   228 0.68 -
71739at50557_66420_0:0008cd|STRG.10582.1:798-1385|+    -            196 43121at50557         -            432    0.0054   14.7   0.0   1   2     0.081       3.1    5.6   0.0   271   332     9    75     1    81 0.63 -
71739at50557_66420_0:0008cd|STRG.10582.1:798-1385|+    -            196 43121at50557         -            432    0.0054   14.7   0.0   2   2     0.029       1.1    7.1   0.0   288   338   112   166    95   182 0.75 -
34006at50557_34720_0:00248d|STRG.17583.1:0-1976|+      -            659 43121at50557         -            432    0.0057   14.6   0.5   1   4       6.8   2.6e+02   -0.7   0.0   173   219   175   220   159   230 0.76 -
34006at50557_34720_0:00248d|STRG.17583.1:0-1976|+      -            659 43121at50557         -            432    0.0057   14.6   0.5   2   4     0.014      0.52    8.2   0.0   254   351   226   340   218   351 0.64 -
34006at50557_34720_0:00248d|STRG.17583.1:0-1976|+      -            659 43121at50557         -            432    0.0057   14.6   0.5   3   4         5   1.9e+02   -0.3   0.0   195   221   346   372   338   404 0.85 -
34006at50557_34720_0:00248d|STRG.17583.1:0-1976|+      -            659 43121at50557         -            432    0.0057   14.6   0.5   4   4       1.8        69    1.2   0.0   187   253   385   452   376   462 0.74 -
102553at50557_143948_0:00217c|STRG.1917.1:635-982|+    -            116 43121at50557         -            432    0.0068   14.4   0.2   1   1   0.00022    0.0081   14.1   0.2    37   106    34   105    29   112 0.82 -
102553at50557_143948_0:00217c|STRG.1917.2:585-932|+    -            116 43121at50557         -            432    0.0068   14.4   0.2   1   1   0.00022    0.0081   14.1   0.2    37   106    34   105    29   112 0.82 -
66691at50557_456900_0:002b0f|STRG.7843.1:5659-6759|+   -            367 43121at50557         -            432    0.0068   14.4   0.1   1   2     0.033       1.3    6.9   0.0   267   335    11    84     4   105 0.78 -
66691at50557_456900_0:002b0f|STRG.7843.1:5659-6759|+   -            367 43121at50557         -            432    0.0068   14.4   0.1   2   2      0.18       6.7    4.5   0.0   180   217   135   172   124   179 0.90 -
66691at50557_456900_0:002b0f|STRG.7843.4:854-1954|+    -            367 43121at50557         -            432    0.0068   14.4   0.1   1   2     0.033       1.3    6.9   0.0   267   335    11    84     4   105 0.78 -
66691at50557_456900_0:002b0f|STRG.7843.4:854-1954|+    -            367 43121at50557         -            432    0.0068   14.4   0.1   2   2      0.18       6.7    4.5   0.0   180   217   135   172   124   179 0.90 -
107216at50557_103372_0:00094d|STRG.18724.1:353-997|+   -            215 43121at50557         -            432    0.0078   14.2   0.0   1   1   0.00028     0.011   13.7   0.0   126   229    15   111     7   129 0.78 -
107216at50557_103372_0:00094d|STRG.18724.2:353-997|+   -            215 43121at50557         -            432    0.0078   14.2   0.0   1   1   0.00028     0.011   13.7   0.0   126   229    15   111     7   129 0.78 -
80377at50557_7370_0:002b5e|STRG.1129.3:624-1037|+      -            138 43121at50557         -            432    0.0085   14.0   0.0   1   2     0.053         2    6.2   0.0   302   334     5    40     2    50 0.80 -
80377at50557_7370_0:002b5e|STRG.1129.3:624-1037|+      -            138 43121at50557         -            432    0.0085   14.0   0.0   2   2     0.078         3    5.7   0.0   190   220    57    88    42    95 0.82 -
107216at50557_103372_0:00094d|STRG.18724.3:57-662|+    -            202 43121at50557         -            432     0.011   13.7   0.0   1   1   0.00037     0.014   13.3   0.0   127   229     3    98     1   117 0.78 -
40115at50557_121225_0:000dac|STRG.4539.3:777-1847|+    -            357 43121at50557         -            432     0.011   13.6   0.0   1   3       2.2        85    0.9   0.0   191   228    50    86    37   114 0.74 -
40115at50557_121225_0:000dac|STRG.4539.3:777-1847|+    -            357 43121at50557         -            432     0.011   13.6   0.0   2   3       2.8   1.1e+02    0.6   0.0   191   212   217   238   180   252 0.79 -
40115at50557_121225_0:000dac|STRG.4539.3:777-1847|+    -            357 43121at50557         -            432     0.011   13.6   0.0   3   3     0.088       3.3    5.5   0.0   192   221   260   289   250   295 0.87 -
80377at50557_121845_0:0030d4|STRG.17948.1:162-737|+    -            192 43121at50557         -            432     0.024   12.5   0.0   1   2     0.084       3.2    5.6   0.0   197   227     1    31     1    43 0.92 -
80377at50557_121845_0:0030d4|STRG.17948.1:162-737|+    -            192 43121at50557         -            432     0.024   12.5   0.0   2   2      0.25       9.4    4.0   0.0   256   336    99   179    90   184 0.59 -
40115at50557_217634_0:0026fe|STRG.4539.10:1539-2720|+  -            394 43121at50557         -            432     0.029   12.3   0.0   1   3       2.5        95    0.7   0.0   191   228   114   150    99   178 0.74 -
40115at50557_217634_0:0026fe|STRG.4539.10:1539-2720|+  -            394 43121at50557         -            432     0.029   12.3   0.0   2   3       3.3   1.2e+02    0.3   0.0   191   211   281   301   244   315 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.10:1539-2720|+  -            394 43121at50557         -            432     0.029   12.3   0.0   3   3       0.1       3.8    5.3   0.0   192   221   324   353   316   360 0.87 -
40115at50557_217634_0:0026fe|STRG.4539.11:1146-2327|+  -            394 43121at50557         -            432     0.029   12.3   0.0   1   3       2.5        95    0.7   0.0   191   228   114   150    99   178 0.74 -
40115at50557_217634_0:0026fe|STRG.4539.11:1146-2327|+  -            394 43121at50557         -            432     0.029   12.3   0.0   2   3       3.3   1.2e+02    0.3   0.0   191   211   281   301   244   315 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.11:1146-2327|+  -            394 43121at50557         -            432     0.029   12.3   0.0   3   3       0.1       3.8    5.3   0.0   192   221   324   353   316   360 0.87 -
40115at50557_217634_0:0026fe|STRG.4539.1:506-1687|+    -            394 43121at50557         -            432     0.029   12.3   0.0   1   3       2.5        95    0.7   0.0   191   228   114   150    99   178 0.74 -
40115at50557_217634_0:0026fe|STRG.4539.1:506-1687|+    -            394 43121at50557         -            432     0.029   12.3   0.0   2   3       3.3   1.2e+02    0.3   0.0   191   211   281   301   244   315 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.1:506-1687|+    -            394 43121at50557         -            432     0.029   12.3   0.0   3   3       0.1       3.8    5.3   0.0   192   221   324   353   316   360 0.87 -
40115at50557_217634_0:0026fe|STRG.4539.2:1676-2857|+   -            394 43121at50557         -            432     0.029   12.3   0.0   1   3       2.5        95    0.7   0.0   191   228   114   150    99   178 0.74 -
40115at50557_217634_0:0026fe|STRG.4539.2:1676-2857|+   -            394 43121at50557         -            432     0.029   12.3   0.0   2   3       3.3   1.2e+02    0.3   0.0   191   211   281   301   244   315 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.2:1676-2857|+   -            394 43121at50557         -            432     0.029   12.3   0.0   3   3       0.1       3.8    5.3   0.0   192   221   324   353   316   360 0.87 -
40115at50557_217634_0:0026fe|STRG.4539.4:1470-2651|+   -            394 43121at50557         -            432     0.029   12.3   0.0   1   3       2.5        95    0.7   0.0   191   228   114   150    99   178 0.74 -
40115at50557_217634_0:0026fe|STRG.4539.4:1470-2651|+   -            394 43121at50557         -            432     0.029   12.3   0.0   2   3       3.3   1.2e+02    0.3   0.0   191   211   281   301   244   315 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.4:1470-2651|+   -            394 43121at50557         -            432     0.029   12.3   0.0   3   3       0.1       3.8    5.3   0.0   192   221   324   353   316   360 0.87 -
40115at50557_217634_0:0026fe|STRG.4539.5:1679-2860|+   -            394 43121at50557         -            432     0.029   12.3   0.0   1   3       2.5        95    0.7   0.0   191   228   114   150    99   178 0.74 -
40115at50557_217634_0:0026fe|STRG.4539.5:1679-2860|+   -            394 43121at50557         -            432     0.029   12.3   0.0   2   3       3.3   1.2e+02    0.3   0.0   191   211   281   301   244   315 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.5:1679-2860|+   -            394 43121at50557         -            432     0.029   12.3   0.0   3   3       0.1       3.8    5.3   0.0   192   221   324   353   316   360 0.87 -
40115at50557_217634_0:0026fe|STRG.4539.6:1965-3146|+   -            394 43121at50557         -            432     0.029   12.3   0.0   1   3       2.5        95    0.7   0.0   191   228   114   150    99   178 0.74 -
40115at50557_217634_0:0026fe|STRG.4539.6:1965-3146|+   -            394 43121at50557         -            432     0.029   12.3   0.0   2   3       3.3   1.2e+02    0.3   0.0   191   211   281   301   244   315 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.6:1965-3146|+   -            394 43121at50557         -            432     0.029   12.3   0.0   3   3       0.1       3.8    5.3   0.0   192   221   324   353   316   360 0.87 -
40115at50557_217634_0:0026fe|STRG.4539.8:715-1896|+    -            394 43121at50557         -            432     0.029   12.3   0.0   1   3       2.5        95    0.7   0.0   191   228   114   150    99   178 0.74 -
40115at50557_217634_0:0026fe|STRG.4539.8:715-1896|+    -            394 43121at50557         -            432     0.029   12.3   0.0   2   3       3.3   1.2e+02    0.3   0.0   191   211   281   301   244   315 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.8:715-1896|+    -            394 43121at50557         -            432     0.029   12.3   0.0   3   3       0.1       3.8    5.3   0.0   192   221   324   353   316   360 0.87 -
40115at50557_217634_0:0026fe|STRG.4539.9:1325-2506|+   -            394 43121at50557         -            432     0.029   12.3   0.0   1   3       2.5        95    0.7   0.0   191   228   114   150    99   178 0.74 -
40115at50557_217634_0:0026fe|STRG.4539.9:1325-2506|+   -            394 43121at50557         -            432     0.029   12.3   0.0   2   3       3.3   1.2e+02    0.3   0.0   191   211   281   301   244   315 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.9:1325-2506|+   -            394 43121at50557         -            432     0.029   12.3   0.0   3   3       0.1       3.8    5.3   0.0   192   221   324   353   316   360 0.87 -
37700at50557_1629725_0:002171|STRG.7329.1:476-1132|+   -            219 43121at50557         -            432      0.03   12.2   0.2   1   1    0.0013     0.048   11.6   0.0   285   337     6    63     2   107 0.83 -
58729at50557_37001_0:002164|STRG.7329.2:24-845|+       -            274 43121at50557         -            432     0.036   12.0   0.0   1   1    0.0014     0.051   11.5   0.0   283   337    88   147    74   189 0.84 -
37475at50557_29031_0:002211|STRG.11503.3:395-820|+     -            142 43121at50557         -            432     0.037   12.0   0.0   1   1     0.011      0.41    8.5   0.0   204   306    18   136     9   140 0.58 -
37475at50557_29031_0:002211|STRG.11503.4:634-1059|+    -            142 43121at50557         -            432     0.037   12.0   0.0   1   1     0.011      0.41    8.5   0.0   204   306    18   136     9   140 0.58 -
37475at50557_29031_0:002211|STRG.11503.5:1117-1542|+   -            142 43121at50557         -            432     0.037   12.0   0.0   1   1     0.011      0.41    8.5   0.0   204   306    18   136     9   140 0.58 -
76755at50557_315563_0:0012ae|STRG.18490.1:448-3182|+   -            236 43121at50557         -            432     0.074   11.0   0.1   1   2       2.3        88    0.8   0.0   190   261    40   109     1   123 0.60 -
76755at50557_315563_0:0012ae|STRG.18490.1:448-3182|+   -            236 43121at50557         -            432     0.074   11.0   0.1   2   2     0.039       1.5    6.7   0.0   262   331   144   221   140   230 0.63 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/43121at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/43121at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/43121at50557.hmm annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 13:54:55 2024
# [ok]
