#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+     -            444 56099at50557         -            397  3.7e-204  676.8   2.3   1   1  1.2e-205  4.5e-204  676.6   2.3     1   397     1   440     1   440 0.95 -
40115at50557_29031_0:00277e|STRG.15892.4:1407-2192|+    -            262 56099at50557         -            397   0.00028   18.7   0.1   2   2   0.00075     0.028   12.1   0.1   168   268   149   254    75   259 0.69 -
40115at50557_29031_0:00277e|STRG.15892.5:1577-2362|+    -            262 56099at50557         -            397   0.00028   18.7   0.1   1   2      0.35        13    3.3   0.0   288   327     3    42     1    58 0.72 -
40115at50557_29031_0:00277e|STRG.15892.5:1577-2362|+    -            262 56099at50557         -            397   0.00028   18.7   0.1   2   2   0.00075     0.028   12.1   0.1   168   268   149   254    75   259 0.69 -
40115at50557_29031_0:00277e|STRG.15892.7:1407-2192|+    -            262 56099at50557         -            397   0.00028   18.7   0.1   1   2      0.35        13    3.3   0.0   288   327     3    42     1    58 0.72 -
40115at50557_29031_0:00277e|STRG.15892.7:1407-2192|+    -            262 56099at50557         -            397   0.00028   18.7   0.1   2   2   0.00075     0.028   12.1   0.1   168   268   149   254    75   259 0.69 -
78072at50557_79782_0:000650|STRG.16090.7:728-1375|+     -            216 56099at50557         -            397   0.00053   17.8   0.0   1   1     5e-05    0.0019   16.0   0.0    59   100    39    80    36   117 0.92 -
767at50557_520822_0:000947|STRG.1729.4:287-10369|+      -           3361 56099at50557         -            397   0.00054   17.7   0.2   1   3       1.8        67    1.0   0.0    64    96  3088  3119  3079  3127 0.82 -
767at50557_520822_0:000947|STRG.1729.4:287-10369|+      -           3361 56099at50557         -            397   0.00054   17.7   0.2   2   3       7.7   2.9e+02   -1.1   0.0    58    98  3220  3259  3217  3265 0.87 -
767at50557_520822_0:000947|STRG.1729.4:287-10369|+      -           3361 56099at50557         -            397   0.00054   17.7   0.2   3   3    0.0007     0.026   12.2   0.0    62   100  3266  3303  3263  3306 0.93 -
767at50557_520822_0:000947|STRG.1729.2:287-10372|+      -           3362 56099at50557         -            397   0.00054   17.7   0.2   1   3       1.8        67    1.0   0.0    64    96  3089  3120  3080  3128 0.82 -
767at50557_520822_0:000947|STRG.1729.2:287-10372|+      -           3362 56099at50557         -            397   0.00054   17.7   0.2   2   3       7.7   2.9e+02   -1.1   0.0    58    98  3221  3260  3218  3266 0.87 -
767at50557_520822_0:000947|STRG.1729.2:287-10372|+      -           3362 56099at50557         -            397   0.00054   17.7   0.2   3   3    0.0007     0.026   12.2   0.0    62   100  3267  3304  3264  3307 0.93 -
767at50557_520822_0:000947|STRG.1729.7:287-10471|+      -           3395 56099at50557         -            397   0.00056   17.7   0.2   1   3       1.8        68    1.0   0.0    64    96  3122  3153  3113  3161 0.82 -
767at50557_520822_0:000947|STRG.1729.7:287-10471|+      -           3395 56099at50557         -            397   0.00056   17.7   0.2   2   3       7.8   2.9e+02   -1.1   0.0    58    98  3254  3293  3251  3299 0.87 -
767at50557_520822_0:000947|STRG.1729.7:287-10471|+      -           3395 56099at50557         -            397   0.00056   17.7   0.2   3   3    0.0007     0.026   12.2   0.0    62   100  3300  3337  3297  3340 0.93 -
14512at50557_56086_0:000590|STRG.14292.1:4423-4809|+    -            129 56099at50557         -            397   0.00062   17.6   0.0   1   1   2.7e-05     0.001   16.9   0.0    61   122    23    97     9   108 0.83 -
14512at50557_56086_0:000590|STRG.14292.2:4124-4510|+    -            129 56099at50557         -            397   0.00062   17.6   0.0   1   1   2.7e-05     0.001   16.9   0.0    61   122    23    97     9   108 0.83 -
767at50557_520822_0:000947|STRG.1729.3:0-9995|+         -           3332 56099at50557         -            397   0.00064   17.5   0.2   1   3       2.2        82    0.7   0.0    64    96  3059  3090  3055  3098 0.82 -
767at50557_520822_0:000947|STRG.1729.3:0-9995|+         -           3332 56099at50557         -            397   0.00064   17.5   0.2   2   3       7.6   2.8e+02   -1.1   0.0    58    98  3191  3230  3188  3236 0.87 -
767at50557_520822_0:000947|STRG.1729.3:0-9995|+         -           3332 56099at50557         -            397   0.00064   17.5   0.2   3   3   0.00069     0.026   12.2   0.0    62   100  3237  3274  3234  3277 0.93 -
767at50557_520822_0:000947|STRG.1729.6:303-10298|+      -           3332 56099at50557         -            397   0.00064   17.5   0.2   1   3       2.2        82    0.7   0.0    64    96  3059  3090  3055  3098 0.82 -
767at50557_520822_0:000947|STRG.1729.6:303-10298|+      -           3332 56099at50557         -            397   0.00064   17.5   0.2   2   3       7.6   2.8e+02   -1.1   0.0    58    98  3191  3230  3188  3236 0.87 -
767at50557_520822_0:000947|STRG.1729.6:303-10298|+      -           3332 56099at50557         -            397   0.00064   17.5   0.2   3   3   0.00069     0.026   12.2   0.0    62   100  3237  3274  3234  3277 0.93 -
767at50557_520822_0:000947|STRG.1729.1:303-10301|+      -           3333 56099at50557         -            397   0.00064   17.5   0.2   1   3       2.2        82    0.7   0.0    64    96  3060  3091  3056  3099 0.82 -
767at50557_520822_0:000947|STRG.1729.1:303-10301|+      -           3333 56099at50557         -            397   0.00064   17.5   0.2   2   3       7.6   2.8e+02   -1.1   0.0    58    98  3192  3231  3189  3237 0.87 -
767at50557_520822_0:000947|STRG.1729.1:303-10301|+      -           3333 56099at50557         -            397   0.00064   17.5   0.2   3   3   0.00069     0.026   12.2   0.0    62   100  3238  3275  3235  3278 0.93 -
767at50557_520822_0:000947|STRG.1729.5:287-10384|+      -           3366 56099at50557         -            397   0.00066   17.5   0.2   1   3       2.2        83    0.7   0.0    64    96  3093  3124  3089  3132 0.82 -
767at50557_520822_0:000947|STRG.1729.5:287-10384|+      -           3366 56099at50557         -            397   0.00066   17.5   0.2   2   3       7.7   2.9e+02   -1.1   0.0    58    98  3225  3264  3222  3270 0.87 -
767at50557_520822_0:000947|STRG.1729.5:287-10384|+      -           3366 56099at50557         -            397   0.00066   17.5   0.2   3   3    0.0007     0.026   12.2   0.0    62   100  3271  3308  3268  3311 0.93 -
31374at50557_197043_0:003de5|STRG.13893.1:1399-2151|+   -            251 56099at50557         -            397   0.00068   17.4   0.4   1   2    0.0029      0.11   10.2   0.1    63    98    15    50     9    94 0.93 -
31374at50557_197043_0:003de5|STRG.13893.1:1399-2151|+   -            251 56099at50557         -            397   0.00068   17.4   0.4   2   2      0.51        19    2.8   0.0   285   312   136   161   126   178 0.81 -
31374at50557_197043_0:003de5|STRG.13893.2:1983-2735|+   -            251 56099at50557         -            397   0.00068   17.4   0.4   1   2    0.0029      0.11   10.2   0.1    63    98    15    50     9    94 0.93 -
31374at50557_197043_0:003de5|STRG.13893.2:1983-2735|+   -            251 56099at50557         -            397   0.00068   17.4   0.4   2   2      0.51        19    2.8   0.0   285   312   136   161   126   178 0.81 -
31374at50557_197043_0:003de5|STRG.13893.3:1294-2046|+   -            251 56099at50557         -            397   0.00068   17.4   0.4   1   2    0.0029      0.11   10.2   0.1    63    98    15    50     9    94 0.93 -
31374at50557_197043_0:003de5|STRG.13893.3:1294-2046|+   -            251 56099at50557         -            397   0.00068   17.4   0.4   2   2      0.51        19    2.8   0.0   285   312   136   161   126   178 0.81 -
31374at50557_197043_0:003de5|STRG.13893.4:1395-2147|+   -            251 56099at50557         -            397   0.00068   17.4   0.4   1   2    0.0029      0.11   10.2   0.1    63    98    15    50     9    94 0.93 -
31374at50557_197043_0:003de5|STRG.13893.4:1395-2147|+   -            251 56099at50557         -            397   0.00068   17.4   0.4   2   2      0.51        19    2.8   0.0   285   312   136   161   126   178 0.81 -
57752at50557_680683_0:00261f|STRG.1347.1:4991-5866|+    -            292 56099at50557         -            397   0.00099   16.9   0.2   1   2   0.00013    0.0049   14.6   0.1    61   149    53   133    49   194 0.79 -
57752at50557_680683_0:00261f|STRG.1347.1:4991-5866|+    -            292 56099at50557         -            397   0.00099   16.9   0.2   2   2       5.6   2.1e+02   -0.7   0.0    81   312   249   264   224   288 0.65 -
57752at50557_680683_0:00261f|STRG.1347.2:3870-4745|+    -            292 56099at50557         -            397   0.00099   16.9   0.2   1   2   0.00013    0.0049   14.6   0.1    61   149    53   133    49   194 0.79 -
57752at50557_680683_0:00261f|STRG.1347.2:3870-4745|+    -            292 56099at50557         -            397   0.00099   16.9   0.2   2   2       5.6   2.1e+02   -0.7   0.0    81   312   249   264   224   288 0.65 -
76755at50557_1218281_0:0009b7|STRG.11925.1:697-855|+    -             53 56099at50557         -            397    0.0013   16.5   0.0   1   1   3.4e-05    0.0013   16.5   0.0   290   323     3    36     1    51 0.89 -
74508at50557_139723_0:002423|STRG.9520.2:409-1038|+     -            210 56099at50557         -            397    0.0013   16.5   0.0   1   2     0.013       0.5    8.0   0.0   238   311    31   109    25   118 0.79 -
74508at50557_139723_0:002423|STRG.9520.2:409-1038|+     -            210 56099at50557         -            397    0.0013   16.5   0.0   2   2     0.061       2.3    5.8   0.0    64    98   132   166   124   173 0.92 -
74508at50557_139723_0:002423|STRG.9520.3:409-1038|+     -            210 56099at50557         -            397    0.0013   16.5   0.0   1   2     0.013       0.5    8.0   0.0   238   311    31   109    25   118 0.79 -
74508at50557_139723_0:002423|STRG.9520.3:409-1038|+     -            210 56099at50557         -            397    0.0013   16.5   0.0   2   2     0.061       2.3    5.8   0.0    64    98   132   166   124   173 0.92 -
74508at50557_139723_0:002423|STRG.9520.4:409-1038|+     -            210 56099at50557         -            397    0.0013   16.5   0.0   1   2     0.013       0.5    8.0   0.0   238   311    31   109    25   118 0.79 -
74508at50557_139723_0:002423|STRG.9520.4:409-1038|+     -            210 56099at50557         -            397    0.0013   16.5   0.0   2   2     0.061       2.3    5.8   0.0    64    98   132   166   124   173 0.92 -
74508at50557_139723_0:002423|STRG.9520.6:409-1038|+     -            210 56099at50557         -            397    0.0013   16.5   0.0   1   2     0.013       0.5    8.0   0.0   238   311    31   109    25   118 0.79 -
74508at50557_139723_0:002423|STRG.9520.6:409-1038|+     -            210 56099at50557         -            397    0.0013   16.5   0.0   2   2     0.061       2.3    5.8   0.0    64    98   132   166   124   173 0.92 -
74508at50557_139723_0:002423|STRG.9520.8:697-1326|+     -            210 56099at50557         -            397    0.0013   16.5   0.0   1   2     0.013       0.5    8.0   0.0   238   311    31   109    25   118 0.79 -
74508at50557_139723_0:002423|STRG.9520.8:697-1326|+     -            210 56099at50557         -            397    0.0013   16.5   0.0   2   2     0.061       2.3    5.8   0.0    64    98   132   166   124   173 0.92 -
78072at50557_139723_0:002bcb|STRG.10627.2:459-1019|+    -            187 56099at50557         -            397    0.0015   16.3   0.1   1   3         8     3e+02   -1.2   0.0    81   101    36    56    30    65 0.83 -
78072at50557_139723_0:002bcb|STRG.10627.2:459-1019|+    -            187 56099at50557         -            397    0.0015   16.3   0.1   2   3       1.8        66    1.0   0.1    97   123    70   100    61   114 0.72 -
78072at50557_139723_0:002bcb|STRG.10627.2:459-1019|+    -            187 56099at50557         -            397    0.0015   16.3   0.1   3   3   0.00069     0.026   12.2   0.0   245   310   118   185   106   187 0.83 -
78072at50557_66420_0:0007fa|STRG.10648.1:211-963|+      -            251 56099at50557         -            397    0.0015   16.3   0.6   1   2       2.5        95    0.5   0.0    68    96    95   122    88   128 0.78 -
78072at50557_66420_0:0007fa|STRG.10648.1:211-963|+      -            251 56099at50557         -            397    0.0015   16.3   0.6   2   2      0.38        14    3.2   0.1    61    95   217   248   210   251 0.76 -
74508at50557_7394_0:0023c7|STRG.4734.1:0-980|+          -            327 56099at50557         -            397    0.0021   15.8   0.2   1   2     0.013      0.47    8.1   0.1    67   100    30    65    24   126 0.76 -
74508at50557_7394_0:0023c7|STRG.4734.1:0-980|+          -            327 56099at50557         -            397    0.0021   15.8   0.2   2   2      0.18       6.5    4.3   0.0    76    98   128   150   112   155 0.83 -
74508at50557_7394_0:0023c7|STRG.4734.2:276-1256|+       -            327 56099at50557         -            397    0.0021   15.8   0.2   1   2     0.013      0.47    8.1   0.1    67   100    30    65    24   126 0.76 -
74508at50557_7394_0:0023c7|STRG.4734.2:276-1256|+       -            327 56099at50557         -            397    0.0021   15.8   0.2   2   2      0.18       6.5    4.3   0.0    76    98   128   150   112   155 0.83 -
34006at50557_520822_0:000571|STRG.11457.1:155-2122|+    -            656 56099at50557         -            397    0.0025   15.5   0.3   1   3     0.064       2.4    5.7   0.0    67   108   188   228   181   258 0.79 -
34006at50557_520822_0:000571|STRG.11457.1:155-2122|+    -            656 56099at50557         -            397    0.0025   15.5   0.3   2   3       1.1        41    1.7   0.0    63   130   285   348   268   371 0.59 -
34006at50557_520822_0:000571|STRG.11457.1:155-2122|+    -            656 56099at50557         -            397    0.0025   15.5   0.3   3   3      0.35        13    3.3   0.0    80   103   397   420   370   428 0.88 -
43121at50557_7159_0:0008d1|STRG.3170.1:1074-1838|+      -            255 56099at50557         -            397     0.003   15.3   0.4   1   3    0.0021     0.078   10.6   0.1   209   276    11    81     5    93 0.78 -
43121at50557_7159_0:0008d1|STRG.3170.1:1074-1838|+      -            255 56099at50557         -            397     0.003   15.3   0.4   2   3         8     3e+02   -1.2   0.0   105   136   116   147    89   203 0.65 -
43121at50557_7159_0:0008d1|STRG.3170.1:1074-1838|+      -            255 56099at50557         -            397     0.003   15.3   0.4   3   3         1        39    1.7   0.0   278   328   186   237   140   249 0.71 -
55830at50557_166361_0:002df3|STRG.1098.1:8915-9619|+    -            235 56099at50557         -            397    0.0038   15.0   0.1   1   2      0.37        14    3.2   0.0    79   101    51    73    22    79 0.54 -
55830at50557_166361_0:002df3|STRG.1098.1:8915-9619|+    -            235 56099at50557         -            397    0.0038   15.0   0.1   2   2     0.005      0.19    9.4   0.0   277   312   168   203   157   230 0.89 -
55830at50557_166361_0:002df3|STRG.1098.2:3325-4029|+    -            235 56099at50557         -            397    0.0038   15.0   0.1   1   2      0.37        14    3.2   0.0    79   101    51    73    22    79 0.54 -
55830at50557_166361_0:002df3|STRG.1098.2:3325-4029|+    -            235 56099at50557         -            397    0.0038   15.0   0.1   2   2     0.005      0.19    9.4   0.0   277   312   168   203   157   230 0.89 -
55830at50557_166361_0:002df3|STRG.1098.3:9137-9841|+    -            235 56099at50557         -            397    0.0038   15.0   0.1   1   2      0.37        14    3.2   0.0    79   101    51    73    22    79 0.54 -
55830at50557_166361_0:002df3|STRG.1098.3:9137-9841|+    -            235 56099at50557         -            397    0.0038   15.0   0.1   2   2     0.005      0.19    9.4   0.0   277   312   168   203   157   230 0.89 -
55830at50557_166361_0:002df3|STRG.1098.4:6957-7661|+    -            235 56099at50557         -            397    0.0038   15.0   0.1   1   2      0.37        14    3.2   0.0    79   101    51    73    22    79 0.54 -
55830at50557_166361_0:002df3|STRG.1098.4:6957-7661|+    -            235 56099at50557         -            397    0.0038   15.0   0.1   2   2     0.005      0.19    9.4   0.0   277   312   168   203   157   230 0.89 -
55830at50557_166361_0:002df3|STRG.1098.5:1205-1909|+    -            235 56099at50557         -            397    0.0038   15.0   0.1   1   2      0.37        14    3.2   0.0    79   101    51    73    22    79 0.54 -
55830at50557_166361_0:002df3|STRG.1098.5:1205-1909|+    -            235 56099at50557         -            397    0.0038   15.0   0.1   2   2     0.005      0.19    9.4   0.0   277   312   168   203   157   230 0.89 -
22706at50557_39758_0:0039b4|STRG.9648.1:183-2939|+      -            919 56099at50557         -            397    0.0067   14.1   0.1   1   3       1.5        55    1.3   0.0    70   101    99   129    93   131 0.78 -
22706at50557_39758_0:0039b4|STRG.9648.1:183-2939|+      -            919 56099at50557         -            397    0.0067   14.1   0.1   2   3     0.012      0.44    8.1   0.0    61    97   131   166   130   173 0.91 -
22706at50557_39758_0:0039b4|STRG.9648.1:183-2939|+      -            919 56099at50557         -            397    0.0067   14.1   0.1   3   3       5.7   2.1e+02   -0.7   0.0    72   100   236   264   232   272 0.85 -
71739at50557_568069_0:0043fc|STRG.5635.1:7959-8870|+    -            304 56099at50557         -            397      0.01   13.6   0.0   1   1   0.00054      0.02   12.6   0.0    59    97    40    77    26   108 0.77 -
71739at50557_568069_0:0043fc|STRG.5635.2:567-1478|+     -            304 56099at50557         -            397      0.01   13.6   0.0   1   1   0.00054      0.02   12.6   0.0    59    97    40    77    26   108 0.77 -
25500at50557_7237_0:0037c1|STRG.7760.1:462-1817|+       -            452 56099at50557         -            397     0.013   13.2   0.3   1   2    0.0026     0.098   10.3   0.2   278   324    19    64     5    74 0.81 -
25500at50557_7237_0:0037c1|STRG.7760.1:462-1817|+       -            452 56099at50557         -            397     0.013   13.2   0.3   2   2       3.1   1.1e+02    0.2   0.0   282   308   354   380   298   393 0.79 -
55830at50557_168631_0:000573|STRG.15021.1:119-976|+     -            286 56099at50557         -            397     0.013   13.2   0.4   1   4      0.98        37    1.8   0.0    61    98    27    63    14    69 0.79 -
55830at50557_168631_0:000573|STRG.15021.1:119-976|+     -            286 56099at50557         -            397     0.013   13.2   0.4   2   4       3.9   1.5e+02   -0.1   0.0    64    95   119   149   115   165 0.84 -
55830at50557_168631_0:000573|STRG.15021.1:119-976|+     -            286 56099at50557         -            397     0.013   13.2   0.4   3   4       1.8        68    0.9   0.0    80    97   186   203   173   240 0.82 -
55830at50557_168631_0:000573|STRG.15021.1:119-976|+     -            286 56099at50557         -            397     0.013   13.2   0.4   4   4      0.16       6.1    4.4   0.0    65    96   257   286   253   286 0.77 -
119132at50557_456900_0:001fe4|STRG.11573.1:253-1245|+   -            331 56099at50557         -            397     0.017   12.8   0.0   1   1   0.00077     0.029   12.1   0.0    59   100   155   193   130   200 0.89 -
80377at50557_7237_0:001b62|STRG.10707.2:809-1666|+      -            286 56099at50557         -            397     0.019   12.7   0.1   1   1     0.005      0.19    9.4   0.1   135   270    52   195     5   263 0.57 -
76755at50557_7224_0:001e1c|STRG.15892.3:186-884|+       -            233 56099at50557         -            397     0.021   12.5   0.1   1   2       1.3        48    1.5   0.0   284   314    18    50     6    60 0.79 -
76755at50557_7224_0:001e1c|STRG.15892.3:186-884|+       -            233 56099at50557         -            397     0.021   12.5   0.1   2   2     0.025      0.93    7.1   0.2   209   262    70   125    67   132 0.81 -
76755at50557_7224_0:001e1c|STRG.15892.4:186-884|+       -            233 56099at50557         -            397     0.021   12.5   0.1   1   2       1.3        48    1.5   0.0   284   314    18    50     6    60 0.79 -
76755at50557_7224_0:001e1c|STRG.15892.4:186-884|+       -            233 56099at50557         -            397     0.021   12.5   0.1   2   2     0.025      0.93    7.1   0.2   209   262    70   125    67   132 0.81 -
76755at50557_7224_0:001e1c|STRG.15892.5:356-1054|+      -            233 56099at50557         -            397     0.021   12.5   0.1   1   2       1.3        48    1.5   0.0   284   314    18    50     6    60 0.79 -
76755at50557_7224_0:001e1c|STRG.15892.5:356-1054|+      -            233 56099at50557         -            397     0.021   12.5   0.1   2   2     0.025      0.93    7.1   0.2   209   262    70   125    67   132 0.81 -
76755at50557_7224_0:001e1c|STRG.15892.7:186-884|+       -            233 56099at50557         -            397     0.021   12.5   0.1   1   2       1.3        48    1.5   0.0   284   314    18    50     6    60 0.79 -
76755at50557_7224_0:001e1c|STRG.15892.7:186-884|+       -            233 56099at50557         -            397     0.021   12.5   0.1   2   2     0.025      0.93    7.1   0.2   209   262    70   125    67   132 0.81 -
78072at50557_156304_0:001dd8|STRG.4182.1:1645-2361|+    -            239 56099at50557         -            397     0.021   12.5   1.2   1   2    0.0078      0.29    8.7   0.0   241   311     3    81     1    98 0.72 -
78072at50557_156304_0:001dd8|STRG.4182.1:1645-2361|+    -            239 56099at50557         -            397     0.021   12.5   1.2   2   2       6.2   2.3e+02   -0.8   0.0    84   118   179   219   169   230 0.56 -
78072at50557_156304_0:001dd8|STRG.4182.3:1821-2537|+    -            239 56099at50557         -            397     0.021   12.5   1.2   1   2    0.0078      0.29    8.7   0.0   241   311     3    81     1    98 0.72 -
78072at50557_156304_0:001dd8|STRG.4182.3:1821-2537|+    -            239 56099at50557         -            397     0.021   12.5   1.2   2   2       6.2   2.3e+02   -0.8   0.0    84   118   179   219   169   230 0.56 -
90358at50557_1049336_0:001923|STRG.8196.1:8371-9066|+   -            232 56099at50557         -            397     0.021   12.5   0.1   1   2       0.1       3.9    5.1   0.0   222   270     3    59     1    69 0.47 -
90358at50557_1049336_0:001923|STRG.8196.1:8371-9066|+   -            232 56099at50557         -            397     0.021   12.5   0.1   2   2      0.11         4    5.0   0.0    80   100   211   231   193   232 0.79 -
90358at50557_1049336_0:001923|STRG.8196.2:11477-12172|+ -            232 56099at50557         -            397     0.021   12.5   0.1   1   2       0.1       3.9    5.1   0.0   222   270     3    59     1    69 0.47 -
90358at50557_1049336_0:001923|STRG.8196.2:11477-12172|+ -            232 56099at50557         -            397     0.021   12.5   0.1   2   2      0.11         4    5.0   0.0    80   100   211   231   193   232 0.79 -
90358at50557_1049336_0:001923|STRG.8196.3:11376-12071|+ -            232 56099at50557         -            397     0.021   12.5   0.1   1   2       0.1       3.9    5.1   0.0   222   270     3    59     1    69 0.47 -
90358at50557_1049336_0:001923|STRG.8196.3:11376-12071|+ -            232 56099at50557         -            397     0.021   12.5   0.1   2   2      0.11         4    5.0   0.0    80   100   211   231   193   232 0.79 -
90358at50557_1049336_0:001923|STRG.8196.4:11819-12514|+ -            232 56099at50557         -            397     0.021   12.5   0.1   1   2       0.1       3.9    5.1   0.0   222   270     3    59     1    69 0.47 -
90358at50557_1049336_0:001923|STRG.8196.4:11819-12514|+ -            232 56099at50557         -            397     0.021   12.5   0.1   2   2      0.11         4    5.0   0.0    80   100   211   231   193   232 0.79 -
90358at50557_1049336_0:001923|STRG.8196.5:11797-12492|+ -            232 56099at50557         -            397     0.021   12.5   0.1   1   2       0.1       3.9    5.1   0.0   222   270     3    59     1    69 0.47 -
90358at50557_1049336_0:001923|STRG.8196.5:11797-12492|+ -            232 56099at50557         -            397     0.021   12.5   0.1   2   2      0.11         4    5.0   0.0    80   100   211   231   193   232 0.79 -
90358at50557_1049336_0:001923|STRG.8196.6:11783-12478|+ -            232 56099at50557         -            397     0.021   12.5   0.1   1   2       0.1       3.9    5.1   0.0   222   270     3    59     1    69 0.47 -
90358at50557_1049336_0:001923|STRG.8196.6:11783-12478|+ -            232 56099at50557         -            397     0.021   12.5   0.1   2   2      0.11         4    5.0   0.0    80   100   211   231   193   232 0.79 -
90358at50557_1049336_0:001923|STRG.8196.7:11900-12595|+ -            232 56099at50557         -            397     0.021   12.5   0.1   1   2       0.1       3.9    5.1   0.0   222   270     3    59     1    69 0.47 -
90358at50557_1049336_0:001923|STRG.8196.7:11900-12595|+ -            232 56099at50557         -            397     0.021   12.5   0.1   2   2      0.11         4    5.0   0.0    80   100   211   231   193   232 0.79 -
90358at50557_1049336_0:001923|STRG.8196.8:11525-12220|+ -            232 56099at50557         -            397     0.021   12.5   0.1   1   2       0.1       3.9    5.1   0.0   222   270     3    59     1    69 0.47 -
90358at50557_1049336_0:001923|STRG.8196.8:11525-12220|+ -            232 56099at50557         -            397     0.021   12.5   0.1   2   2      0.11         4    5.0   0.0    80   100   211   231   193   232 0.79 -
90358at50557_1049336_0:001923|STRG.8196.9:10947-11642|+ -            232 56099at50557         -            397     0.021   12.5   0.1   1   2       0.1       3.9    5.1   0.0   222   270     3    59     1    69 0.47 -
90358at50557_1049336_0:001923|STRG.8196.9:10947-11642|+ -            232 56099at50557         -            397     0.021   12.5   0.1   2   2      0.11         4    5.0   0.0    80   100   211   231   193   232 0.79 -
116554at50557_520822_0:0020e0|STRG.12785.1:605-1735|+   -            377 56099at50557         -            397     0.027   12.2   0.0   1   3     0.023      0.86    7.2   0.0   151   262   121   241   104   246 0.70 -
116554at50557_520822_0:0020e0|STRG.12785.1:605-1735|+   -            377 56099at50557         -            397     0.027   12.2   0.0   2   3         6   2.2e+02   -0.7   0.0   139   189   240   294   237   299 0.51 -
116554at50557_520822_0:0020e0|STRG.12785.1:605-1735|+   -            377 56099at50557         -            397     0.027   12.2   0.0   3   3       1.6        61    1.1   0.0    58    96   329   367   324   372 0.89 -
116554at50557_520822_0:0020e0|STRG.12785.2:205-1335|+   -            377 56099at50557         -            397     0.027   12.2   0.0   1   3     0.023      0.86    7.2   0.0   151   262   121   241   104   246 0.70 -
116554at50557_520822_0:0020e0|STRG.12785.2:205-1335|+   -            377 56099at50557         -            397     0.027   12.2   0.0   2   3         6   2.2e+02   -0.7   0.0   139   189   240   294   237   299 0.51 -
116554at50557_520822_0:0020e0|STRG.12785.2:205-1335|+   -            377 56099at50557         -            397     0.027   12.2   0.0   3   3       1.6        61    1.1   0.0    58    96   329   367   324   372 0.89 -
116554at50557_520822_0:0020e0|STRG.12785.3:580-1710|+   -            377 56099at50557         -            397     0.027   12.2   0.0   1   3     0.023      0.86    7.2   0.0   151   262   121   241   104   246 0.70 -
116554at50557_520822_0:0020e0|STRG.12785.3:580-1710|+   -            377 56099at50557         -            397     0.027   12.2   0.0   2   3         6   2.2e+02   -0.7   0.0   139   189   240   294   237   299 0.51 -
116554at50557_520822_0:0020e0|STRG.12785.3:580-1710|+   -            377 56099at50557         -            397     0.027   12.2   0.0   3   3       1.6        61    1.1   0.0    58    96   329   367   324   372 0.89 -
77772at50557_1041015_0:0039a4|STRG.12727.2:353-829|+    -            159 56099at50557         -            397      0.04   11.6   0.0   1   2     0.036       1.3    6.6   0.0    67    99     8    40     4    85 0.77 -
77772at50557_1041015_0:0039a4|STRG.12727.2:353-829|+    -            159 56099at50557         -            397      0.04   11.6   0.0   2   2      0.39        15    3.1   0.0    71    95    94   117    83   145 0.81 -
40115at50557_597456_0:00265e|STRG.2084.8:977-1828|+     -            284 56099at50557         -            397     0.042   11.5   0.0   1   2       0.6        22    2.5   0.0    62   100   169   206   165   213 0.85 -
40115at50557_597456_0:00265e|STRG.2084.8:977-1828|+     -            284 56099at50557         -            397     0.042   11.5   0.0   2   2    0.0053       0.2    9.3   0.0   219   309   188   282   185   284 0.79 -
74508at50557_7394_0:0023c7|STRG.12727.1:260-1135|+      -            292 56099at50557         -            397     0.045   11.4   0.2   1   3       0.1       3.7    5.1   0.0    67    99    10    42     4    84 0.78 -
74508at50557_7394_0:0023c7|STRG.12727.1:260-1135|+      -            292 56099at50557         -            397     0.045   11.4   0.2   2   3       1.1        39    1.7   0.0    72    95    97   119    85   146 0.83 -
74508at50557_7394_0:0023c7|STRG.12727.1:260-1135|+      -            292 56099at50557         -            397     0.045   11.4   0.2   3   3         3   1.1e+02    0.2   0.0    69    95   232   257   192   283 0.66 -
63645at50557_34720_0:0006b0|STRG.13627.1:384-1424|+     -            347 56099at50557         -            397     0.069   10.8   0.0   1   1    0.0077      0.29    8.8   0.0   166   246   229   313   138   344 0.73 -
80377at50557_166361_0:002fc1|STRG.9790.1:511-1272|+     -            254 56099at50557         -            397      0.08   10.6   0.1   1   3     0.032       1.2    6.7   0.0   286   329    26    69    16    79 0.87 -
80377at50557_166361_0:002fc1|STRG.9790.1:511-1272|+     -            254 56099at50557         -            397      0.08   10.6   0.1   2   3         3   1.1e+02    0.2   0.0    72   236   118   145    74   194 0.56 -
80377at50557_166361_0:002fc1|STRG.9790.1:511-1272|+     -            254 56099at50557         -            397      0.08   10.6   0.1   3   3       8.3   3.1e+02   -1.2   0.0   246   265   226   246   216   248 0.76 -
80377at50557_166361_0:002fc1|STRG.9790.2:511-1272|+     -            254 56099at50557         -            397      0.08   10.6   0.1   1   3     0.032       1.2    6.7   0.0   286   329    26    69    16    79 0.87 -
