#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
84764at50557_13686_0:002310|STRG.13516.1:140-1153|+    -            338 84764at50557         -            287    5e-160  530.2   4.0   1   1  2.9e-160  4.7e-159  527.0   4.0     1   286     7   324     7   325 0.93 -
57980at50557_610380_0:001287|STRG.16766.1:1483-2184|+  -            234 84764at50557         -            287   1.2e-08   33.4   0.0   1   1   1.1e-09   1.8e-08   32.8   0.0   119   197    56   141    51   147 0.84 -
57980at50557_610380_0:001287|STRG.16766.2:1401-2102|+  -            234 84764at50557         -            287   1.2e-08   33.4   0.0   1   1   1.1e-09   1.8e-08   32.8   0.0   119   197    56   141    51   147 0.84 -
58206at50557_7222_0:0023ca|STRG.11138.2:1062-1784|+    -            241 84764at50557         -            287   1.4e-08   33.2   0.1   1   1   1.1e-09   1.8e-08   32.8   0.1     5   190    37   239    33   241 0.74 -
58206at50557_7222_0:0023ca|STRG.11138.4:484-1206|+     -            241 84764at50557         -            287   1.4e-08   33.2   0.1   1   1   1.1e-09   1.8e-08   32.8   0.1     5   190    37   239    33   241 0.74 -
58206at50557_7222_0:0023ca|STRG.11138.5:606-1328|+     -            241 84764at50557         -            287   1.4e-08   33.2   0.1   1   1   1.1e-09   1.8e-08   32.8   0.1     5   190    37   239    33   241 0.74 -
58206at50557_7222_0:0023ca|STRG.11138.7:386-1108|+     -            241 84764at50557         -            287   1.4e-08   33.2   0.1   1   1   1.1e-09   1.8e-08   32.8   0.1     5   190    37   239    33   241 0.74 -
57980at50557_139723_0:0008b8|STRG.13118.2:434-757|+    -            108 84764at50557         -            287   1.8e-08   32.8   0.5   1   1   1.6e-09   2.5e-08   32.3   0.5    44   131     6   108     2   108 0.77 -
65033at50557_7029_0:006910|STRG.6028.3:707-1347|+      -            152 84764at50557         -            287   5.5e-08   31.2   0.1   1   2   2.7e-07   4.3e-06   25.0   0.0   110   148     8    46     1    49 0.88 -
65033at50557_7029_0:006910|STRG.6028.3:707-1347|+      -            152 84764at50557         -            287   5.5e-08   31.2   0.1   2   2      0.17       2.7    6.0   0.0   166   202    42    78    41    97 0.83 -
84269at50557_37344_0:001779|STRG.15590.1:1957-2826|+   -            290 84764at50557         -            287   7.1e-08   30.9   0.0   1   1   5.9e-09   9.4e-08   30.5   0.0   107   189   144   234    82   267 0.84 -
8547at50557_74869_0:0028a5|STRG.4151.3:501-1139|+      -            213 84764at50557         -            287   7.8e-08   30.7   0.0   1   1   6.5e-09     1e-07   30.3   0.0   110   197    53   146    42   160 0.82 -
58206at50557_7070_0:000291|STRG.11138.3:1275-1868|+    -            198 84764at50557         -            287     1e-07   30.3   0.1   1   1     8e-09   1.3e-07   30.0   0.1    54   195     9   172     1   185 0.74 -
58206at50557_7070_0:000291|STRG.11138.6:599-1192|+     -            198 84764at50557         -            287     1e-07   30.3   0.1   1   1     8e-09   1.3e-07   30.0   0.1    54   195     9   172     1   185 0.74 -
966at50557_456900_0:00249f|STRG.3671.1:612-8066|+      -           2485 84764at50557         -            287   1.4e-07   29.9   0.0   1   1   1.7e-08   2.6e-07   29.0   0.0    46   197  1871  2037  1862  2045 0.81 -
966at50557_456900_0:00249f|STRG.3671.2:553-8007|+      -           2485 84764at50557         -            287   1.4e-07   29.9   0.0   1   1   1.7e-08   2.6e-07   29.0   0.0    46   197  1871  2037  1862  2045 0.81 -
8547at50557_74869_0:0028a5|STRG.12941.1:735-1625|+     -            297 84764at50557         -            287   1.4e-07   29.9   0.0   1   1   2.3e-08   3.7e-07   28.5   0.0    46   197    55   225     1   254 0.64 -
63395at50557_104452_0:003cda|STRG.6028.1:289-666|+     -            126 84764at50557         -            287   1.7e-07   29.7   0.0   1   1   1.2e-08   1.9e-07   29.4   0.0     8    80    52   125    45   126 0.88 -
63395at50557_104452_0:003cda|STRG.6028.2:289-666|+     -            126 84764at50557         -            287   1.7e-07   29.7   0.0   1   1   1.2e-08   1.9e-07   29.4   0.0     8    80    52   125    45   126 0.88 -
8547at50557_74869_0:0028a5|STRG.2638.1:2637-3449|+     -            271 84764at50557         -            287   2.8e-07   28.9   0.1   1   2     0.015      0.24    9.4   0.0     8    81     1    76     1    95 0.74 -
8547at50557_74869_0:0028a5|STRG.2638.1:2637-3449|+     -            271 84764at50557         -            287   2.8e-07   28.9   0.1   2   2   4.3e-05   0.00068   17.8   0.0   108   208   121   226   103   242 0.76 -
8547at50557_74869_0:0028a5|STRG.6251.1:1298-2089|+     -            264 84764at50557         -            287   5.2e-07   28.0   0.0   1   1   9.3e-08   1.5e-06   26.5   0.0    98   192   101   198    94   210 0.75 -
8547at50557_74869_0:0028a5|STRG.8496.1:3970-4869|+     -            300 84764at50557         -            287   1.6e-06   26.4   0.0   1   1   1.7e-07   2.7e-06   25.7   0.0     8   192    30   228    24   237 0.72 -
8547at50557_74869_0:0028a5|STRG.8496.2:3967-4866|+     -            300 84764at50557         -            287   1.6e-06   26.4   0.0   1   1   1.7e-07   2.7e-06   25.7   0.0     8   192    30   228    24   237 0.72 -
8547at50557_74869_0:0028a5|STRG.8496.3:3970-4869|+     -            300 84764at50557         -            287   1.6e-06   26.4   0.0   1   1   1.7e-07   2.7e-06   25.7   0.0     8   192    30   228    24   237 0.72 -
8547at50557_74869_0:0028a5|STRG.8496.4:3406-4305|+     -            300 84764at50557         -            287   1.6e-06   26.4   0.0   1   1   1.7e-07   2.7e-06   25.7   0.0     8   192    30   228    24   237 0.72 -
58206at50557_1629725_0:0005e4|STRG.8925.1:659-1249|+   -            197 84764at50557         -            287   1.9e-06   26.2   0.0   1   1   1.4e-07   2.3e-06   25.9   0.0    47   169    34   175     3   196 0.77 -
57980at50557_7130_0:001f07|STRG.1768.2:2228-2833|+     -            202 84764at50557         -            287     3e-06   25.5   0.0   1   1   2.2e-07   3.6e-06   25.3   0.0   109   188    69   144    29   158 0.81 -
57980at50557_7130_0:001f07|STRG.1768.3:2228-2833|+     -            202 84764at50557         -            287     3e-06   25.5   0.0   1   1   2.2e-07   3.6e-06   25.3   0.0   109   188    69   144    29   158 0.81 -
57980at50557_7130_0:001f07|STRG.1768.4:2152-2757|+     -            202 84764at50557         -            287     3e-06   25.5   0.0   1   1   2.2e-07   3.6e-06   25.3   0.0   109   188    69   144    29   158 0.81 -
17813at50557_29031_0:001ee3|STRG.2694.2:93-545|+       -            151 84764at50557         -            287   3.2e-06   25.5   0.0   1   1   2.2e-07   3.5e-06   25.3   0.0   121   192     1    78     1   121 0.78 -
57980at50557_7130_0:001f07|STRG.1768.1:2228-2935|+     -            236 84764at50557         -            287   4.2e-06   25.0   0.0   1   1   3.4e-07   5.3e-06   24.7   0.0   109   187    69   143    29   157 0.81 -
8547at50557_74869_0:0028a5|STRG.8757.1:2971-3804|+     -            278 84764at50557         -            287   4.7e-06   24.9   0.0   1   1   3.5e-07   5.6e-06   24.6   0.0    36   196    48   213     4   247 0.74 -
63962at50557_680683_0:001e6e|STRG.12408.1:700-1545|+   -            282 84764at50557         -            287   9.6e-06   23.9   0.1   1   1   9.6e-07   1.5e-05   23.2   0.1    49   176    44   172     4   176 0.71 -
63962at50557_680683_0:001e6e|STRG.12408.2:700-1545|+   -            282 84764at50557         -            287   9.6e-06   23.9   0.1   1   1   9.6e-07   1.5e-05   23.2   0.1    49   176    44   172     4   176 0.71 -
63962at50557_319348_0:003e06|STRG.4450.1:1301-1912|+   -            204 84764at50557         -            287   1.1e-05   23.7   0.0   1   1   8.8e-07   1.4e-05   23.3   0.0   110   157   108   160    64   178 0.79 -
97917at50557_45779_0:002a00|STRG.6179.1:2923-4260|+    -            446 84764at50557         -            287   2.6e-05   22.5   0.0   1   1   2.7e-06   4.3e-05   21.7   0.0    85   194    17   136     4   146 0.72 -
63962at50557_7159_0:002034|STRG.6464.1:428-1039|+      -            204 84764at50557         -            287   4.5e-05   21.7   0.1   1   1   4.1e-06   6.5e-05   21.2   0.1   111   176   105   169    94   174 0.77 -
65033at50557_13037_0:000d13|STRG.6505.1:1616-2416|+    -            267 84764at50557         -            287   5.6e-05   21.4   0.2   1   1   4.5e-06   7.2e-05   21.0   0.2     8   145     2   145     1   166 0.86 -
84764at50557_315563_0:000652|STRG.4450.2:219-668|+     -            150 84764at50557         -            287   0.00013   20.1   0.0   1   1   8.4e-06   0.00013   20.1   0.0   104   148   103   150    30   150 0.76 -
51049at50557_7394_0:00085f|STRG.2707.1:494-3040|+      -            849 84764at50557         -            287   0.00016   19.9   0.0   1   1     2e-05   0.00031   18.9   0.0   118   208   286   395   257   416 0.69 -
84269at50557_139723_0:002266|STRG.6464.2:281-658|+     -            126 84764at50557         -            287   0.00016   19.8   0.1   1   1   1.3e-05   0.00021   19.5   0.1   113   176     1    63     1    68 0.75 -
8547at50557_103372_0:00280e|STRG.8771.3:0-2345|+       -            782 84764at50557         -            287   0.00017   19.7   0.5   1   2     0.029      0.46    8.5   0.0    89   192   369   469   328   474 0.77 -
8547at50557_103372_0:00280e|STRG.8771.3:0-2345|+       -            782 84764at50557         -            287   0.00017   19.7   0.5   2   2     0.019      0.31    9.1   0.1    23    65   707   745   681   759 0.72 -
8547at50557_103372_0:00280e|STRG.8771.2:225-3137|+     -            971 84764at50557         -            287   0.00032   18.9   0.5   1   2     0.039      0.63    8.1   0.0    89   192   559   659   521   664 0.76 -
8547at50557_103372_0:00280e|STRG.8771.2:225-3137|+     -            971 84764at50557         -            287   0.00032   18.9   0.5   2   2     0.026      0.42    8.6   0.1    23    65   897   935   871   948 0.72 -
8547at50557_103372_0:00280e|STRG.8771.1:251-3166|+     -            972 84764at50557         -            287   0.00032   18.9   0.5   1   2     0.039      0.63    8.1   0.0    89   192   559   659   521   664 0.76 -
8547at50557_103372_0:00280e|STRG.8771.1:251-3166|+     -            972 84764at50557         -            287   0.00032   18.9   0.5   2   2     0.026      0.42    8.6   0.1    23    65   897   935   871   948 0.72 -
8547at50557_74869_0:0028a5|STRG.1970.1:2037-2852|+     -            272 84764at50557         -            287   0.00036   18.7   0.0   1   1   4.3e-05   0.00069   17.8   0.0    15   192    22   208    16   216 0.69 -
57980at50557_7176_0:003728|STRG.8289.3:73-453|+        -            127 84764at50557         -            287   0.00041   18.5   0.0   1   1   2.7e-05   0.00043   18.4   0.0   128   192     2    66     1   108 0.88 -
65033at50557_378494_0:007291|STRG.14783.1:0-305|+      -            102 84764at50557         -            287   0.00049   18.3   0.0   1   1   4.7e-05   0.00075   17.7   0.0   163   199     3    40     2    47 0.89 -
84269at50557_7227_0:002e81|STRG.11288.1:400-1020|+     -            207 84764at50557         -            287    0.0011   17.1   0.0   1   1   0.00015    0.0024   16.0   0.0   109   157   111   161     4   200 0.68 -
84269at50557_197043_0:0042fb|STRG.6464.3:134-394|+     -             87 84764at50557         -            287    0.0011   17.1   0.1   1   1   8.2e-05    0.0013   16.9   0.1   111   146    48    86    34    87 0.83 -
63962at50557_54969_0:002f60|STRG.1943.1:4184-4684|+    -            167 84764at50557         -            287    0.0013   16.8   0.2   1   1   0.00017    0.0028   15.8   0.2     6   132     8   139     3   159 0.64 -
63962at50557_54969_0:002f60|STRG.1943.2:3929-4429|+    -            167 84764at50557         -            287    0.0013   16.8   0.2   1   1   0.00017    0.0028   15.8   0.2     6   132     8   139     3   159 0.64 -
63962at50557_54969_0:002f60|STRG.1943.3:3666-4166|+    -            167 84764at50557         -            287    0.0013   16.8   0.2   1   1   0.00017    0.0028   15.8   0.2     6   132     8   139     3   159 0.64 -
63962at50557_54969_0:002f60|STRG.1943.4:3482-3982|+    -            167 84764at50557         -            287    0.0013   16.8   0.2   1   1   0.00017    0.0028   15.8   0.2     6   132     8   139     3   159 0.64 -
84269at50557_113334_0:0036d3|STRG.13260.1:234-488|+    -             85 84764at50557         -            287    0.0034   15.5   0.0   1   1   0.00021    0.0034   15.5   0.0   162   193     3    33     1    73 0.86 -
84269at50557_7176_0:002db1|STRG.13581.10:3038-3490|+   -            151 84764at50557         -            287     0.004   15.3   0.0   1   1   0.00029    0.0045   15.1   0.0   141   212     1    70     1    96 0.85 -
84269at50557_7176_0:002db1|STRG.13581.11:2538-2990|+   -            151 84764at50557         -            287     0.004   15.3   0.0   1   1   0.00029    0.0045   15.1   0.0   141   212     1    70     1    96 0.85 -
84269at50557_7176_0:002db1|STRG.13581.3:2986-3438|+    -            151 84764at50557         -            287     0.004   15.3   0.0   1   1   0.00029    0.0045   15.1   0.0   141   212     1    70     1    96 0.85 -
84269at50557_7176_0:002db1|STRG.13581.8:2191-2643|+    -            151 84764at50557         -            287     0.004   15.3   0.0   1   1   0.00029    0.0045   15.1   0.0   141   212     1    70     1    96 0.85 -
8547at50557_77166_0:000007|STRG.6244.1:340-927|+       -            196 84764at50557         -            287    0.0043   15.2   0.0   1   1   0.00035    0.0056   14.8   0.0   112   191    47   129    34   141 0.77 -
63962at50557_7070_0:000803|STRG.4493.1:254-1135|+      -            294 84764at50557         -            287      0.01   14.0   0.1   1   1    0.0011     0.017   13.2   0.1   106   153   137   187   102   212 0.73 -
57980at50557_34740_0:00324b|STRG.13778.1:1173-1874|+   -            234 84764at50557         -            287     0.037   12.1   0.0   1   1    0.0029     0.046   11.8   0.0   155   199   148   194    98   207 0.69 -
65033at50557_121845_0:002b39|STRG.16427.6:584-1063|+   -            160 84764at50557         -            287     0.046   11.8   0.0   1   1    0.0053     0.084   10.9   0.0   111   152   103   148    89   153 0.79 -
65033at50557_121845_0:002b39|STRG.16427.7:488-967|+    -            160 84764at50557         -            287     0.046   11.8   0.0   1   1    0.0053     0.084   10.9   0.0   111   152   103   148    89   153 0.79 -
57980at50557_43151_0:0020f1|STRG.7751.3:344-907|+      -            188 84764at50557         -            287     0.053   11.6   0.1   1   1    0.0041     0.065   11.3   0.0   110   153   109   154     4   170 0.80 -
8547at50557_74869_0:0028a5|STRG.5634.1:1056-1877|+     -            274 84764at50557         -            287     0.065   11.3   0.0   1   1    0.0058     0.091   10.8   0.0    55   144    86   183    61   237 0.76 -
8547at50557_74869_0:0028a5|STRG.5634.2:1032-1853|+     -            274 84764at50557         -            287     0.065   11.3   0.0   1   1    0.0058     0.091   10.8   0.0    55   144    86   183    61   237 0.76 -
8547at50557_74869_0:0028a5|STRG.5634.3:1056-1877|+     -            274 84764at50557         -            287     0.065   11.3   0.0   1   1    0.0058     0.091   10.8   0.0    55   144    86   183    61   237 0.76 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/84764at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/84764at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/84764at50557.hmm annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 20:30:56 2024
# [ok]
