#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
84764at50557_286306_0:001d5c|STRG.13075.1:167-1180|+   -            338 84764at50557         -            287    1e-159  529.3   4.4   1   1    6e-160  9.4e-159  526.2   4.4     1   286     7   324     7   325 0.93 -
58206at50557_166361_0:001c4c|STRG.3036.1:65-745|+      -            227 84764at50557         -            287   4.3e-11   41.6   0.0   1   1     3e-12   4.8e-11   41.4   0.0   110   210    55   160    17   205 0.87 -
58206at50557_166361_0:001c4c|STRG.3036.3:65-1247|+     -            227 84764at50557         -            287   4.3e-11   41.6   0.0   1   1     3e-12   4.8e-11   41.4   0.0   110   210    55   160    17   205 0.87 -
8547at50557_45779_0:000864|STRG.15475.1:7229-8089|+    -            287 84764at50557         -            287   4.5e-11   41.5   0.0   1   1   4.1e-12   6.5e-11   41.0   0.0     6   191    31   234    24   252 0.74 -
8547at50557_45779_0:000864|STRG.15475.2:7232-8092|+    -            287 84764at50557         -            287   4.5e-11   41.5   0.0   1   1   4.1e-12   6.5e-11   41.0   0.0     6   191    31   234    24   252 0.74 -
8547at50557_45779_0:000864|STRG.15475.3:7232-8092|+    -            287 84764at50557         -            287   4.5e-11   41.5   0.0   1   1   4.1e-12   6.5e-11   41.0   0.0     6   191    31   234    24   252 0.74 -
8547at50557_45779_0:000864|STRG.15475.4:4468-5328|+    -            287 84764at50557         -            287   4.5e-11   41.5   0.0   1   1   4.1e-12   6.5e-11   41.0   0.0     6   191    31   234    24   252 0.74 -
57980at50557_286706_0:000fec|STRG.3557.1:480-1103|+    -            208 84764at50557         -            287     5e-11   41.4   0.0   1   1   4.1e-12   6.4e-11   41.0   0.0   104   210    44   150    33   171 0.88 -
8547at50557_74869_0:0028a5|STRG.4637.1:1130-1825|+     -            232 84764at50557         -            287   6.5e-11   41.0   0.0   1   1   4.8e-12   7.6e-11   40.8   0.0    47   172     6   137     1   186 0.87 -
8547at50557_74869_0:0028a5|STRG.15758.2:1144-2091|+    -            295 84764at50557         -            287   8.1e-11   40.7   0.0   1   2      0.07       1.1    7.4   0.0     5    82     4    86     1    99 0.73 -
8547at50557_74869_0:0028a5|STRG.15758.2:1144-2091|+    -            295 84764at50557         -            287   8.1e-11   40.7   0.0   2   2   3.4e-09   5.4e-08   31.4   0.0    95   191   135   233   126   263 0.80 -
8547at50557_74869_0:0028a5|STRG.6093.1:3116-3895|+     -            260 84764at50557         -            287   9.7e-11   40.4   0.0   1   1   8.3e-12   1.3e-10   40.0   0.0     8   192     2   192     1   194 0.74 -
8547at50557_74869_0:0028a5|STRG.6093.2:3192-3971|+     -            260 84764at50557         -            287   9.7e-11   40.4   0.0   1   1   8.3e-12   1.3e-10   40.0   0.0     8   192     2   192     1   194 0.74 -
8547at50557_74869_0:0028a5|STRG.6093.3:3015-3794|+     -            260 84764at50557         -            287   9.7e-11   40.4   0.0   1   1   8.3e-12   1.3e-10   40.0   0.0     8   192     2   192     1   194 0.74 -
17813at50557_378494_0:006207|STRG.1713.1:1115-1762|+   -            216 84764at50557         -            287     1e-10   40.3   0.1   1   1   2.3e-11   3.7e-10   38.5   0.1     6   191    10   210     5   212 0.72 -
84269at50557_54969_0:001e49|STRG.10793.1:147-1010|+    -            288 84764at50557         -            287   1.6e-10   39.7   0.0   1   1   1.7e-11   2.6e-10   39.0   0.0     7   189     7   205     3   220 0.76 -
57980at50557_6973_0:0018b8|STRG.914.3:409-1032|+       -            208 84764at50557         -            287   3.6e-10   38.6   0.1   1   2   5.1e-07     8e-06   24.3   0.1    51   151     3   103     1   116 0.76 -
57980at50557_6973_0:0018b8|STRG.914.3:409-1032|+       -            208 84764at50557         -            287   3.6e-10   38.6   0.1   2   2    0.0019      0.03   12.5   0.0   156   191   164   199   137   207 0.80 -
57980at50557_79782_0:001719|STRG.11880.7:2552-3157|+   -            202 84764at50557         -            287   4.1e-10   38.4   0.0   1   1   3.2e-11   5.1e-10   38.1   0.0     1   192     7   198     7   202 0.78 -
58206at50557_133901_0:002944|STRG.5669.1:207-827|+     -            207 84764at50557         -            287   4.1e-10   38.4   0.0   1   1   3.2e-11   5.1e-10   38.1   0.0    26   190    30   206    23   207 0.75 -
8547at50557_74869_0:0028a5|STRG.6151.1:3371-3904|+     -            178 84764at50557         -            287   4.6e-10   38.2   0.0   1   1   3.6e-11   5.6e-10   37.9   0.0   100   192    17   112     6   138 0.77 -
8547at50557_74869_0:0028a5|STRG.6151.2:3338-3871|+     -            178 84764at50557         -            287   4.6e-10   38.2   0.0   1   1   3.6e-11   5.6e-10   37.9   0.0   100   192    17   112     6   138 0.77 -
8547at50557_74869_0:0028a5|STRG.6151.3:3215-3748|+     -            178 84764at50557         -            287   4.6e-10   38.2   0.0   1   1   3.6e-11   5.6e-10   37.9   0.0   100   192    17   112     6   138 0.77 -
8547at50557_74869_0:0028a5|STRG.6151.4:3182-3715|+     -            178 84764at50557         -            287   4.6e-10   38.2   0.0   1   1   3.6e-11   5.6e-10   37.9   0.0   100   192    17   112     6   138 0.77 -
8547at50557_74869_0:0028a5|STRG.11153.2:767-1570|+     -            268 84764at50557         -            287   4.6e-10   38.2   0.0   1   1   3.9e-11   6.2e-10   37.8   0.0    29   191    32   202     6   230 0.72 -
8547at50557_74869_0:0028a5|STRG.11153.3:767-1570|+     -            268 84764at50557         -            287   4.6e-10   38.2   0.0   1   1   3.9e-11   6.2e-10   37.8   0.0    29   191    32   202     6   230 0.72 -
8547at50557_74869_0:0028a5|STRG.11153.4:713-1516|+     -            268 84764at50557         -            287   4.6e-10   38.2   0.0   1   1   3.9e-11   6.2e-10   37.8   0.0    29   191    32   202     6   230 0.72 -
8547at50557_74869_0:0028a5|STRG.11153.5:767-1570|+     -            268 84764at50557         -            287   4.6e-10   38.2   0.0   1   1   3.9e-11   6.2e-10   37.8   0.0    29   191    32   202     6   230 0.72 -
57980at50557_139723_0:0008b8|STRG.5438.1:541-939|+     -            133 84764at50557         -            287   8.1e-10   37.4   0.5   1   1   6.8e-11   1.1e-09   37.0   0.5    11   131     1   133     1   133 0.76 -
57980at50557_139723_0:0008b8|STRG.5438.2:559-957|+     -            133 84764at50557         -            287   8.1e-10   37.4   0.5   1   1   6.8e-11   1.1e-09   37.0   0.5    11   131     1   133     1   133 0.76 -
8547at50557_74869_0:0028a5|STRG.9633.1:1034-1597|+     -            188 84764at50557         -            287     1e-09   37.1   0.0   1   1   7.6e-11   1.2e-09   36.9   0.0     9   146    22   157    15   184 0.77 -
57980at50557_7070_0:001946|STRG.17115.1:2969-3919|+    -            317 84764at50557         -            287   1.4e-09   36.6   3.3   1   2   3.8e-10   5.9e-09   34.6   0.4     2   154    24   174    23   180 0.75 -
57980at50557_7070_0:001946|STRG.17115.1:2969-3919|+    -            317 84764at50557         -            287   1.4e-09   36.6   3.3   2   2       5.7        90    1.2   0.1   159   194   242   278   203   287 0.70 -
57980at50557_7070_0:001946|STRG.17115.2:2826-3776|+    -            317 84764at50557         -            287   1.4e-09   36.6   3.3   1   2   3.8e-10   5.9e-09   34.6   0.4     2   154    24   174    23   180 0.75 -
57980at50557_7070_0:001946|STRG.17115.2:2826-3776|+    -            317 84764at50557         -            287   1.4e-09   36.6   3.3   2   2       5.7        90    1.2   0.1   159   194   242   278   203   287 0.70 -
57980at50557_7070_0:001946|STRG.17115.5:2969-3919|+    -            317 84764at50557         -            287   1.4e-09   36.6   3.3   1   2   3.8e-10   5.9e-09   34.6   0.4     2   154    24   174    23   180 0.75 -
57980at50557_7070_0:001946|STRG.17115.5:2969-3919|+    -            317 84764at50557         -            287   1.4e-09   36.6   3.3   2   2       5.7        90    1.2   0.1   159   194   242   278   203   287 0.70 -
57980at50557_7070_0:001946|STRG.17115.6:2551-3501|+    -            317 84764at50557         -            287   1.4e-09   36.6   3.3   1   2   3.8e-10   5.9e-09   34.6   0.4     2   154    24   174    23   180 0.75 -
57980at50557_7070_0:001946|STRG.17115.6:2551-3501|+    -            317 84764at50557         -            287   1.4e-09   36.6   3.3   2   2       5.7        90    1.2   0.1   159   194   242   278   203   287 0.70 -
57980at50557_7070_0:001946|STRG.17115.7:2551-3501|+    -            317 84764at50557         -            287   1.4e-09   36.6   3.3   1   2   3.8e-10   5.9e-09   34.6   0.4     2   154    24   174    23   180 0.75 -
57980at50557_7070_0:001946|STRG.17115.7:2551-3501|+    -            317 84764at50557         -            287   1.4e-09   36.6   3.3   2   2       5.7        90    1.2   0.1   159   194   242   278   203   287 0.70 -
57980at50557_43151_0:0020f1|STRG.13336.1:2222-2755|+   -            178 84764at50557         -            287   1.4e-09   36.6   0.1   1   1   1.2e-10   1.8e-09   36.2   0.1     6   147     8   149     3   159 0.79 -
63962at50557_7159_0:002034|STRG.10039.5:1355-2181|+    -            273 84764at50557         -            287     2e-09   36.1   0.1   1   1   1.7e-10   2.7e-09   35.7   0.1    20   212    17   202     2   225 0.77 -
47at50557_378494_0:001465|STRG.11880.10:8288-9676|+    -            463 84764at50557         -            287   2.1e-09   36.1   0.0   1   1   1.9e-10   2.9e-09   35.6   0.0     1   198   172   370   172   384 0.78 -
47at50557_378494_0:001465|STRG.11880.1:8910-10298|+    -            463 84764at50557         -            287   2.1e-09   36.1   0.0   1   1   1.9e-10   2.9e-09   35.6   0.0     1   198   172   370   172   384 0.78 -
47at50557_378494_0:001465|STRG.11880.2:8961-10349|+    -            463 84764at50557         -            287   2.1e-09   36.1   0.0   1   1   1.9e-10   2.9e-09   35.6   0.0     1   198   172   370   172   384 0.78 -
47at50557_378494_0:001465|STRG.11880.3:8834-10222|+    -            463 84764at50557         -            287   2.1e-09   36.1   0.0   1   1   1.9e-10   2.9e-09   35.6   0.0     1   198   172   370   172   384 0.78 -
47at50557_378494_0:001465|STRG.11880.4:9007-10395|+    -            463 84764at50557         -            287   2.1e-09   36.1   0.0   1   1   1.9e-10   2.9e-09   35.6   0.0     1   198   172   370   172   384 0.78 -
47at50557_378494_0:001465|STRG.11880.5:8896-10284|+    -            463 84764at50557         -            287   2.1e-09   36.1   0.0   1   1   1.9e-10   2.9e-09   35.6   0.0     1   198   172   370   172   384 0.78 -
47at50557_378494_0:001465|STRG.11880.6:2057-3445|+     -            463 84764at50557         -            287   2.1e-09   36.1   0.0   1   1   1.9e-10   2.9e-09   35.6   0.0     1   198   172   370   172   384 0.78 -
47at50557_378494_0:001465|STRG.11880.8:8276-9664|+     -            463 84764at50557         -            287   2.1e-09   36.1   0.0   1   1   1.9e-10   2.9e-09   35.6   0.0     1   198   172   370   172   384 0.78 -
47at50557_378494_0:001465|STRG.11880.9:8180-9568|+     -            463 84764at50557         -            287   2.1e-09   36.1   0.0   1   1   1.9e-10   2.9e-09   35.6   0.0     1   198   172   370   172   384 0.78 -
57980at50557_6973_0:0018b8|STRG.15106.2:147-776|+      -            210 84764at50557         -            287   2.3e-09   35.9   0.1   1   2   7.7e-08   1.2e-06   27.0   0.1   110   147    39    76    32    90 0.89 -
57980at50557_6973_0:0018b8|STRG.15106.2:147-776|+      -            210 84764at50557         -            287   2.3e-09   35.9   0.1   2   2     0.079       1.2    7.3   0.0   154   192   108   148    82   162 0.83 -
8547at50557_74869_0:0028a5|STRG.13523.1:345-1118|+     -            258 84764at50557         -            287   2.5e-09   35.8   0.0   1   1   2.6e-10   4.1e-09   35.1   0.0    25   192    24   193     1   197 0.74 -
8547at50557_74869_0:0028a5|STRG.13523.2:345-1118|+     -            258 84764at50557         -            287   2.5e-09   35.8   0.0   1   1   2.6e-10   4.1e-09   35.1   0.0    25   192    24   193     1   197 0.74 -
8547at50557_74869_0:0028a5|STRG.13523.3:455-1228|+     -            258 84764at50557         -            287   2.5e-09   35.8   0.0   1   1   2.6e-10   4.1e-09   35.1   0.0    25   192    24   193     1   197 0.74 -
8547at50557_74869_0:0028a5|STRG.13523.4:345-1118|+     -            258 84764at50557         -            287   2.5e-09   35.8   0.0   1   1   2.6e-10   4.1e-09   35.1   0.0    25   192    24   193     1   197 0.74 -
84764at50557_29058_0:000714|STRG.11106.4:274-1135|+    -            207 84764at50557         -            287   2.8e-09   35.6   0.1   1   1   5.1e-10     8e-09   34.1   0.1     1   191     1   200     1   207 0.75 -
8547at50557_45779_0:000864|STRG.4865.1:2922-3710|+     -            263 84764at50557         -            287   3.8e-09   35.2   0.0   1   1   4.5e-10   7.1e-09   34.3   0.0     8   192     7   207     2   223 0.72 -
63962at50557_7160_0:003c94|STRG.11106.1:287-1036|+     -            250 84764at50557         -            287   4.3e-09   35.0   0.0   1   1     8e-10   1.3e-08   33.5   0.0     1   191     2   219     2   231 0.68 -
57980at50557_7370_0:0011d0|STRG.15106.1:147-1136|+     -            330 84764at50557         -            287   8.2e-09   34.1   0.1   1   2   1.7e-07   2.6e-06   25.9   0.1   110   147    39    76    32    87 0.90 -
57980at50557_7370_0:0011d0|STRG.15106.1:147-1136|+     -            330 84764at50557         -            287   8.2e-09   34.1   0.1   2   2      0.19         3    6.0   0.0   155   192   109   148    96   162 0.82 -
17813at50557_143948_0:0008f3|STRG.13918.1:260-1222|+   -            321 84764at50557         -            287   9.2e-09   33.9   0.0   1   1   7.7e-10   1.2e-08   33.5   0.0   103   192   116   213     5   257 0.67 -
17813at50557_143948_0:0008f3|STRG.13918.2:260-1222|+   -            321 84764at50557         -            287   9.2e-09   33.9   0.0   1   1   7.7e-10   1.2e-08   33.5   0.0   103   192   116   213     5   257 0.67 -
17813at50557_143948_0:0008f3|STRG.13918.3:144-1106|+   -            321 84764at50557         -            287   9.2e-09   33.9   0.0   1   1   7.7e-10   1.2e-08   33.5   0.0   103   192   116   213     5   257 0.67 -
57980at50557_610380_0:001287|STRG.5588.1:2116-2817|+   -            234 84764at50557         -            287   1.4e-08   33.4   0.0   1   1   1.3e-09     2e-08   32.8   0.0   119   197    56   141    51   147 0.84 -
57980at50557_610380_0:001287|STRG.5588.2:1972-2673|+   -            234 84764at50557         -            287   1.4e-08   33.4   0.0   1   1   1.3e-09     2e-08   32.8   0.0   119   197    56   141    51   147 0.84 -
57980at50557_610380_0:001287|STRG.5588.3:1896-2597|+   -            234 84764at50557         -            287   1.4e-08   33.4   0.0   1   1   1.3e-09     2e-08   32.8   0.0   119   197    56   141    51   147 0.84 -
58206at50557_7222_0:0023ca|STRG.6110.1:779-1501|+      -            241 84764at50557         -            287   1.6e-08   33.2   0.1   1   1   1.3e-09     2e-08   32.8   0.1     5   190    37   239    33   241 0.74 -
58206at50557_7222_0:0023ca|STRG.6110.2:1429-2151|+     -            241 84764at50557         -            287   1.6e-08   33.2   0.1   1   1   1.3e-09     2e-08   32.8   0.1     5   190    37   239    33   241 0.74 -
58206at50557_7222_0:0023ca|STRG.6110.4:767-1489|+      -            241 84764at50557         -            287   1.6e-08   33.2   0.1   1   1   1.3e-09     2e-08   32.8   0.1     5   190    37   239    33   241 0.74 -
58206at50557_7222_0:0023ca|STRG.6110.5:614-1336|+      -            241 84764at50557         -            287   1.6e-08   33.2   0.1   1   1   1.3e-09     2e-08   32.8   0.1     5   190    37   239    33   241 0.74 -
57980at50557_1629725_0:000be4|STRG.8005.1:2200-2856|+  -            219 84764at50557         -            287   4.9e-08   31.5   0.0   1   1   4.2e-09   6.6e-08   31.1   0.0   107   189    61   151    47   185 0.81 -
58206at50557_7070_0:000291|STRG.6110.3:559-1152|+      -            198 84764at50557         -            287   1.2e-07   30.3   0.1   1   1   9.1e-09   1.4e-07   30.0   0.1    54   195     9   172     1   185 0.74 -
8547at50557_74869_0:0028a5|STRG.3761.1:2291-3181|+     -            297 84764at50557         -            287   1.6e-07   29.9   0.0   1   1   2.6e-08   4.2e-07   28.5   0.0    46   197    55   225     1   254 0.64 -
966at50557_456900_0:00249f|STRG.13364.1:492-7946|+     -           2485 84764at50557         -            287   1.7e-07   29.8   0.0   1   1   2.1e-08   3.3e-07   28.8   0.0    46   197  1871  2037  1862  2045 0.81 -
8547at50557_74869_0:0028a5|STRG.11650.1:2628-3440|+    -            271 84764at50557         -            287   2.6e-07   29.2   0.2   1   1   2.8e-07   4.4e-06   25.1   0.2     8   208     1   226     1   237 0.72 -
8547at50557_74869_0:0028a5|STRG.1651.1:1184-2098|+     -            305 84764at50557         -            287   2.7e-07   29.1   0.0   1   1   4.3e-08   6.8e-07   27.8   0.0    98   192   142   239   136   250 0.79 -
58206at50557_88501_0:001aa1|STRG.6793.2:1013-1408|+    -            132 84764at50557         -            287   3.6e-07   28.7   0.0   1   1   2.8e-08   4.4e-07   28.4   0.0   134   193     2    63     1    77 0.84 -
58206at50557_88501_0:001aa1|STRG.6793.4:1085-1480|+    -            132 84764at50557         -            287   3.6e-07   28.7   0.0   1   1   2.8e-08   4.4e-07   28.4   0.0   134   193     2    63     1    77 0.84 -
58206at50557_1218281_0:002a23|STRG.3036.2:11-873|+     -            145 84764at50557         -            287   6.4e-07   27.9   0.0   1   1   4.6e-08   7.3e-07   27.7   0.0   110   151    73   115    31   130 0.83 -
58206at50557_1218281_0:002a23|STRG.3036.4:11-873|+     -            145 84764at50557         -            287   6.4e-07   27.9   0.0   1   1   4.6e-08   7.3e-07   27.7   0.0   110   151    73   115    31   130 0.83 -
65033at50557_222816_0:000618|STRG.12977.1:414-1061|+   -            216 84764at50557         -            287   6.5e-07   27.9   0.0   1   1   5.3e-08   8.3e-07   27.5   0.0    55   197    23   167     7   173 0.84 -
8547at50557_74869_0:0028a5|STRG.12530.2:3605-4504|+    -            300 84764at50557         -            287   1.8e-06   26.4   0.0   1   1   1.9e-07     3e-06   25.7   0.0     8   192    30   228    24   237 0.72 -
8547at50557_74869_0:0028a5|STRG.12530.6:3807-4706|+    -            300 84764at50557         -            287   1.8e-06   26.4   0.0   1   1   1.9e-07     3e-06   25.7   0.0     8   192    30   228    24   237 0.72 -
8547at50557_74869_0:0028a5|STRG.12530.7:3956-4855|+    -            300 84764at50557         -            287   1.8e-06   26.4   0.0   1   1   1.9e-07     3e-06   25.7   0.0     8   192    30   228    24   237 0.72 -
8547at50557_74869_0:0028a5|STRG.12530.8:3892-4791|+    -            300 84764at50557         -            287   1.8e-06   26.4   0.0   1   1   1.9e-07     3e-06   25.7   0.0     8   192    30   228    24   237 0.72 -
8547at50557_74869_0:0028a5|STRG.12530.9:3298-4197|+    -            300 84764at50557         -            287   1.8e-06   26.4   0.0   1   1   1.9e-07     3e-06   25.7   0.0     8   192    30   228    24   237 0.72 -
58206at50557_1629725_0:0005e4|STRG.13728.1:656-1246|+  -            197 84764at50557         -            287   2.5e-06   25.9   0.0   1   1     2e-07   3.1e-06   25.6   0.0    48   169    35   175     3   196 0.76 -
17813at50557_378494_0:006207|STRG.10620.1:2009-2656|+  -            216 84764at50557         -            287   3.7e-06   25.4   0.0   1   1   3.1e-07   4.8e-06   25.0   0.0   109   187   111   185    71   199 0.81 -
17813at50557_378494_0:006207|STRG.10620.2:2501-3148|+  -            216 84764at50557         -            287   3.7e-06   25.4   0.0   1   1   3.1e-07   4.8e-06   25.0   0.0   109   187   111   185    71   199 0.81 -
17813at50557_378494_0:006207|STRG.10620.3:2236-2883|+  -            216 84764at50557         -            287   3.7e-06   25.4   0.0   1   1   3.1e-07   4.8e-06   25.0   0.0   109   187   111   185    71   199 0.81 -
17813at50557_378494_0:006207|STRG.10620.4:2236-2883|+  -            216 84764at50557         -            287   3.7e-06   25.4   0.0   1   1   3.1e-07   4.8e-06   25.0   0.0   109   187   111   185    71   199 0.81 -
17813at50557_378494_0:006207|STRG.10620.5:2280-2927|+  -            216 84764at50557         -            287   3.7e-06   25.4   0.0   1   1   3.1e-07   4.8e-06   25.0   0.0   109   187   111   185    71   199 0.81 -
17813at50557_378494_0:006207|STRG.10620.6:2081-2728|+  -            216 84764at50557         -            287   3.7e-06   25.4   0.0   1   1   3.1e-07   4.8e-06   25.0   0.0   109   187   111   185    71   199 0.81 -
8547at50557_43041_0:000727|STRG.12530.4:3057-4352|+    -            432 84764at50557         -            287   4.8e-06   25.0   0.0   1   1   5.3e-07   8.4e-06   24.2   0.0     8   192   162   360   156   368 0.71 -
57980at50557_54969_0:001077|STRG.15107.1:1452-2234|+   -            261 84764at50557         -            287   6.5e-06   24.6   2.1   1   1   5.9e-07   9.3e-06   24.1   2.1    48   160    60   177    42   220 0.70 -
65033at50557_7425_0:0008d6|STRG.6997.3:149-799|+       -            217 84764at50557         -            287   7.5e-06   24.4   0.1   1   1   7.4e-07   1.2e-05   23.8   0.1    62   176    43   158    13   163 0.70 -
57980at50557_113334_0:003726|STRG.4126.3:1034-1405|+   -            124 84764at50557         -            287     1e-05   23.9   0.0   1   1   7.8e-07   1.2e-05   23.7   0.0     9   125     6   124     4   124 0.85 -
63962at50557_680683_0:001e6e|STRG.6997.1:726-1571|+    -            282 84764at50557         -            287   1.1e-05   23.9   0.1   1   1   1.1e-06   1.7e-05   23.2   0.1    49   176    44   172     4   176 0.71 -
63962at50557_680683_0:001e6e|STRG.6997.2:726-1571|+    -            282 84764at50557         -            287   1.1e-05   23.9   0.1   1   1   1.1e-06   1.7e-05   23.2   0.1    49   176    44   172     4   176 0.71 -
63962at50557_319348_0:003e06|STRG.8503.1:2080-2691|+   -            204 84764at50557         -            287   1.3e-05   23.7   0.0   1   1   9.9e-07   1.6e-05   23.3   0.0   110   157   108   160    64   178 0.79 -
63962at50557_319348_0:003e06|STRG.8503.2:2080-2691|+   -            204 84764at50557         -            287   1.3e-05   23.7   0.0   1   1   9.9e-07   1.6e-05   23.3   0.0   110   157   108   160    64   178 0.79 -
63962at50557_319348_0:003e06|STRG.8503.3:2080-2691|+   -            204 84764at50557         -            287   1.3e-05   23.7   0.0   1   1   9.9e-07   1.6e-05   23.3   0.0   110   157   108   160    64   178 0.79 -
63962at50557_319348_0:003e06|STRG.8503.5:2080-2691|+   -            204 84764at50557         -            287   1.3e-05   23.7   0.0   1   1   9.9e-07   1.6e-05   23.3   0.0   110   157   108   160    64   178 0.79 -
97917at50557_45779_0:002a00|STRG.12206.1:167-1525|+    -            453 84764at50557         -            287   1.3e-05   23.6   0.0   1   1   1.4e-06   2.2e-05   22.8   0.0   109   202    46   151    20   160 0.78 -
63962at50557_568069_0:00441d|STRG.8503.7:180-1151|+    -            324 84764at50557         -            287   2.3e-05   22.8   0.1   1   1     2e-06   3.1e-05   22.4   0.1   110   157   114   166    46   185 0.78 -
84764at50557_77166_0:00070e|STRG.11106.3:274-786|+     -            171 84764at50557         -            287   3.7e-05   22.1   0.1   1   1   6.7e-06   0.00011   20.6   0.1     1   149     1   164     1   170 0.75 -
63962at50557_7159_0:002034|STRG.4190.1:896-1507|+      -            204 84764at50557         -            287   5.1e-05   21.7   0.1   1   1   4.6e-06   7.2e-05   21.2   0.1   111   176   105   169    94   174 0.77 -
63962at50557_7159_0:002034|STRG.4190.2:896-1507|+      -            204 84764at50557         -            287   5.1e-05   21.7   0.1   1   1   4.6e-06   7.2e-05   21.2   0.1   111   176   105   169    94   174 0.77 -
63962at50557_7159_0:002034|STRG.4190.3:896-1507|+      -            204 84764at50557         -            287   5.1e-05   21.7   0.1   1   1   4.6e-06   7.2e-05   21.2   0.1   111   176   105   169    94   174 0.77 -
8547at50557_74869_0:0028a5|STRG.13121.1:1126-1887|+    -            254 84764at50557         -            287   5.5e-05   21.5   0.0   1   2   2.8e-05   0.00043   18.6   0.0     8    91    51   138    43   147 0.76 -
8547at50557_74869_0:0028a5|STRG.13121.1:1126-1887|+    -            254 84764at50557         -            287   5.5e-05   21.5   0.0   2   2       8.2   1.3e+02    0.6   0.0   160   191   164   193   156   201 0.83 -
8547at50557_77166_0:002756|STRG.12016.1:2783-3793|+    -            337 84764at50557         -            287     6e-05   21.4   0.0   1   1   5.1e-06   8.1e-05   21.0   0.0    36   196   107   272    63   292 0.73 -
57980at50557_7176_0:003728|STRG.3347.1:1731-2147|+     -            139 84764at50557         -            287   6.5e-05   21.3   0.0   1   1     5e-06   7.8e-05   21.0   0.0   109   198     4    89     2   120 0.81 -
57980at50557_7176_0:003728|STRG.3347.2:2593-3009|+     -            139 84764at50557         -            287   6.5e-05   21.3   0.0   1   1     5e-06   7.8e-05   21.0   0.0   109   198     4    89     2   120 0.81 -
65033at50557_7004_0:001347|STRG.5793.1:1509-2309|+     -            267 84764at50557         -            287   0.00014   20.2   0.2   1   1   1.2e-05   0.00019   19.8   0.2     8   145     2   145     1   165 0.80 -
65033at50557_7004_0:001347|STRG.5793.2:859-1659|+      -            267 84764at50557         -            287   0.00014   20.2   0.2   1   1   1.2e-05   0.00019   19.8   0.2     8   145     2   145     1   165 0.80 -
84764at50557_315563_0:000652|STRG.8503.4:2101-2550|+   -            150 84764at50557         -            287   0.00015   20.1   0.0   1   1   9.5e-06   0.00015   20.1   0.0   104   148   103   150    30   150 0.76 -
84764at50557_315563_0:000652|STRG.8503.6:2101-2550|+   -            150 84764at50557         -            287   0.00015   20.1   0.0   1   1   9.5e-06   0.00015   20.1   0.0   104   148   103   150    30   150 0.76 -
51049at50557_7394_0:00085f|STRG.13904.1:487-3030|+     -            848 84764at50557         -            287   0.00017   20.0   0.0   1   1   2.1e-05   0.00033   19.0   0.0   118   208   286   395   258   415 0.70 -
51049at50557_7394_0:00085f|STRG.13904.2:490-3033|+     -            848 84764at50557         -            287   0.00017   20.0   0.0   1   1   2.1e-05   0.00033   19.0   0.0   118   208   286   395   258   415 0.70 -
84269at50557_113334_0:0036d3|STRG.144.1:51-365|+       -            105 84764at50557         -            287   0.00022   19.6   0.0   1   1   1.9e-05    0.0003   19.1   0.0   162   199    11    49     4    58 0.88 -
84764at50557_168631_0:00229c|STRG.11106.5:274-747|+    -            158 84764at50557         -            287   0.00036   18.8   0.1   1   1   5.9e-05   0.00093   17.5   0.1     1   142     1   157     1   158 0.72 -
84764at50557_286306_0:001d5c|STRG.11106.2:256-765|+    -            170 84764at50557         -            287   0.00039   18.8   0.1   1   1     7e-05    0.0011   17.3   0.1     1   142     7   163     7   168 0.72 -
8547at50557_74869_0:0028a5|STRG.3763.3:2180-2995|+     -            272 84764at50557         -            287   0.00052   18.3   0.0   1   1   6.2e-05   0.00098   17.4   0.0    15   192    22   208    16   216 0.68 -
8547at50557_74869_0:0028a5|STRG.3763.4:2180-2995|+     -            272 84764at50557         -            287   0.00052   18.3   0.0   1   1   6.2e-05   0.00098   17.4   0.0    15   192    22   208    16   216 0.68 -
84269at50557_74869_0:0034df|STRG.11537.2:148-489|+     -            114 84764at50557         -            287   0.00063   18.1   0.0   1   1     4e-05   0.00063   18.1   0.0   141   193     1    52     1    92 0.84 -
84269at50557_7227_0:002e81|STRG.11316.1:433-1053|+     -            207 84764at50557         -            287    0.0013   17.1   0.0   1   1   0.00017    0.0027   16.0   0.0   109   157   111   161     4   200 0.68 -
57980at50557_224129_0:002c37|STRG.3169.2:3808-4425|+   -            206 84764at50557         -            287    0.0018   16.6   0.2   1   1   0.00023    0.0036   15.6   0.2     7   133     6   137     1   196 0.65 -
57980at50557_13249_0:00295e|STRG.3135.4:887-1549|+     -            221 84764at50557         -            287     0.002   16.4   0.0   1   1   0.00017    0.0027   16.0   0.0   119   192   102   182    74   187 0.74 -
57980at50557_28588_0:000968|STRG.3135.3:1052-1729|+    -            226 84764at50557         -            287     0.002   16.4   0.0   1   1   0.00018    0.0029   15.9   0.0   119   192   107   187    79   192 0.74 -
57980at50557_28588_0:000968|STRG.3135.5:569-1246|+     -            226 84764at50557         -            287     0.002   16.4   0.0   1   1   0.00018    0.0029   15.9   0.0   119   192   107   187    79   192 0.74 -
