#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
68325at50557_34720_0:0013d3|STRG.8229.1:2-1162|+       -            387 68325at50557         -            295  2.1e-154  512.0   0.2   1   1    4e-152  1.8e-150  499.1   0.2     2   295    35   386    34   386 0.89 -
13625at50557_34720_0:001854|STRG.9689.1:116-2605|+     -            830 68325at50557         -            295     0.016   13.5   1.8   1   3       4.4     2e+02    0.0   0.1    43    66   206   229   173   260 0.46 -
13625at50557_34720_0:001854|STRG.9689.1:116-2605|+     -            830 68325at50557         -            295     0.016   13.5   1.8   2   3      0.15       6.8    4.8   0.1    99   116   447   464   414   515 0.69 -
13625at50557_34720_0:001854|STRG.9689.1:116-2605|+     -            830 68325at50557         -            295     0.016   13.5   1.8   3   3         1        46    2.1   0.0    87   133   565   614   521   641 0.68 -
767at50557_520822_0:000947|STRG.9653.4:388-10491|+     -           3368 68325at50557         -            295     0.016   13.5   0.0   1   2       2.5   1.1e+02    0.8   0.0   101   118  3112  3129  3094  3139 0.78 -
767at50557_520822_0:000947|STRG.9653.4:388-10491|+     -           3368 68325at50557         -            295     0.016   13.5   0.0   2   2     0.023         1    7.5   0.0   192   250  3254  3306  3244  3321 0.63 -
767at50557_520822_0:000947|STRG.9653.6:388-10467|+     -           3360 68325at50557         -            295     0.016   13.4   0.0   1   2       2.5   1.1e+02    0.8   0.0   101   118  3104  3121  3086  3131 0.78 -
767at50557_520822_0:000947|STRG.9653.6:388-10467|+     -           3360 68325at50557         -            295     0.016   13.4   0.0   2   2     0.023         1    7.5   0.0   192   250  3246  3298  3236  3313 0.63 -
767at50557_520822_0:000947|STRG.9653.3:388-10470|+     -           3361 68325at50557         -            295     0.016   13.4   0.0   1   2       2.5   1.1e+02    0.8   0.0   101   118  3105  3122  3087  3132 0.78 -
767at50557_520822_0:000947|STRG.9653.3:388-10470|+     -           3361 68325at50557         -            295     0.016   13.4   0.0   2   2     0.023         1    7.5   0.0   192   250  3247  3299  3237  3314 0.63 -
767at50557_520822_0:000947|STRG.9653.5:388-10575|+     -           3396 68325at50557         -            295     0.016   13.4   0.0   1   2       2.5   1.1e+02    0.8   0.0   101   118  3140  3157  3122  3167 0.78 -
767at50557_520822_0:000947|STRG.9653.5:388-10575|+     -           3396 68325at50557         -            295     0.016   13.4   0.0   2   2     0.023         1    7.5   0.0   192   250  3282  3334  3272  3349 0.63 -
767at50557_520822_0:000947|STRG.9653.7:0-10190|+       -           3397 68325at50557         -            295     0.016   13.4   0.0   1   2       2.5   1.1e+02    0.8   0.0   101   118  3141  3158  3123  3168 0.78 -
767at50557_520822_0:000947|STRG.9653.7:0-10190|+       -           3397 68325at50557         -            295     0.016   13.4   0.0   2   2     0.023         1    7.5   0.0   192   250  3283  3335  3273  3350 0.63 -
74508at50557_103372_0:0002dc|STRG.16982.1:212-1174|+   -            321 68325at50557         -            295     0.017   13.3   0.6   1   3     0.013      0.58    8.3   0.1   102   259    34   189    29   202 0.67 -
74508at50557_103372_0:0002dc|STRG.16982.1:212-1174|+   -            321 68325at50557         -            295     0.017   13.3   0.6   2   3     0.052       2.3    6.4   0.0   133   207   157   228   150   279 0.65 -
74508at50557_103372_0:0002dc|STRG.16982.1:212-1174|+   -            321 68325at50557         -            295     0.017   13.3   0.6   3   3       8.5   3.8e+02   -0.9   0.0   102   115   305   318   277   321 0.76 -
42371at50557_34720_0:000328|STRG.1318.4:313-1506|+     -            398 68325at50557         -            295     0.018   13.3   0.9   1   2      0.14       6.3    4.9   0.1   101   124    94   117    88   202 0.71 -
42371at50557_34720_0:000328|STRG.1318.4:313-1506|+     -            398 68325at50557         -            295     0.018   13.3   0.9   2   2      0.09         4    5.6   0.1    92   125   303   335   255   373 0.81 -
25500at50557_13686_0:0020f5|STRG.10457.1:163-1968|+    -            602 68325at50557         -            295     0.022   13.0   0.7   1   5     0.077       3.4    5.8   0.0    54    87    61    94    37   108 0.75 -
25500at50557_13686_0:0020f5|STRG.10457.1:163-1968|+    -            602 68325at50557         -            295     0.022   13.0   0.7   2   5       4.2   1.9e+02    0.1   0.0   219   250   232   262   181   270 0.63 -
25500at50557_13686_0:0020f5|STRG.10457.1:163-1968|+    -            602 68325at50557         -            295     0.022   13.0   0.7   3   5         3   1.3e+02    0.6   0.0   217   251   230   263   200   302 0.65 -
25500at50557_13686_0:0020f5|STRG.10457.1:163-1968|+    -            602 68325at50557         -            295     0.022   13.0   0.7   4   5       7.9   3.6e+02   -0.8   0.0   100   116   333   349   287   356 0.77 -
25500at50557_13686_0:0020f5|STRG.10457.1:163-1968|+    -            602 68325at50557         -            295     0.022   13.0   0.7   5   5       3.2   1.4e+02    0.5   0.0   232   256   538   562   446   594 0.60 -
80377at50557_7493_0:001a21|STRG.3076.1:717-1244|+      -            176 68325at50557         -            295     0.026   12.8   0.2   1   2      0.01      0.46    8.7   0.0    95   119    43    67    20    78 0.86 -
80377at50557_7493_0:001a21|STRG.3076.1:717-1244|+      -            176 68325at50557         -            295     0.026   12.8   0.2   2   2      0.84        38    2.4   0.1   100   177    90   171    72   173 0.71 -
80377at50557_7493_0:001a21|STRG.3076.3:655-1182|+      -            176 68325at50557         -            295     0.026   12.8   0.2   1   2      0.01      0.46    8.7   0.0    95   119    43    67    20    78 0.86 -
80377at50557_7493_0:001a21|STRG.3076.3:655-1182|+      -            176 68325at50557         -            295     0.026   12.8   0.2   2   2      0.84        38    2.4   0.1   100   177    90   171    72   173 0.71 -
104016at50557_7176_0:000357|STRG.5623.1:734-1390|+     -            219 68325at50557         -            295     0.026   12.8   1.6   1   2    0.0013     0.057   11.6   0.1   135   182    39    83     1    89 0.76 -
104016at50557_7176_0:000357|STRG.5623.1:734-1390|+     -            219 68325at50557         -            295     0.026   12.8   1.6   2   2       3.2   1.5e+02    0.5   0.1   101   134   160   193   125   218 0.75 -
81462at50557_34720_0:0011b4|STRG.7350.1:475-1584|+     -            370 68325at50557         -            295     0.026   12.7   0.1   1   2       5.5   2.5e+02   -0.3   0.0    62    88    94   120    71   136 0.69 -
81462at50557_34720_0:0011b4|STRG.7350.1:475-1584|+     -            370 68325at50557         -            295     0.026   12.7   0.1   2   2    0.0033      0.15   10.3   0.0   101   125   243   267   204   285 0.88 -
57752at50557_219809_0:0011a2|STRG.3129.3:4027-4770|+   -            248 68325at50557         -            295      0.04   12.1   0.5   1   4      0.56        25    2.9   0.1   104   115     2    13     1    21 0.88 -
57752at50557_219809_0:0011a2|STRG.3129.3:4027-4770|+   -            248 68325at50557         -            295      0.04   12.1   0.5   2   4       1.9        85    1.2   0.0   107   123    46    62    27    83 0.79 -
57752at50557_219809_0:0011a2|STRG.3129.3:4027-4770|+   -            248 68325at50557         -            295      0.04   12.1   0.5   3   4       3.9   1.7e+02    0.2   0.0   100   118   104   121    92   151 0.80 -
57752at50557_219809_0:0011a2|STRG.3129.3:4027-4770|+   -            248 68325at50557         -            295      0.04   12.1   0.5   4   4      0.78        35    2.5   0.0   100   122   186   207   167   245 0.65 -
74508at50557_139723_0:002423|STRG.9765.1:843-1472|+    -            210 68325at50557         -            295     0.044   12.0   0.1   1   2      0.26        12    4.0   0.0    59   123     4    74     1   129 0.63 -
74508at50557_139723_0:002423|STRG.9765.1:843-1472|+    -            210 68325at50557         -            295     0.044   12.0   0.1   2   2      0.12       5.3    5.2   0.0   145   178   151   184   137   193 0.86 -
74508at50557_139723_0:002423|STRG.9765.3:843-1472|+    -            210 68325at50557         -            295     0.044   12.0   0.1   1   2      0.26        12    4.0   0.0    59   123     4    74     1   129 0.63 -
74508at50557_139723_0:002423|STRG.9765.3:843-1472|+    -            210 68325at50557         -            295     0.044   12.0   0.1   2   2      0.12       5.3    5.2   0.0   145   178   151   184   137   193 0.86 -
74508at50557_139723_0:002423|STRG.9765.6:776-1405|+    -            210 68325at50557         -            295     0.044   12.0   0.1   1   2      0.26        12    4.0   0.0    59   123     4    74     1   129 0.63 -
74508at50557_139723_0:002423|STRG.9765.6:776-1405|+    -            210 68325at50557         -            295     0.044   12.0   0.1   2   2      0.12       5.3    5.2   0.0   145   178   151   184   137   193 0.86 -
74508at50557_139723_0:002423|STRG.9765.7:776-1405|+    -            210 68325at50557         -            295     0.044   12.0   0.1   1   2      0.26        12    4.0   0.0    59   123     4    74     1   129 0.63 -
74508at50557_139723_0:002423|STRG.9765.7:776-1405|+    -            210 68325at50557         -            295     0.044   12.0   0.1   2   2      0.12       5.3    5.2   0.0   145   178   151   184   137   193 0.86 -
74508at50557_139723_0:002423|STRG.9765.8:776-1405|+    -            210 68325at50557         -            295     0.044   12.0   0.1   1   2      0.26        12    4.0   0.0    59   123     4    74     1   129 0.63 -
74508at50557_139723_0:002423|STRG.9765.8:776-1405|+    -            210 68325at50557         -            295     0.044   12.0   0.1   2   2      0.12       5.3    5.2   0.0   145   178   151   184   137   193 0.86 -
74508at50557_139723_0:002423|STRG.9765.9:843-1472|+    -            210 68325at50557         -            295     0.044   12.0   0.1   1   2      0.26        12    4.0   0.0    59   123     4    74     1   129 0.63 -
74508at50557_139723_0:002423|STRG.9765.9:843-1472|+    -            210 68325at50557         -            295     0.044   12.0   0.1   2   2      0.12       5.3    5.2   0.0   145   178   151   184   137   193 0.86 -
40115at50557_123851_0:00295a|STRG.10321.10:1035-2003|+ -            323 68325at50557         -            295     0.044   12.0   0.2   1   2       3.1   1.4e+02    0.5   0.0   200   251    44    96    25   119 0.72 -
40115at50557_123851_0:00295a|STRG.10321.10:1035-2003|+ -            323 68325at50557         -            295     0.044   12.0   0.2   2   2     0.011      0.48    8.6   0.1    96   119   169   192   133   286 0.70 -
40115at50557_123851_0:00295a|STRG.10321.2:3422-4390|+  -            323 68325at50557         -            295     0.044   12.0   0.2   1   2       3.1   1.4e+02    0.5   0.0   200   251    44    96    25   119 0.72 -
40115at50557_123851_0:00295a|STRG.10321.2:3422-4390|+  -            323 68325at50557         -            295     0.044   12.0   0.2   2   2     0.011      0.48    8.6   0.1    96   119   169   192   133   286 0.70 -
40115at50557_123851_0:00295a|STRG.10321.4:1961-2929|+  -            323 68325at50557         -            295     0.044   12.0   0.2   1   2       3.1   1.4e+02    0.5   0.0   200   251    44    96    25   119 0.72 -
40115at50557_123851_0:00295a|STRG.10321.4:1961-2929|+  -            323 68325at50557         -            295     0.044   12.0   0.2   2   2     0.011      0.48    8.6   0.1    96   119   169   192   133   286 0.70 -
40115at50557_123851_0:00295a|STRG.10321.5:1999-2967|+  -            323 68325at50557         -            295     0.044   12.0   0.2   1   2       3.1   1.4e+02    0.5   0.0   200   251    44    96    25   119 0.72 -
40115at50557_123851_0:00295a|STRG.10321.5:1999-2967|+  -            323 68325at50557         -            295     0.044   12.0   0.2   2   2     0.011      0.48    8.6   0.1    96   119   169   192   133   286 0.70 -
40115at50557_123851_0:00295a|STRG.10321.6:864-1832|+   -            323 68325at50557         -            295     0.044   12.0   0.2   1   2       3.1   1.4e+02    0.5   0.0   200   251    44    96    25   119 0.72 -
40115at50557_123851_0:00295a|STRG.10321.6:864-1832|+   -            323 68325at50557         -            295     0.044   12.0   0.2   2   2     0.011      0.48    8.6   0.1    96   119   169   192   133   286 0.70 -
40115at50557_123851_0:00295a|STRG.10321.7:1482-2450|+  -            323 68325at50557         -            295     0.044   12.0   0.2   1   2       3.1   1.4e+02    0.5   0.0   200   251    44    96    25   119 0.72 -
40115at50557_123851_0:00295a|STRG.10321.7:1482-2450|+  -            323 68325at50557         -            295     0.044   12.0   0.2   2   2     0.011      0.48    8.6   0.1    96   119   169   192   133   286 0.70 -
40115at50557_123851_0:00295a|STRG.10321.8:102-1070|+   -            323 68325at50557         -            295     0.044   12.0   0.2   1   2       3.1   1.4e+02    0.5   0.0   200   251    44    96    25   119 0.72 -
40115at50557_123851_0:00295a|STRG.10321.8:102-1070|+   -            323 68325at50557         -            295     0.044   12.0   0.2   2   2     0.011      0.48    8.6   0.1    96   119   169   192   133   286 0.70 -
40115at50557_123851_0:00295a|STRG.10321.9:1042-2010|+  -            323 68325at50557         -            295     0.044   12.0   0.2   1   2       3.1   1.4e+02    0.5   0.0   200   251    44    96    25   119 0.72 -
40115at50557_123851_0:00295a|STRG.10321.9:1042-2010|+  -            323 68325at50557         -            295     0.044   12.0   0.2   2   2     0.011      0.48    8.6   0.1    96   119   169   192   133   286 0.70 -
81462at50557_34720_0:0011b4|STRG.7350.3:621-1463|+     -            281 68325at50557         -            295     0.046   11.9   0.0   1   1     0.002     0.091   11.0   0.0   101   125   154   178   114   207 0.89 -
42371at50557_34720_0:000328|STRG.1318.1:528-2345|+     -            606 68325at50557         -            295     0.052   11.8   0.4   1   2      0.24        11    4.2   0.1   101   124   302   325   296   412 0.70 -
42371at50557_34720_0:000328|STRG.1318.1:528-2345|+     -            606 68325at50557         -            295     0.052   11.8   0.4   2   2      0.17       7.4    4.7   0.0    92   125   511   543   464   580 0.82 -
42371at50557_34720_0:000328|STRG.1318.2:528-2348|+     -            607 68325at50557         -            295     0.053   11.7   0.4   1   2      0.24        11    4.2   0.1   101   124   303   326   297   413 0.70 -
42371at50557_34720_0:000328|STRG.1318.2:528-2348|+     -            607 68325at50557         -            295     0.053   11.7   0.4   2   2      0.17       7.4    4.7   0.0    92   125   512   544   465   581 0.82 -
42371at50557_34720_0:000328|STRG.1318.3:528-2489|+     -            654 68325at50557         -            295     0.068   11.4   0.4   1   2      0.27        12    4.0   0.1   101   124   350   373   344   460 0.70 -
42371at50557_34720_0:000328|STRG.1318.3:528-2489|+     -            654 68325at50557         -            295     0.068   11.4   0.4   2   2      0.19       8.3    4.5   0.0    92   125   559   591   512   627 0.83 -
80377at50557_454923_0:001015|STRG.2792.1:139-918|+     -            260 68325at50557         -            295      0.09   11.0   3.7   1   3       5.7   2.5e+02   -0.4   0.0   229   286    14    78     2    84 0.49 -
80377at50557_454923_0:001015|STRG.2792.1:139-918|+     -            260 68325at50557         -            295      0.09   11.0   3.7   2   3    0.0057      0.26    9.5   1.1    97   167   106   178    69   189 0.72 -
80377at50557_454923_0:001015|STRG.2792.1:139-918|+     -            260 68325at50557         -            295      0.09   11.0   3.7   3   3       5.7   2.5e+02   -0.3   0.0   103   117   199   213   171   258 0.62 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/68325at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/68325at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/68325at50557.hmm annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 10:11:47 2024
# [ok]
