#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
34006at50557_34720_0:00248d|STRG.14891.1:159-2135|+    -            659 34006at50557         -            414  6.1e-229  758.9   4.6   1   1  6.7e-230  2.6e-228  756.8   4.6     1   414   178   643   178   643 0.93 -
90358at50557_224129_0:001fd0|STRG.15462.9:1041-2036|+  -            332 34006at50557         -            414     0.027   12.4   0.1   1   2     0.027       1.1    7.1   0.0    26    42   201   217   183   227 0.87 -
90358at50557_224129_0:001fd0|STRG.15462.9:1041-2036|+  -            332 34006at50557         -            414     0.027   12.4   0.1   2   2      0.78        31    2.3   0.0   267   292   281   306   244   320 0.68 -
37700at50557_1629725_0:002171|STRG.6259.1:525-1181|+   -            219 34006at50557         -            414     0.033   12.1   0.0   1   1    0.0011     0.042   11.7   0.0   111   188    28   108    13   146 0.79 -
76755at50557_30019_0:002e99|STRG.15753.1:745-1443|+    -            233 34006at50557         -            414     0.038   11.9   1.5   1   3      0.28        11    3.8   0.0     9    78    13    82     7    94 0.76 -
76755at50557_30019_0:002e99|STRG.15753.1:745-1443|+    -            233 34006at50557         -            414     0.038   11.9   1.5   2   3     0.036       1.4    6.7   0.3   211   295    43   137    37   147 0.65 -
76755at50557_30019_0:002e99|STRG.15753.1:745-1443|+    -            233 34006at50557         -            414     0.038   11.9   1.5   3   3      0.53        21    2.9   0.0   278   291   216   229   209   233 0.89 -
76755at50557_30019_0:002e99|STRG.15753.2:433-1131|+    -            233 34006at50557         -            414     0.038   11.9   1.5   1   3      0.28        11    3.8   0.0     9    78    13    82     7    94 0.76 -
76755at50557_30019_0:002e99|STRG.15753.2:433-1131|+    -            233 34006at50557         -            414     0.038   11.9   1.5   2   3     0.036       1.4    6.7   0.3   211   295    43   137    37   147 0.65 -
76755at50557_30019_0:002e99|STRG.15753.2:433-1131|+    -            233 34006at50557         -            414     0.038   11.9   1.5   3   3      0.53        21    2.9   0.0   278   291   216   229   209   233 0.89 -
76755at50557_30019_0:002e99|STRG.15753.3:433-1131|+    -            233 34006at50557         -            414     0.038   11.9   1.5   1   3      0.28        11    3.8   0.0     9    78    13    82     7    94 0.76 -
76755at50557_30019_0:002e99|STRG.15753.3:433-1131|+    -            233 34006at50557         -            414     0.038   11.9   1.5   2   3     0.036       1.4    6.7   0.3   211   295    43   137    37   147 0.65 -
76755at50557_30019_0:002e99|STRG.15753.3:433-1131|+    -            233 34006at50557         -            414     0.038   11.9   1.5   3   3      0.53        21    2.9   0.0   278   291   216   229   209   233 0.89 -
76755at50557_30019_0:002e99|STRG.15753.4:433-1131|+    -            233 34006at50557         -            414     0.038   11.9   1.5   1   3      0.28        11    3.8   0.0     9    78    13    82     7    94 0.76 -
76755at50557_30019_0:002e99|STRG.15753.4:433-1131|+    -            233 34006at50557         -            414     0.038   11.9   1.5   2   3     0.036       1.4    6.7   0.3   211   295    43   137    37   147 0.65 -
76755at50557_30019_0:002e99|STRG.15753.4:433-1131|+    -            233 34006at50557         -            414     0.038   11.9   1.5   3   3      0.53        21    2.9   0.0   278   291   216   229   209   233 0.89 -
76755at50557_30019_0:002e99|STRG.15753.5:203-901|+     -            233 34006at50557         -            414     0.038   11.9   1.5   1   3      0.28        11    3.8   0.0     9    78    13    82     7    94 0.76 -
76755at50557_30019_0:002e99|STRG.15753.5:203-901|+     -            233 34006at50557         -            414     0.038   11.9   1.5   2   3     0.036       1.4    6.7   0.3   211   295    43   137    37   147 0.65 -
76755at50557_30019_0:002e99|STRG.15753.5:203-901|+     -            233 34006at50557         -            414     0.038   11.9   1.5   3   3      0.53        21    2.9   0.0   278   291   216   229   209   233 0.89 -
76755at50557_30019_0:002e99|STRG.15753.6:153-869|+     -            239 34006at50557         -            414     0.039   11.9   1.5   1   3      0.49        19    3.0   0.0     9    75    19    85    12    92 0.76 -
76755at50557_30019_0:002e99|STRG.15753.6:153-869|+     -            239 34006at50557         -            414     0.039   11.9   1.5   2   3     0.042       1.7    6.5   0.2   212   295    50   143    46   153 0.64 -
76755at50557_30019_0:002e99|STRG.15753.6:153-869|+     -            239 34006at50557         -            414     0.039   11.9   1.5   3   3      0.54        21    2.9   0.0   278   291   222   235   215   239 0.89 -
81462at50557_34720_0:0011b4|STRG.7350.3:621-1463|+     -            281 34006at50557         -            414     0.041   11.8   0.0   1   1    0.0016     0.065   11.1   0.0   184   223   136   175   111   181 0.78 -
767at50557_520822_0:000947|STRG.9653.8:0-9992|+        -           3331 34006at50557         -            414     0.042   11.8   0.1   1   2       2.8   1.1e+02    0.5   0.0   111   146  1120  1156  1111  1163 0.69 -
767at50557_520822_0:000947|STRG.9653.8:0-9992|+        -           3331 34006at50557         -            414     0.042   11.8   0.1   2   2     0.077         3    5.6   0.0   127   182  3075  3133  3069  3267 0.85 -
767at50557_520822_0:000947|STRG.9653.1:511-10506|+     -           3332 34006at50557         -            414     0.042   11.8   0.1   1   2       2.8   1.1e+02    0.5   0.0   111   146  1121  1157  1112  1164 0.69 -
767at50557_520822_0:000947|STRG.9653.1:511-10506|+     -           3332 34006at50557         -            414     0.042   11.8   0.1   2   2     0.077         3    5.6   0.0   127   182  3076  3134  3070  3268 0.85 -
767at50557_520822_0:000947|STRG.9653.2:511-10577|+     -           3332 34006at50557         -            414     0.042   11.8   0.1   1   2       2.8   1.1e+02    0.5   0.0   111   146  1121  1157  1112  1164 0.69 -
767at50557_520822_0:000947|STRG.9653.2:511-10577|+     -           3332 34006at50557         -            414     0.042   11.8   0.1   2   2     0.077         3    5.6   0.0   127   182  3076  3134  3070  3268 0.85 -
40115at50557_535359_0:001fba|STRG.12172.2:114-1148|+   -            345 34006at50557         -            414     0.042   11.8   0.7   1   3      0.17       6.7    4.5   0.1   117   183    31    97    18   105 0.78 -
40115at50557_535359_0:001fba|STRG.12172.2:114-1148|+   -            345 34006at50557         -            414     0.042   11.8   0.7   2   3     0.017      0.68    7.8   0.1   130   185    85   141    79   177 0.80 -
40115at50557_535359_0:001fba|STRG.12172.2:114-1148|+   -            345 34006at50557         -            414     0.042   11.8   0.7   3   3       9.3   3.6e+02   -1.2   0.0   180   211   181   213   149   224 0.71 -
40115at50557_535359_0:001fba|STRG.12172.3:114-1148|+   -            345 34006at50557         -            414     0.042   11.8   0.7   1   3      0.17       6.7    4.5   0.1   117   183    31    97    18   105 0.78 -
40115at50557_535359_0:001fba|STRG.12172.3:114-1148|+   -            345 34006at50557         -            414     0.042   11.8   0.7   2   3     0.017      0.68    7.8   0.1   130   185    85   141    79   177 0.80 -
40115at50557_535359_0:001fba|STRG.12172.3:114-1148|+   -            345 34006at50557         -            414     0.042   11.8   0.7   3   3       9.3   3.6e+02   -1.2   0.0   180   211   181   213   149   224 0.71 -
767at50557_520822_0:000947|STRG.9653.6:388-10467|+     -           3360 34006at50557         -            414     0.043   11.7   0.1   1   2       2.8   1.1e+02    0.5   0.0   111   146  1120  1156  1111  1163 0.69 -
767at50557_520822_0:000947|STRG.9653.6:388-10467|+     -           3360 34006at50557         -            414     0.043   11.7   0.1   2   2     0.078       3.1    5.6   0.0   127   182  3104  3162  3098  3296 0.85 -
767at50557_520822_0:000947|STRG.9653.3:388-10470|+     -           3361 34006at50557         -            414     0.043   11.7   0.1   1   2       2.8   1.1e+02    0.5   0.0   111   146  1121  1157  1112  1164 0.69 -
767at50557_520822_0:000947|STRG.9653.3:388-10470|+     -           3361 34006at50557         -            414     0.043   11.7   0.1   2   2     0.078       3.1    5.6   0.0   127   182  3105  3163  3099  3297 0.85 -
767at50557_520822_0:000947|STRG.9653.4:388-10491|+     -           3368 34006at50557         -            414     0.043   11.7   0.1   1   2       2.8   1.1e+02    0.5   0.0   111   146  1157  1193  1148  1200 0.69 -
767at50557_520822_0:000947|STRG.9653.4:388-10491|+     -           3368 34006at50557         -            414     0.043   11.7   0.1   2   2     0.078       3.1    5.6   0.0   127   182  3112  3170  3106  3304 0.85 -
767at50557_520822_0:000947|STRG.9653.5:388-10575|+     -           3396 34006at50557         -            414     0.045   11.7   0.1   1   2       2.8   1.1e+02    0.5   0.0   111   146  1156  1192  1147  1199 0.69 -
767at50557_520822_0:000947|STRG.9653.5:388-10575|+     -           3396 34006at50557         -            414     0.045   11.7   0.1   2   2     0.079       3.1    5.6   0.0   127   182  3140  3198  3134  3332 0.85 -
767at50557_520822_0:000947|STRG.9653.7:0-10190|+       -           3397 34006at50557         -            414     0.045   11.7   0.1   1   2       2.8   1.1e+02    0.5   0.0   111   146  1157  1193  1148  1200 0.69 -
767at50557_520822_0:000947|STRG.9653.7:0-10190|+       -           3397 34006at50557         -            414     0.045   11.7   0.1   2   2     0.079       3.1    5.6   0.0   127   182  3141  3199  3135  3333 0.85 -
81462at50557_34720_0:0011b4|STRG.7350.1:475-1584|+     -            370 34006at50557         -            414     0.063   11.2   0.0   1   1    0.0026       0.1   10.5   0.0   185   223   226   264   201   270 0.78 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/34006at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/34006at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/34006at50557.hmm annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 10:08:58 2024
# [ok]
