#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
31374at50557_103372_0:0017b9|STRG.8335.1:0-1955|+       -            652 31374at50557         -            569  1.9e-291  966.2  18.7   1   1  5.7e-291  1.7e-289  959.7  18.7     1   569     4   646     4   646 0.94 -
25500at50557_7237_0:0037c1|STRG.9103.1:360-1715|+       -            452 31374at50557         -            569   3.4e-05   21.1   0.8   1   2   3.1e-05   0.00093   16.4   0.4   424   528    17   136     9   145 0.78 -
25500at50557_7237_0:0037c1|STRG.9103.1:360-1715|+       -            452 31374at50557         -            569   3.4e-05   21.1   0.8   2   2      0.41        12    2.8   0.0   392   458   308   382   257   397 0.74 -
90358at50557_64459_0:00271f|STRG.9618.2:11785-12576|+   -            264 31374at50557         -            569   3.4e-05   21.1   0.0   1   2   0.00031    0.0094   13.0   0.0   403   466    37   106    16   116 0.78 -
90358at50557_64459_0:00271f|STRG.9618.2:11785-12576|+   -            264 31374at50557         -            569   3.4e-05   21.1   0.0   2   2     0.062       1.9    5.5   0.0   449   532   174   264   167   264 0.70 -
90358at50557_1049336_0:001923|STRG.9618.1:8472-9167|+   -            232 31374at50557         -            569   4.8e-05   20.6   0.0   1   2     0.002      0.06   10.4   0.0   407   466     3    68     1    84 0.81 -
90358at50557_1049336_0:001923|STRG.9618.1:8472-9167|+   -            232 31374at50557         -            569   4.8e-05   20.6   0.0   2   2    0.0078      0.23    8.4   0.0   449   536   136   230   129   232 0.78 -
90358at50557_1049336_0:001923|STRG.9618.3:11641-12336|+ -            232 31374at50557         -            569   4.8e-05   20.6   0.0   1   2     0.002      0.06   10.4   0.0   407   466     3    68     1    84 0.81 -
90358at50557_1049336_0:001923|STRG.9618.3:11641-12336|+ -            232 31374at50557         -            569   4.8e-05   20.6   0.0   2   2    0.0078      0.23    8.4   0.0   449   536   136   230   129   232 0.78 -
90358at50557_1049336_0:001923|STRG.9618.4:11809-12504|+ -            232 31374at50557         -            569   4.8e-05   20.6   0.0   1   2     0.002      0.06   10.4   0.0   407   466     3    68     1    84 0.81 -
90358at50557_1049336_0:001923|STRG.9618.4:11809-12504|+ -            232 31374at50557         -            569   4.8e-05   20.6   0.0   2   2    0.0078      0.23    8.4   0.0   449   536   136   230   129   232 0.78 -
90358at50557_1049336_0:001923|STRG.9618.5:11899-12594|+ -            232 31374at50557         -            569   4.8e-05   20.6   0.0   1   2     0.002      0.06   10.4   0.0   407   466     3    68     1    84 0.81 -
90358at50557_1049336_0:001923|STRG.9618.5:11899-12594|+ -            232 31374at50557         -            569   4.8e-05   20.6   0.0   2   2    0.0078      0.23    8.4   0.0   449   536   136   230   129   232 0.78 -
90358at50557_1049336_0:001923|STRG.9618.6:11063-11758|+ -            232 31374at50557         -            569   4.8e-05   20.6   0.0   1   2     0.002      0.06   10.4   0.0   407   466     3    68     1    84 0.81 -
90358at50557_1049336_0:001923|STRG.9618.6:11063-11758|+ -            232 31374at50557         -            569   4.8e-05   20.6   0.0   2   2    0.0078      0.23    8.4   0.0   449   536   136   230   129   232 0.78 -
78072at50557_39758_0:003b38|STRG.4389.1:322-1152|+      -            277 31374at50557         -            569   5.2e-05   20.5   0.0   1   2     0.029      0.87    6.5   0.0   502   537    44    81    23   104 0.62 -
78072at50557_39758_0:003b38|STRG.4389.1:322-1152|+      -            277 31374at50557         -            569   5.2e-05   20.5   0.0   2   2    0.0009     0.027   11.5   0.0   342   374   179   212   167   217 0.89 -
78072at50557_39758_0:003b38|STRG.4389.3:216-1046|+      -            277 31374at50557         -            569   5.2e-05   20.5   0.0   1   2     0.029      0.87    6.5   0.0   502   537    44    81    23   104 0.62 -
78072at50557_39758_0:003b38|STRG.4389.3:216-1046|+      -            277 31374at50557         -            569   5.2e-05   20.5   0.0   2   2    0.0009     0.027   11.5   0.0   342   374   179   212   167   217 0.89 -
86043at50557_520822_0:0026e8|STRG.18773.1:2-1207|+      -            402 31374at50557         -            569   6.5e-05   20.2   0.0   1   2   2.6e-05   0.00077   16.6   0.0   395   465   152   222   143   229 0.75 -
86043at50557_520822_0:0026e8|STRG.18773.1:2-1207|+      -            402 31374at50557         -            569   6.5e-05   20.2   0.0   2   2       3.1        93   -0.1   0.0   489   523   271   306   259   318 0.81 -
80377at50557_132113_0:002e63|STRG.6017.1:3554-4132|+    -            193 31374at50557         -            569   0.00023   18.4   0.1   1   2    0.0049      0.15    9.1   0.0   408   531     5   142     1   155 0.65 -
80377at50557_132113_0:002e63|STRG.6017.1:3554-4132|+    -            193 31374at50557         -            569   0.00023   18.4   0.1   2   2     0.084       2.5    5.0   0.0   429   459   161   191   155   193 0.89 -
80377at50557_132113_0:002e63|STRG.6017.2:3596-4174|+    -            193 31374at50557         -            569   0.00023   18.4   0.1   1   2    0.0049      0.15    9.1   0.0   408   531     5   142     1   155 0.65 -
80377at50557_132113_0:002e63|STRG.6017.2:3596-4174|+    -            193 31374at50557         -            569   0.00023   18.4   0.1   2   2     0.084       2.5    5.0   0.0   429   459   161   191   155   193 0.89 -
119132at50557_456900_0:001fe4|STRG.13700.1:0-992|+      -            331 31374at50557         -            569   0.00028   18.1   0.0   1   3       4.1   1.2e+02   -0.5   0.0   504   536    11    43     5    69 0.82 -
119132at50557_456900_0:001fe4|STRG.13700.1:0-992|+      -            331 31374at50557         -            569   0.00028   18.1   0.0   2   3       1.6        48    0.8   0.0   502   537   118   153   100   161 0.71 -
119132at50557_456900_0:001fe4|STRG.13700.1:0-992|+      -            331 31374at50557         -            569   0.00028   18.1   0.0   3   3   0.00011    0.0033   14.5   0.1   340   377   155   190   130   203 0.66 -
80377at50557_7004_0:003abf|STRG.12687.2:1146-1886|+     -            247 31374at50557         -            569   0.00031   18.0   0.1   1   3      0.02       0.6    7.1   0.1   355   386     7    38     1   119 0.56 -
80377at50557_7004_0:003abf|STRG.12687.2:1146-1886|+     -            247 31374at50557         -            569   0.00031   18.0   0.1   2   3       1.4        42    1.0   0.0   505   533   131   159   104   170 0.66 -
80377at50557_7004_0:003abf|STRG.12687.2:1146-1886|+     -            247 31374at50557         -            569   0.00031   18.0   0.1   3   3    0.0099       0.3    8.1   0.0   392   477   133   230   126   236 0.66 -
37700at50557_1629725_0:002171|STRG.8808.2:384-1040|+    -            219 31374at50557         -            569   0.00033   17.8   0.0   1   1   1.7e-05   0.00051   17.2   0.0   343   385    26    69     6   148 0.75 -
58729at50557_7224_0:001921|STRG.11943.1:573-1403|+      -            277 31374at50557         -            569   0.00038   17.7   0.9   1   3         5   1.5e+02   -0.8   0.1   342   376    25    63     7    76 0.66 -
58729at50557_7224_0:001921|STRG.11943.1:573-1403|+      -            277 31374at50557         -            569   0.00038   17.7   0.9   2   3   0.00048     0.014   12.4   0.0   385   466   153   234   148   240 0.93 -
58729at50557_7224_0:001921|STRG.11943.1:573-1403|+      -            277 31374at50557         -            569   0.00038   17.7   0.9   3   3       0.5        15    2.5   0.0   503   535   243   275   235   276 0.89 -
58729at50557_64793_0:000fa2|STRG.8808.1:18-830|+        -            271 31374at50557         -            569    0.0004   17.6   0.0   1   1   1.4e-05   0.00042   17.5   0.0   343   383   112   153    49   260 0.73 -
78072at50557_37001_0:000457|STRG.8039.1:724-1314|+      -            197 31374at50557         -            569   0.00061   17.0   0.0   1   1   2.6e-05   0.00079   16.6   0.0   430   537     1   127     1   170 0.85 -
80377at50557_28612_0:005201|STRG.12687.3:693-1415|+     -            241 31374at50557         -            569   0.00078   16.6   0.1   1   3      0.15       4.4    4.2   0.0   442   464     4    26     1    39 0.77 -
80377at50557_28612_0:005201|STRG.12687.3:693-1415|+     -            241 31374at50557         -            569   0.00078   16.6   0.1   2   3       1.2        37    1.2   0.0   504   533   124   153    95   164 0.66 -
80377at50557_28612_0:005201|STRG.12687.3:693-1415|+     -            241 31374at50557         -            569   0.00078   16.6   0.1   3   3    0.0096      0.29    8.1   0.0   392   477   127   224   121   230 0.65 -
116554at50557_7539_0:000ac1|STRG.16483.1:289-885|+      -            199 31374at50557         -            569   0.00082   16.5   0.0   1   2       4.5   1.4e+02   -0.7   0.0   496   496    67    67     8   134 0.55 -
116554at50557_7539_0:000ac1|STRG.16483.1:289-885|+      -            199 31374at50557         -            569   0.00082   16.5   0.0   2   2   9.1e-05    0.0027   14.8   0.0   428   465   134   172   131   182 0.86 -
27737at50557_103372_0:000a01|STRG.9979.1:0-1832|+       -            611 31374at50557         -            569   0.00096   16.3   0.3   1   2    0.0018     0.054   10.5   0.4   402   473    68   141    45   167 0.78 -
27737at50557_103372_0:000a01|STRG.9979.1:0-1832|+       -            611 31374at50557         -            569   0.00096   16.3   0.3   2   2      0.28       8.4    3.3   0.0   396   430   253   287   243   311 0.72 -
101659at50557_103372_0:00088b|STRG.5982.1:129-1721|+    -            531 31374at50557         -            569    0.0013   15.9   0.1   1   1   7.8e-05    0.0023   15.0   0.1   352   453   363   471   345   479 0.86 -
101659at50557_103372_0:00088b|STRG.5982.2:342-2083|+    -            531 31374at50557         -            569    0.0013   15.9   0.1   1   1   7.8e-05    0.0023   15.0   0.1   352   453   363   471   345   479 0.86 -
101659at50557_103372_0:00088b|STRG.5982.3:0-1592|+      -            531 31374at50557         -            569    0.0013   15.9   0.1   1   1   7.8e-05    0.0023   15.0   0.1   352   453   363   471   345   479 0.86 -
80377at50557_121845_0:0030d4|STRG.7459.1:283-858|+      -            192 31374at50557         -            569     0.002   15.3   0.9   1   2     0.098         3    4.8   0.0   397   420     1    24     1    54 0.86 -
80377at50557_121845_0:0030d4|STRG.7459.1:283-858|+      -            192 31374at50557         -            569     0.002   15.3   0.9   2   2    0.0084      0.25    8.3   0.2   344   434   105   192    97   192 0.89 -
104016at50557_520822_0:000af5|STRG.5836.1:0-989|+       -            330 31374at50557         -            569    0.0026   14.9   0.1   1   2     0.017      0.53    7.3   0.0   483   542   108   167    40   171 0.82 -
104016at50557_520822_0:000af5|STRG.5836.1:0-989|+       -            330 31374at50557         -            569    0.0026   14.9   0.1   2   2     0.083       2.5    5.0   0.0   380   426   256   302   228   316 0.81 -
78072at50557_319348_0:003130|STRG.4879.1:1469-2065|+    -            199 31374at50557         -            569    0.0032   14.6   0.3   1   1    0.0003    0.0089   13.1   0.3   362   475     5   130     1   197 0.69 -
78072at50557_319348_0:003130|STRG.4879.2:792-1388|+     -            199 31374at50557         -            569    0.0032   14.6   0.3   1   1    0.0003    0.0089   13.1   0.3   362   475     5   130     1   197 0.69 -
37475at50557_411798_0:00107d|STRG.3762.1:1-693|+        -            231 31374at50557         -            569    0.0042   14.2   0.3   1   2      0.12       3.6    4.5   0.0   339   375    69   105    47   130 0.81 -
37475at50557_411798_0:00107d|STRG.3762.1:1-693|+        -            231 31374at50557         -            569    0.0042   14.2   0.3   2   2     0.014      0.42    7.6   0.0   503   539   158   194   133   205 0.84 -
43553at50557_143948_0:001547|STRG.2539.4:77-352|+       -             92 31374at50557         -            569     0.014   12.4   0.1   1   1   0.00053     0.016   12.3   0.1   442   509     3    79     1    88 0.63 -
40115at50557_535359_0:001fba|STRG.5561.1:26-901|+       -            292 31374at50557         -            569     0.017   12.2   0.1   1   2    0.0043      0.13    9.3   0.1   442   535    14   117     5   121 0.78 -
40115at50557_535359_0:001fba|STRG.5561.1:26-901|+       -            292 31374at50557         -            569     0.017   12.2   0.1   2   2    0.0056      0.17    8.9   0.0   410   477    65   132    51   146 0.88 -
55830at50557_7493_0:002fbf|STRG.13540.1:60-827|+        -            256 31374at50557         -            569     0.028   11.5   0.2   1   2    0.0077      0.23    8.5   0.1   502   534   104   136    78   149 0.74 -
55830at50557_7493_0:002fbf|STRG.13540.1:60-827|+        -            256 31374at50557         -            569     0.028   11.5   0.2   2   2         2        60    0.5   0.0   515   537   161   183   137   205 0.82 -
55830at50557_7070_0:000020|STRG.8563.1:9886-10620|+     -            245 31374at50557         -            569     0.078   10.0   2.1   1   3     0.077       2.3    5.2   0.1   495   534    60    99    33   110 0.81 -
55830at50557_7070_0:000020|STRG.8563.1:9886-10620|+     -            245 31374at50557         -            569     0.078   10.0   2.1   2   3       4.2   1.3e+02   -0.6   0.0   286   305   179   198   159   208 0.63 -
55830at50557_7070_0:000020|STRG.8563.1:9886-10620|+     -            245 31374at50557         -            569     0.078   10.0   2.1   3   3      0.33       9.8    3.1   0.0   347   374   213   240   201   242 0.92 -
55830at50557_7070_0:000020|STRG.8563.2:9780-10514|+     -            245 31374at50557         -            569     0.078   10.0   2.1   1   3     0.077       2.3    5.2   0.1   495   534    60    99    33   110 0.81 -
55830at50557_7070_0:000020|STRG.8563.2:9780-10514|+     -            245 31374at50557         -            569     0.078   10.0   2.1   2   3       4.2   1.3e+02   -0.6   0.0   286   305   179   198   159   208 0.63 -
55830at50557_7070_0:000020|STRG.8563.2:9780-10514|+     -            245 31374at50557         -            569     0.078   10.0   2.1   3   3      0.33       9.8    3.1   0.0   347   374   213   240   201   242 0.92 -
116554at50557_520822_0:0020e0|STRG.15164.1:0-1118|+     -            373 31374at50557         -            569      0.26    8.3   4.1   1   2      0.35        11    3.0   0.0   432   468   129   165   122   174 0.90 -
116554at50557_520822_0:0020e0|STRG.15164.1:0-1118|+     -            373 31374at50557         -            569      0.26    8.3   4.1   2   2     0.052       1.6    5.7   1.0   383   457   213   290   191   298 0.50 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/31374at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/31374at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/31374at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 17:34:30 2024
# [ok]
