#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+         -            320 76755at50557         -            264  2.8e-137  455.2   2.4   1   1  1.3e-138  4.1e-137  454.7   2.4     1   264    13   314    13   314 0.93 -
80377at50557_1049336_0:003ca8|STRG.2058.6:845-1618|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   1   3       7.6   2.5e+02   -0.3   0.0   110   134     4    26     1    31 0.74 -
80377at50557_1049336_0:003ca8|STRG.2058.6:845-1618|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   2   3    0.0014     0.046   11.9   0.1   190   249   154   219   148   228 0.79 -
80377at50557_1049336_0:003ca8|STRG.2058.6:845-1618|+    -            258 76755at50557         -            264    0.0015   16.8   4.1   3   3      0.92        30    2.7   0.0   104   129   233   258   230   258 0.91 -
80377at50557_1049336_0:003ca8|STRG.2058.7:1442-2215|+   -            258 76755at50557         -            264    0.0015   16.8   4.1   1   3       7.6   2.5e+02   -0.3   0.0   110   134     4    26     1    31 0.74 -
80377at50557_1049336_0:003ca8|STRG.2058.7:1442-2215|+   -            258 76755at50557         -            264    0.0015   16.8   4.1   2   3    0.0014     0.046   11.9   0.1   190   249   154   219   148   228 0.79 -
80377at50557_1049336_0:003ca8|STRG.2058.7:1442-2215|+   -            258 76755at50557         -            264    0.0015   16.8   4.1   3   3      0.92        30    2.7   0.0   104   129   233   258   230   258 0.91 -
40115at50557_108931_0:001d6b|STRG.8807.1:1200-2348|+    -            383 76755at50557         -            264    0.0017   16.6   1.5   1   1   0.00038     0.012   13.8   1.0    98   242   234   383   210   383 0.75 -
40115at50557_108931_0:001d6b|STRG.8807.2:975-2123|+     -            383 76755at50557         -            264    0.0017   16.6   1.5   1   1   0.00038     0.012   13.8   1.0    98   242   234   383   210   383 0.75 -
40115at50557_108931_0:001d6b|STRG.8807.3:903-2051|+     -            383 76755at50557         -            264    0.0017   16.6   1.5   1   1   0.00038     0.012   13.8   1.0    98   242   234   383   210   383 0.75 -
63645at50557_34720_0:0006b0|STRG.16132.1:0-1040|+       -            347 76755at50557         -            264     0.002   16.4   0.1   1   2      0.66        22    3.2   0.0    64    97   178   214   160   225 0.76 -
63645at50557_34720_0:0006b0|STRG.16132.1:0-1040|+       -            347 76755at50557         -            264     0.002   16.4   0.1   2   2    0.0064      0.21    9.8   0.0    76   106   283   313   235   325 0.79 -
119132at50557_456900_0:001fe4|STRG.13700.1:0-992|+      -            331 76755at50557         -            264     0.002   16.4   0.2   1   3       5.2   1.7e+02    0.2   0.0   106   131    16    41     4    58 0.55 -
119132at50557_456900_0:001fe4|STRG.13700.1:0-992|+      -            331 76755at50557         -            264     0.002   16.4   0.2   2   3       1.2        41    2.3   0.0   170   221    57   109    53   118 0.76 -
119132at50557_456900_0:001fe4|STRG.13700.1:0-992|+      -            331 76755at50557         -            264     0.002   16.4   0.2   3   3    0.0055      0.18   10.0   0.1    72   138   128   197   114   219 0.68 -
66691at50557_456900_0:002b0f|STRG.1574.1:0-1100|+       -            367 76755at50557         -            264    0.0024   16.1   1.7   1   3     0.014      0.44    8.7   0.1   173   210    48    85    35    95 0.79 -
66691at50557_456900_0:002b0f|STRG.1574.1:0-1100|+       -            367 76755at50557         -            264    0.0024   16.1   1.7   2   3      0.79        26    2.9   0.0    98   125   141   168   125   180 0.55 -
66691at50557_456900_0:002b0f|STRG.1574.1:0-1100|+       -            367 76755at50557         -            264    0.0024   16.1   1.7   3   3       2.6        83    1.3   0.0    97   132   323   357   309   362 0.80 -
40115at50557_38123_0:0006c3|STRG.10276.1:846-1034|+     -             63 76755at50557         -            264    0.0036   15.6   0.0   1   1   0.00014    0.0046   15.2   0.0    75   119     6    55     1    63 0.43 -
37700at50557_7536_0:0001ec|STRG.9311.1:154-600|+        -            149 76755at50557         -            264      0.01   14.1   0.0   1   1    0.0016     0.052   11.8   0.0     4   128     7   149     4   149 0.65 -
80377at50557_132113_0:002e63|STRG.6017.1:3554-4132|+    -            193 76755at50557         -            264     0.013   13.7   0.0   1   3      0.76        25    3.0   0.0   118   153     3    39     1    48 0.77 -
80377at50557_132113_0:002e63|STRG.6017.1:3554-4132|+    -            193 76755at50557         -            264     0.013   13.7   0.0   2   3     0.015      0.48    8.6   0.0    71   139    36   112    30   139 0.74 -
80377at50557_132113_0:002e63|STRG.6017.1:3554-4132|+    -            193 76755at50557         -            264     0.013   13.7   0.0   3   3       1.6        51    2.0   0.0    62    62   113   113    88   191 0.54 -
80377at50557_132113_0:002e63|STRG.6017.2:3596-4174|+    -            193 76755at50557         -            264     0.013   13.7   0.0   1   3      0.76        25    3.0   0.0   118   153     3    39     1    48 0.77 -
80377at50557_132113_0:002e63|STRG.6017.2:3596-4174|+    -            193 76755at50557         -            264     0.013   13.7   0.0   2   3     0.015      0.48    8.6   0.0    71   139    36   112    30   139 0.74 -
80377at50557_132113_0:002e63|STRG.6017.2:3596-4174|+    -            193 76755at50557         -            264     0.013   13.7   0.0   3   3       1.6        51    2.0   0.0    62    62   113   113    88   191 0.54 -
80377at50557_108931_0:002353|STRG.11711.1:2268-2888|+   -            207 76755at50557         -            264     0.016   13.5   0.1   1   2       5.3   1.7e+02    0.2   0.0   230   244     3    17     1    23 0.71 -
80377at50557_108931_0:002353|STRG.11711.1:2268-2888|+   -            207 76755at50557         -            264     0.016   13.5   0.1   2   2    0.0094      0.31    9.2   0.1   170   241    29   111    26   117 0.60 -
80377at50557_108931_0:002353|STRG.11711.2:1851-2471|+   -            207 76755at50557         -            264     0.016   13.5   0.1   1   2       5.3   1.7e+02    0.2   0.0   230   244     3    17     1    23 0.71 -
80377at50557_108931_0:002353|STRG.11711.2:1851-2471|+   -            207 76755at50557         -            264     0.016   13.5   0.1   2   2    0.0094      0.31    9.2   0.1   170   241    29   111    26   117 0.60 -
80377at50557_108931_0:002353|STRG.11711.3:2372-2992|+   -            207 76755at50557         -            264     0.016   13.5   0.1   1   2       5.3   1.7e+02    0.2   0.0   230   244     3    17     1    23 0.71 -
80377at50557_108931_0:002353|STRG.11711.3:2372-2992|+   -            207 76755at50557         -            264     0.016   13.5   0.1   2   2    0.0094      0.31    9.2   0.1   170   241    29   111    26   117 0.60 -
14512at50557_56086_0:000590|STRG.14395.1:1648-2001|+    -            118 76755at50557         -            264     0.017   13.4   0.0   1   2       5.2   1.7e+02    0.2   0.0    81    99     6    24     2    45 0.55 -
14512at50557_56086_0:000590|STRG.14395.1:1648-2001|+    -            118 76755at50557         -            264     0.017   13.4   0.0   2   2    0.0023     0.074   11.3   0.0   102   138    80   116    47   118 0.84 -
14512at50557_56086_0:000590|STRG.14395.2:1268-1621|+    -            118 76755at50557         -            264     0.017   13.4   0.0   1   2       5.2   1.7e+02    0.2   0.0    81    99     6    24     2    45 0.55 -
14512at50557_56086_0:000590|STRG.14395.2:1268-1621|+    -            118 76755at50557         -            264     0.017   13.4   0.0   2   2    0.0023     0.074   11.3   0.0   102   138    80   116    47   118 0.84 -
14512at50557_56086_0:000590|STRG.14395.3:1642-1995|+    -            118 76755at50557         -            264     0.017   13.4   0.0   1   2       5.2   1.7e+02    0.2   0.0    81    99     6    24     2    45 0.55 -
14512at50557_56086_0:000590|STRG.14395.3:1642-1995|+    -            118 76755at50557         -            264     0.017   13.4   0.0   2   2    0.0023     0.074   11.3   0.0   102   138    80   116    47   118 0.84 -
80377at50557_132113_0:002e63|STRG.18292.1:3526-4140|+   -            205 76755at50557         -            264     0.027   12.7   0.0   1   2    0.0068      0.22    9.7   0.0   105   152    19    66    14    88 0.90 -
80377at50557_132113_0:002e63|STRG.18292.1:3526-4140|+   -            205 76755at50557         -            264     0.027   12.7   0.0   2   2       3.5   1.1e+02    0.8   0.0    90   117   163   194   116   204 0.68 -
80377at50557_132113_0:002e63|STRG.18292.2:1092-1706|+   -            205 76755at50557         -            264     0.027   12.7   0.0   1   2    0.0068      0.22    9.7   0.0   105   152    19    66    14    88 0.90 -
80377at50557_132113_0:002e63|STRG.18292.2:1092-1706|+   -            205 76755at50557         -            264     0.027   12.7   0.0   2   2       3.5   1.1e+02    0.8   0.0    90   117   163   194   116   204 0.68 -
80377at50557_132113_0:002e63|STRG.18292.3:628-1242|+    -            205 76755at50557         -            264     0.027   12.7   0.0   1   2    0.0068      0.22    9.7   0.0   105   152    19    66    14    88 0.90 -
80377at50557_132113_0:002e63|STRG.18292.3:628-1242|+    -            205 76755at50557         -            264     0.027   12.7   0.0   2   2       3.5   1.1e+02    0.8   0.0    90   117   163   194   116   204 0.68 -
80377at50557_132113_0:002e63|STRG.18292.4:1409-2023|+   -            205 76755at50557         -            264     0.027   12.7   0.0   1   2    0.0068      0.22    9.7   0.0   105   152    19    66    14    88 0.90 -
80377at50557_132113_0:002e63|STRG.18292.4:1409-2023|+   -            205 76755at50557         -            264     0.027   12.7   0.0   2   2       3.5   1.1e+02    0.8   0.0    90   117   163   194   116   204 0.68 -
81462at50557_103372_0:001c34|STRG.1782.4:220-1345|+     -            369 76755at50557         -            264     0.035   12.3   0.6   1   1    0.0075      0.24    9.6   0.0    64   109   227   268   214   275 0.84 -
81462at50557_103372_0:001c34|STRG.1782.5:430-1555|+     -            369 76755at50557         -            264     0.035   12.3   0.6   1   1    0.0075      0.24    9.6   0.0    64   109   227   268   214   275 0.84 -
78072at50557_319348_0:003130|STRG.4879.1:1469-2065|+    -            199 76755at50557         -            264      0.05   11.8   0.1   1   2     0.019      0.62    8.2   0.1   215   247    81   113     9   125 0.67 -
78072at50557_319348_0:003130|STRG.4879.1:1469-2065|+    -            199 76755at50557         -            264      0.05   11.8   0.1   2   2       4.2   1.4e+02    0.6   0.0    31    90   136   197   120   199 0.64 -
78072at50557_319348_0:003130|STRG.4879.2:792-1388|+     -            199 76755at50557         -            264      0.05   11.8   0.1   1   2     0.019      0.62    8.2   0.1   215   247    81   113     9   125 0.67 -
78072at50557_319348_0:003130|STRG.4879.2:792-1388|+     -            199 76755at50557         -            264      0.05   11.8   0.1   2   2       4.2   1.4e+02    0.6   0.0    31    90   136   197   120   199 0.64 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/76755at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/76755at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/76755at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 17:36:29 2024
# [ok]
