#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
56099at50557_34720_0:001a91|STRG.22631.1:0-1331|+      -            444 56099at50557         -            397  4.1e-204  676.6   1.9   1   1  1.4e-205  4.9e-204  676.3   1.9     1   397     1   440     1   440 0.95 -
55830at50557_1049336_0:003627|STRG.11643.1:228-920|+   -            231 56099at50557         -            397   4.5e-05   21.2   0.1   1   2     0.047       1.6    6.2   0.0    59    97    43    80    40    91 0.87 -
55830at50557_1049336_0:003627|STRG.11643.1:228-920|+   -            231 56099at50557         -            397   4.5e-05   21.2   0.1   2   2   0.00045     0.015   12.8   0.1    62    98   192   227   190   231 0.88 -
37475at50557_29031_0:002211|STRG.12431.4:1379-1804|+   -            142 56099at50557         -            397   0.00013   19.7   0.2   1   3      0.22       7.4    4.0   0.0    65    97     1    33     1    42 0.75 -
37475at50557_29031_0:002211|STRG.12431.4:1379-1804|+   -            142 56099at50557         -            397   0.00013   19.7   0.2   2   3   0.00076     0.026   12.1   0.0    59   104    45    90    38    94 0.91 -
37475at50557_29031_0:002211|STRG.12431.4:1379-1804|+   -            142 56099at50557         -            397   0.00013   19.7   0.2   3   3       3.3   1.1e+02    0.1   0.0   252   270   103   121    91   132 0.63 -
69548at50557_609295_0:0005e7|STRG.6601.1:207-1064|+    -            286 56099at50557         -            397   0.00014   19.6   0.1   1   3      0.29       9.9    3.6   0.0   236   272     7    43     3    51 0.87 -
69548at50557_609295_0:0005e7|STRG.6601.1:207-1064|+    -            286 56099at50557         -            397   0.00014   19.6   0.1   2   3     0.046       1.6    6.2   0.0    60    99    53    92    49    96 0.86 -
69548at50557_609295_0:0005e7|STRG.6601.1:207-1064|+    -            286 56099at50557         -            397   0.00014   19.6   0.1   3   3      0.35        12    3.3   0.1   278   311   220   254   130   267 0.62 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+  -            326 56099at50557         -            397   0.00015   19.4   1.2   1   5      0.21         7    4.1   0.0    63    97    22    53    19    60 0.79 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+  -            326 56099at50557         -            397   0.00015   19.4   1.2   2   5       1.5        50    1.3   0.0    62   106    61   103    58   109 0.68 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+  -            326 56099at50557         -            397   0.00015   19.4   1.2   3   5       1.6        53    1.2   0.0   209   268   135   194   128   201 0.71 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+  -            326 56099at50557         -            397   0.00015   19.4   1.2   4   5     0.081       2.8    5.4   0.0    59    99   206   243   198   261 0.84 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+  -            326 56099at50557         -            397   0.00015   19.4   1.2   5   5       2.3        79    0.6   0.0    59    94   294   326   292   326 0.81 -
33043at50557_38123_0:000f44|STRG.11460.1:1515-2288|+   -            258 56099at50557         -            397   0.00016   19.4   0.1   1   1     1e-05   0.00035   18.2   0.1    58   140    66   160    43   190 0.80 -
48053at50557_1629725_0:001d98|STRG.10359.1:697-1386|+  -            230 56099at50557         -            397   0.00018   19.2   0.5   1   2       2.5        87    0.5   0.1    93   123    39    63    24    80 0.58 -
48053at50557_1629725_0:001d98|STRG.10359.1:697-1386|+  -            230 56099at50557         -            397   0.00018   19.2   0.5   2   2     3e-05     0.001   16.7   0.0   245   322    81   160    71   167 0.82 -
69548at50557_7375_0:00230f|STRG.12431.1:234-878|+      -            215 56099at50557         -            397   0.00022   18.9   0.2   1   3      0.13       4.5    4.7   0.0    64    97     1    34     1    43 0.87 -
69548at50557_7375_0:00230f|STRG.12431.1:234-878|+      -            215 56099at50557         -            397   0.00022   18.9   0.2   2   3    0.0016     0.053   11.1   0.0    59   104    46    91    38    95 0.91 -
69548at50557_7375_0:00230f|STRG.12431.1:234-878|+      -            215 56099at50557         -            397   0.00022   18.9   0.2   3   3       5.4   1.8e+02   -0.6   0.0   252   271   104   123    91   137 0.64 -
69548at50557_7375_0:00230f|STRG.12431.2:411-1055|+     -            215 56099at50557         -            397   0.00022   18.9   0.2   1   3      0.13       4.5    4.7   0.0    64    97     1    34     1    43 0.87 -
69548at50557_7375_0:00230f|STRG.12431.2:411-1055|+     -            215 56099at50557         -            397   0.00022   18.9   0.2   2   3    0.0016     0.053   11.1   0.0    59   104    46    91    38    95 0.91 -
69548at50557_7375_0:00230f|STRG.12431.2:411-1055|+     -            215 56099at50557         -            397   0.00022   18.9   0.2   3   3       5.4   1.8e+02   -0.6   0.0   252   271   104   123    91   137 0.64 -
69548at50557_7375_0:00230f|STRG.12431.5:1078-1722|+    -            215 56099at50557         -            397   0.00022   18.9   0.2   1   3      0.13       4.5    4.7   0.0    64    97     1    34     1    43 0.87 -
69548at50557_7375_0:00230f|STRG.12431.5:1078-1722|+    -            215 56099at50557         -            397   0.00022   18.9   0.2   2   3    0.0016     0.053   11.1   0.0    59   104    46    91    38    95 0.91 -
69548at50557_7375_0:00230f|STRG.12431.5:1078-1722|+    -            215 56099at50557         -            397   0.00022   18.9   0.2   3   3       5.4   1.8e+02   -0.6   0.0   252   271   104   123    91   137 0.64 -
69548at50557_609295_0:0005e7|STRG.6601.2:310-1152|+    -            281 56099at50557         -            397   0.00023   18.8   0.2   1   3      0.58        20    2.6   0.0   241   271     7    37     3    44 0.87 -
69548at50557_609295_0:0005e7|STRG.6601.2:310-1152|+    -            281 56099at50557         -            397   0.00023   18.8   0.2   2   3     0.043       1.5    6.3   0.0    60    99    48    87    42    91 0.86 -
69548at50557_609295_0:0005e7|STRG.6601.2:310-1152|+    -            281 56099at50557         -            397   0.00023   18.8   0.2   3   3      0.36        12    3.3   0.1   278   311   215   249   128   260 0.61 -
78072at50557_139723_0:002bcb|STRG.10359.2:582-1382|+   -            267 56099at50557         -            397   0.00026   18.7   0.4   1   2       2.9     1e+02    0.3   0.1    93   123    76   100    61   119 0.59 -
78072at50557_139723_0:002bcb|STRG.10359.2:582-1382|+   -            267 56099at50557         -            397   0.00026   18.7   0.4   2   2   3.9e-05    0.0013   16.3   0.0   245   322   118   197   106   203 0.82 -
57752at50557_224129_0:001d89|STRG.8107.6:435-1133|+    -            233 56099at50557         -            397   0.00037   18.2   0.0   1   2      0.37        12    3.3   0.0    79   195    10   124     1   132 0.72 -
57752at50557_224129_0:001d89|STRG.8107.6:435-1133|+    -            233 56099at50557         -            397   0.00037   18.2   0.0   2   2   0.00038     0.013   13.1   0.0    62   100   139   178   127   196 0.84 -
80377at50557_39758_0:001a6c|STRG.11953.6:1615-2199|+   -            195 56099at50557         -            397    0.0004   18.1   0.0   1   3      0.73        25    2.3   0.0    80    97    53    70    30    77 0.67 -
80377at50557_39758_0:001a6c|STRG.11953.6:1615-2199|+   -            195 56099at50557         -            397    0.0004   18.1   0.0   2   3    0.0012     0.042   11.4   0.0    59    97    75   112    71   117 0.90 -
80377at50557_39758_0:001a6c|STRG.11953.6:1615-2199|+   -            195 56099at50557         -            397    0.0004   18.1   0.0   3   3       2.6        90    0.4   0.0   242   266   162   186   129   191 0.78 -
23620at50557_34720_0:0012cc|STRG.4837.2:11-1774|+      -            537 56099at50557         -            397   0.00041   18.0   0.0   1   2      0.11       3.6    5.0   0.0   286   318   203   235   193   243 0.73 -
23620at50557_34720_0:0012cc|STRG.4837.2:11-1774|+      -            537 56099at50557         -            397   0.00041   18.0   0.0   2   2    0.0027     0.094   10.2   0.0   193   297   361   466   295   483 0.76 -
80377at50557_39758_0:001a6c|STRG.11953.5:1476-2075|+   -            200 56099at50557         -            397   0.00043   18.0   0.0   1   3      0.71        24    2.3   0.0    80    98    58    76    39    83 0.64 -
80377at50557_39758_0:001a6c|STRG.11953.5:1476-2075|+   -            200 56099at50557         -            397   0.00043   18.0   0.0   2   3    0.0013     0.043   11.4   0.0    59    97    80   117    77   126 0.90 -
80377at50557_39758_0:001a6c|STRG.11953.5:1476-2075|+   -            200 56099at50557         -            397   0.00043   18.0   0.0   3   3       2.4        83    0.5   0.0   242   266   167   191   133   198 0.77 -
40115at50557_29031_0:00277e|STRG.10782.1:1463-2248|+   -            262 56099at50557         -            397   0.00046   17.8   0.1   1   3      0.48        16    2.9   0.0   288   325     3    40     1    58 0.69 -
40115at50557_29031_0:00277e|STRG.10782.1:1463-2248|+   -            262 56099at50557         -            397   0.00046   17.8   0.1   2   3       1.2        42    1.5   0.0   285   311   145   171    53   184 0.51 -
40115at50557_29031_0:00277e|STRG.10782.1:1463-2248|+   -            262 56099at50557         -            397   0.00046   17.8   0.1   3   3   0.00094     0.032   11.8   0.1   168   268   149   254    82   259 0.73 -
40115at50557_29031_0:00277e|STRG.10782.2:1463-2248|+   -            262 56099at50557         -            397   0.00046   17.8   0.1   1   3      0.48        16    2.9   0.0   288   325     3    40     1    58 0.69 -
40115at50557_29031_0:00277e|STRG.10782.2:1463-2248|+   -            262 56099at50557         -            397   0.00046   17.8   0.1   2   3       1.2        42    1.5   0.0   285   311   145   171    53   184 0.51 -
40115at50557_29031_0:00277e|STRG.10782.2:1463-2248|+   -            262 56099at50557         -            397   0.00046   17.8   0.1   3   3   0.00094     0.032   11.8   0.1   168   268   149   254    82   259 0.73 -
767at50557_520822_0:000947|STRG.23039.3:653-10738|+    -           3362 56099at50557         -            397   0.00049   17.7   0.2   1   3       1.8        62    1.0   0.0    64    96  3089  3120  3080  3128 0.82 -
767at50557_520822_0:000947|STRG.23039.3:653-10738|+    -           3362 56099at50557         -            397   0.00049   17.7   0.2   2   3       7.7   2.6e+02   -1.1   0.0    58    98  3221  3260  3218  3266 0.87 -
767at50557_520822_0:000947|STRG.23039.3:653-10738|+    -           3362 56099at50557         -            397   0.00049   17.7   0.2   3   3    0.0007     0.024   12.2   0.0    62   100  3267  3304  3264  3307 0.93 -
14512at50557_56086_0:000590|STRG.2110.1:3414-3800|+    -            129 56099at50557         -            397   0.00057   17.6   0.0   1   1   2.7e-05   0.00092   16.9   0.0    61   122    23    97     9   108 0.83 -
767at50557_520822_0:000947|STRG.23039.2:653-10750|+    -           3366 56099at50557         -            397    0.0006   17.5   0.2   1   3       2.2        76    0.7   0.0    64    96  3093  3124  3089  3132 0.82 -
767at50557_520822_0:000947|STRG.23039.2:653-10750|+    -           3366 56099at50557         -            397    0.0006   17.5   0.2   2   3       7.7   2.6e+02   -1.1   0.0    58    98  3225  3264  3222  3270 0.87 -
767at50557_520822_0:000947|STRG.23039.2:653-10750|+    -           3366 56099at50557         -            397    0.0006   17.5   0.2   3   3    0.0007     0.024   12.2   0.0    62   100  3271  3308  3268  3311 0.93 -
767at50557_520822_0:000947|STRG.23039.1:653-10747|+    -           3365 56099at50557         -            397    0.0006   17.5   0.2   1   3       2.2        76    0.7   0.0    64    96  3092  3123  3088  3131 0.82 -
767at50557_520822_0:000947|STRG.23039.1:653-10747|+    -           3365 56099at50557         -            397    0.0006   17.5   0.2   2   3       7.7   2.6e+02   -1.1   0.0    58    98  3224  3263  3221  3269 0.87 -
767at50557_520822_0:000947|STRG.23039.1:653-10747|+    -           3365 56099at50557         -            397    0.0006   17.5   0.2   3   3    0.0007     0.024   12.2   0.0    62   100  3270  3307  3267  3310 0.93 -
31374at50557_197043_0:003de5|STRG.9426.2:614-1366|+    -            251 56099at50557         -            397   0.00063   17.4   0.4   1   2    0.0029       0.1   10.2   0.1    63    98    15    50     9    94 0.93 -
31374at50557_197043_0:003de5|STRG.9426.2:614-1366|+    -            251 56099at50557         -            397   0.00063   17.4   0.4   2   2      0.52        18    2.8   0.0   285   312   136   161   126   178 0.81 -
31374at50557_197043_0:003de5|STRG.9426.3:474-1226|+    -            251 56099at50557         -            397   0.00063   17.4   0.4   1   2    0.0029       0.1   10.2   0.1    63    98    15    50     9    94 0.93 -
31374at50557_197043_0:003de5|STRG.9426.3:474-1226|+    -            251 56099at50557         -            397   0.00063   17.4   0.4   2   2      0.52        18    2.8   0.0   285   312   136   161   126   178 0.81 -
78072at50557_7091_0:000db0|STRG.9426.1:511-1098|+      -            196 56099at50557         -            397   0.00075   17.1   1.4   1   3    0.0012     0.041   11.4   0.0    61    98    49    86     6    93 0.80 -
78072at50557_7091_0:000db0|STRG.9426.1:511-1098|+      -            196 56099at50557         -            397   0.00075   17.1   1.4   2   3       1.1        36    1.7   0.0    61    97    95   130    91   140 0.69 -
78072at50557_7091_0:000db0|STRG.9426.1:511-1098|+      -            196 56099at50557         -            397   0.00075   17.1   1.4   3   3       1.1        37    1.7   0.1   285   311   172   196   162   196 0.81 -
68957at50557_103372_0:001943|STRG.1387.1:0-1295|+      -            432 56099at50557         -            397   0.00076   17.1   0.1   1   2     0.007      0.24    8.9   0.0   206   320   111   231    86   257 0.75 -
68957at50557_103372_0:001943|STRG.1387.1:0-1295|+      -            432 56099at50557         -            397   0.00076   17.1   0.1   2   2     0.055       1.9    6.0   0.0   287   320   368   401   321   416 0.70 -
81462at50557_29029_0:002193|STRG.9437.1:256-804|+      -            183 56099at50557         -            397   0.00077   17.1   0.0   1   2      0.88        30    2.0   0.0   166   198    54    86    23   134 0.69 -
81462at50557_29029_0:002193|STRG.9437.1:256-804|+      -            183 56099at50557         -            397   0.00077   17.1   0.0   2   2   0.00032     0.011   13.3   0.0    61    95   149   183   146   183 0.91 -
81462at50557_29029_0:002193|STRG.9437.2:256-804|+      -            183 56099at50557         -            397   0.00077   17.1   0.0   1   2      0.88        30    2.0   0.0   166   198    54    86    23   134 0.69 -
81462at50557_29029_0:002193|STRG.9437.2:256-804|+      -            183 56099at50557         -            397   0.00077   17.1   0.0   2   2   0.00032     0.011   13.3   0.0    61    95   149   183   146   183 0.91 -
57752at50557_680683_0:00261f|STRG.20906.2:2029-2904|+  -            292 56099at50557         -            397   0.00091   16.9   0.2   1   2   0.00013    0.0045   14.6   0.1    61   149    53   133    49   194 0.79 -
57752at50557_680683_0:00261f|STRG.20906.2:2029-2904|+  -            292 56099at50557         -            397   0.00091   16.9   0.2   2   2       5.7   1.9e+02   -0.7   0.0    81   312   249   264   224   288 0.65 -
57752at50557_680683_0:00261f|STRG.20906.3:1995-2870|+  -            292 56099at50557         -            397   0.00091   16.9   0.2   1   2   0.00013    0.0045   14.6   0.1    61   149    53   133    49   194 0.79 -
57752at50557_680683_0:00261f|STRG.20906.3:1995-2870|+  -            292 56099at50557         -            397   0.00091   16.9   0.2   2   2       5.7   1.9e+02   -0.7   0.0    81   312   249   264   224   288 0.65 -
57752at50557_7130_0:000163|STRG.8107.3:415-957|+       -            181 56099at50557         -            397   0.00099   16.7   0.0   1   2      0.12       4.2    4.8   0.0    77   195    17   133     5   141 0.72 -
57752at50557_7130_0:000163|STRG.8107.3:415-957|+       -            181 56099at50557         -            397   0.00099   16.7   0.0   2   2    0.0028     0.094   10.2   0.0    62    95   148   181   136   181 0.95 -
57752at50557_7130_0:000163|STRG.8107.4:415-957|+       -            181 56099at50557         -            397   0.00099   16.7   0.0   1   2      0.12       4.2    4.8   0.0    77   195    17   133     5   141 0.72 -
57752at50557_7130_0:000163|STRG.8107.4:415-957|+       -            181 56099at50557         -            397   0.00099   16.7   0.0   2   2    0.0028     0.094   10.2   0.0    62    95   148   181   136   181 0.95 -
23620at50557_34720_0:0012cc|STRG.4837.3:11-1935|+      -            536 56099at50557         -            397    0.0011   16.6   0.0   1   2       0.1       3.6    5.0   0.0   286   318   203   235   193   243 0.73 -
23620at50557_34720_0:0012cc|STRG.4837.3:11-1935|+      -            536 56099at50557         -            397    0.0011   16.6   0.0   2   2    0.0075      0.26    8.8   0.0   194   297   362   465   299   482 0.76 -
76755at50557_1218281_0:0009b7|STRG.22449.1:1415-1573|+ -             53 56099at50557         -            397    0.0012   16.5   0.0   1   1   3.4e-05    0.0012   16.5   0.0   290   323     3    36     1    51 0.89 -
57752at50557_45779_0:003ace|STRG.6606.1:1266-2084|+    -            273 56099at50557         -            397    0.0012   16.4   0.1   1   2     0.049       1.7    6.1   0.0   175   270    59   162    15   174 0.66 -
57752at50557_45779_0:003ace|STRG.6606.1:1266-2084|+    -            273 56099at50557         -            397    0.0012   16.4   0.1   2   2   0.00025    0.0084   13.7   0.0   144   313    70   263    56   271 0.70 -
57752at50557_45779_0:003ace|STRG.6606.2:1104-1922|+    -            273 56099at50557         -            397    0.0012   16.4   0.1   1   2     0.049       1.7    6.1   0.0   175   270    59   162    15   174 0.66 -
57752at50557_45779_0:003ace|STRG.6606.2:1104-1922|+    -            273 56099at50557         -            397    0.0012   16.4   0.1   2   2   0.00025    0.0084   13.7   0.0   144   313    70   263    56   271 0.70 -
57752at50557_7130_0:000163|STRG.8107.1:467-982|+       -            172 56099at50557         -            397    0.0013   16.3   0.0   1   2      0.16       5.4    4.5   0.0    78   195     9   124     1   132 0.74 -
57752at50557_7130_0:000163|STRG.8107.1:467-982|+       -            172 56099at50557         -            397    0.0013   16.3   0.0   2   2    0.0025     0.086   10.4   0.0    62    95   139   172   127   172 0.95 -
116554at50557_307491_0:000d5d|STRG.14800.1:320-1066|+  -            249 56099at50557         -            397    0.0018   15.9   0.2   1   3       3.2   1.1e+02    0.1   0.0    65    98    79   112    71   125 0.74 -
116554at50557_307491_0:000d5d|STRG.14800.1:320-1066|+  -            249 56099at50557         -            397    0.0018   15.9   0.2   2   3     0.016      0.54    7.7   0.0    66    97   128   159   116   163 0.88 -
116554at50557_307491_0:000d5d|STRG.14800.1:320-1066|+  -            249 56099at50557         -            397    0.0018   15.9   0.2   3   3      0.15       5.3    4.5   0.0    60    96   166   202   163   238 0.90 -
43719at50557_456900_0:000a8d|STRG.5392.2:130-1978|+    -            590 56099at50557         -            397    0.0018   15.9   0.3   1   2       4.3   1.5e+02   -0.3   0.0   294   314     5    25     3    30 0.53 -
43719at50557_456900_0:000a8d|STRG.5392.2:130-1978|+    -            590 56099at50557         -            397    0.0018   15.9   0.3   2   2   0.00076     0.026   12.1   0.0    59   100    30    70    26    83 0.90 -
57752at50557_7130_0:000163|STRG.8107.2:550-1071|+      -            174 56099at50557         -            397    0.0018   15.9   0.0   1   1   0.00023    0.0079   13.8   0.0    62   100    80   119    68   136 0.84 -
55830at50557_168631_0:000573|STRG.14598.1:1003-1902|+  -            300 56099at50557         -            397    0.0022   15.6   0.3   1   3      0.24       8.3    3.8   0.1    61   100    41    79    29   173 0.74 -
55830at50557_168631_0:000573|STRG.14598.1:1003-1902|+  -            300 56099at50557         -            397    0.0022   15.6   0.3   2   3       1.5        53    1.2   0.0    80    97   200   217   187   254 0.82 -
55830at50557_168631_0:000573|STRG.14598.1:1003-1902|+  -            300 56099at50557         -            397    0.0022   15.6   0.3   3   3     0.086       2.9    5.3   0.0    64    96   270   300   266   300 0.87 -
118166at50557_103372_0:000213|STRG.1644.1:0-1160|+     -            387 56099at50557         -            397    0.0029   15.2   0.5   1   2     0.019      0.66    7.5   0.1   176   271    66   163    22   169 0.79 -
118166at50557_103372_0:000213|STRG.1644.1:0-1160|+     -            387 56099at50557         -            397    0.0029   15.2   0.5   2   2      0.08       2.7    5.4   0.0    60    98   173   211   166   221 0.89 -
57752at50557_219809_0:0011a2|STRG.21207.2:108-851|+    -            248 56099at50557         -            397    0.0031   15.1   0.5   1   3      0.95        33    1.9   0.0    62   106    22    64    19    71 0.68 -
57752at50557_219809_0:0011a2|STRG.21207.2:108-851|+    -            248 56099at50557         -            397    0.0031   15.1   0.5   2   3         1        35    1.8   0.0   209   268    96   155    89   161 0.71 -
57752at50557_219809_0:0011a2|STRG.21207.2:108-851|+    -            248 56099at50557         -            397    0.0031   15.1   0.5   3   3     0.059         2    5.9   0.0    59    99   167   204   159   212 0.82 -
40115at50557_411798_0:002bfa|STRG.4843.1:387-1340|+    -            318 56099at50557         -            397    0.0034   15.0   0.1   1   1   0.00057     0.019   12.5   0.0    59    97    40    77    29   109 0.76 -
78072at50557_38123_0:00214a|STRG.10160.1:105-854|+     -            250 56099at50557         -            397    0.0049   14.5   0.2   1   3    0.0028     0.097   10.2   0.0   173   299    19   160     3   179 0.62 -
78072at50557_38123_0:00214a|STRG.10160.1:105-854|+     -            250 56099at50557         -            397    0.0049   14.5   0.2   2   3      0.58        20    2.6   0.0    68    97    97   125    90   229 0.77 -
78072at50557_38123_0:00214a|STRG.10160.1:105-854|+     -            250 56099at50557         -            397    0.0049   14.5   0.2   3   3         2        70    0.8   0.0    63    94   221   249   216   250 0.69 -
25500at50557_7224_0:002319|STRG.9504.1:707-2071|+      -            455 56099at50557         -            397    0.0051   14.4   0.3   1   2    0.0017     0.058   10.9   0.1   279   323    20    63     7    73 0.82 -
25500at50557_7224_0:002319|STRG.9504.1:707-2071|+      -            455 56099at50557         -            397    0.0051   14.4   0.3   2   2       1.9        66    0.9   0.0   282   309   357   384   285   397 0.67 -
25500at50557_7224_0:002319|STRG.9504.2:360-1724|+      -            455 56099at50557         -            397    0.0051   14.4   0.3   1   2    0.0017     0.058   10.9   0.1   279   323    20    63     7    73 0.82 -
25500at50557_7224_0:002319|STRG.9504.2:360-1724|+      -            455 56099at50557         -            397    0.0051   14.4   0.3   2   2       1.9        66    0.9   0.0   282   309   357   384   285   397 0.67 -
74508at50557_7394_0:0023c7|STRG.14008.1:272-1252|+     -            327 56099at50557         -            397    0.0052   14.4   0.2   1   2     0.025      0.84    7.1   0.0    67   100    30    65    25   124 0.76 -
74508at50557_7394_0:0023c7|STRG.14008.1:272-1252|+     -            327 56099at50557         -            397    0.0052   14.4   0.2   2   2      0.22       7.4    4.0   0.0    76    98   128   150   112   156 0.84 -
74508at50557_7394_0:0023c7|STRG.14008.3:0-980|+        -            327 56099at50557         -            397    0.0052   14.4   0.2   1   2     0.025      0.84    7.1   0.0    67   100    30    65    25   124 0.76 -
74508at50557_7394_0:0023c7|STRG.14008.3:0-980|+        -            327 56099at50557         -            397    0.0052   14.4   0.2   2   2      0.22       7.4    4.0   0.0    76    98   128   150   112   156 0.84 -
22706at50557_39758_0:0039b4|STRG.16098.1:72-2828|+     -            919 56099at50557         -            397    0.0052   14.4   0.2   1   3      0.84        29    2.1   0.0    70   101    99   129    89   131 0.72 -
22706at50557_39758_0:0039b4|STRG.16098.1:72-2828|+     -            919 56099at50557         -            397    0.0052   14.4   0.2   2   3     0.014      0.47    8.0   0.0    61    97   131   166   129   173 0.91 -
22706at50557_39758_0:0039b4|STRG.16098.1:72-2828|+     -            919 56099at50557         -            397    0.0052   14.4   0.2   3   3       5.5   1.9e+02   -0.6   0.0    72   100   236   264   231   272 0.85 -
80377at50557_88501_0:0004ba|STRG.9463.1:574-1395|+     -            274 56099at50557         -            397    0.0093   13.6   0.2   1   2      0.15         5    4.6   0.0    62    97     2    37     1    41 0.93 -
80377at50557_88501_0:0004ba|STRG.9463.1:574-1395|+     -            274 56099at50557         -            397    0.0093   13.6   0.2   2   2     0.029         1    6.9   0.0   208   272    61   126    54   185 0.66 -
80377at50557_88501_0:0004ba|STRG.9463.3:332-1153|+     -            274 56099at50557         -            397    0.0093   13.6   0.2   1   2      0.15         5    4.6   0.0    62    97     2    37     1    41 0.93 -
80377at50557_88501_0:0004ba|STRG.9463.3:332-1153|+     -            274 56099at50557         -            397    0.0093   13.6   0.2   2   2     0.029         1    6.9   0.0   208   272    61   126    54   185 0.66 -
119132at50557_103372_0:001108|STRG.13750.1:35-1220|+   -            283 56099at50557         -            397     0.015   12.9   0.0   1   1   0.00068     0.023   12.2   0.0    59    99   114   151    87   156 0.89 -
48053at50557_168631_0:000bf2|STRG.5986.1:18-403|+      -            115 56099at50557         -            397     0.015   12.8   0.3   1   2     0.002     0.068   10.7   0.3    87   128    31    70     2    83 0.60 -
48053at50557_168631_0:000bf2|STRG.5986.1:18-403|+      -            115 56099at50557         -            397     0.015   12.8   0.3   2   2       1.8        63    0.9   0.0   241   266    75   100    69   108 0.74 -
80377at50557_7237_0:001b62|STRG.10128.1:716-1573|+     -            286 56099at50557         -            397     0.017   12.7   0.1   1   1     0.005      0.17    9.4   0.1   135   270    52   195     5   263 0.57 -
116554at50557_520822_0:0020e0|STRG.6304.1:125-1325|+   -            377 56099at50557         -            397     0.018   12.6   0.0   1   3     0.017      0.59    7.6   0.0   151   262   121   241   104   246 0.69 -
116554at50557_520822_0:0020e0|STRG.6304.1:125-1325|+   -            377 56099at50557         -            397     0.018   12.6   0.0   2   3       1.1        38    1.6   0.0    96   124   219   254   214   270 0.69 -
116554at50557_520822_0:0020e0|STRG.6304.1:125-1325|+   -            377 56099at50557         -            397     0.018   12.6   0.0   3   3       1.7        56    1.1   0.0    58    96   329   367   324   372 0.89 -
116554at50557_520822_0:0020e0|STRG.6304.2:125-1255|+   -            377 56099at50557         -            397     0.018   12.6   0.0   1   3     0.017      0.59    7.6   0.0   151   262   121   241   104   246 0.69 -
116554at50557_520822_0:0020e0|STRG.6304.2:125-1255|+   -            377 56099at50557         -            397     0.018   12.6   0.0   2   3       1.1        38    1.6   0.0    96   124   219   254   214   270 0.69 -
116554at50557_520822_0:0020e0|STRG.6304.2:125-1255|+   -            377 56099at50557         -            397     0.018   12.6   0.0   3   3       1.7        56    1.1   0.0    58    96   329   367   324   372 0.89 -
78072at50557_156304_0:001dd8|STRG.5610.2:1755-2471|+   -            239 56099at50557         -            397     0.019   12.5   1.3   1   3    0.0081      0.28    8.7   0.0   241   311     3    81     1    97 0.72 -
78072at50557_156304_0:001dd8|STRG.5610.2:1755-2471|+   -            239 56099at50557         -            397     0.019   12.5   1.3   2   3       1.5        52    1.2   0.0   238   263    98   123    92   134 0.77 -
78072at50557_156304_0:001dd8|STRG.5610.2:1755-2471|+   -            239 56099at50557         -            397     0.019   12.5   1.3   3   3       5.2   1.8e+02   -0.5   0.0    84   117   179   218   171   230 0.54 -
25500at50557_52612_0:0000c5|STRG.16984.1:450-1391|+    -            314 56099at50557         -            397      0.02   12.4   0.0   1   4       6.9   2.3e+02   -0.9   0.0   251   280     9    38     5    44 0.79 -
25500at50557_52612_0:0000c5|STRG.16984.1:450-1391|+    -            314 56099at50557         -            397      0.02   12.4   0.0   2   4      0.49        17    2.8   0.0   240   270   108   137    71   151 0.76 -
25500at50557_52612_0:0000c5|STRG.16984.1:450-1391|+    -            314 56099at50557         -            397      0.02   12.4   0.0   3   4       1.5        52    1.2   0.0   134   197   174   234   161   241 0.78 -
25500at50557_52612_0:0000c5|STRG.16984.1:450-1391|+    -            314 56099at50557         -            397      0.02   12.4   0.0   4   4      0.44        15    3.0   0.0    80    97   259   276   246   284 0.80 -
42371at50557_168631_0:0019e8|STRG.13271.1:9-152|+      -             48 56099at50557         -            397     0.026   12.1   0.0   1   1   0.00076     0.026   12.1   0.0   282   310    20    48     2    48 0.81 -
48053at50557_121845_0:002b56|STRG.5987.1:7-345|+       -            113 56099at50557         -            397     0.033   11.7   0.0   1   1    0.0014     0.048   11.2   0.0   247   325     8    89     4    97 0.79 -
76755at50557_30069_0:002299|STRG.10781.1:156-752|+     -            199 56099at50557         -            397     0.041   11.4   0.1   1   2       2.2        74    0.7   0.0   285   314     2    33     1    42 0.77 -
76755at50557_30069_0:002299|STRG.10781.1:156-752|+     -            199 56099at50557         -            397     0.041   11.4   0.1   2   2     0.018      0.61    7.6   0.2   209   262    53   108    48   128 0.79 -
14512at50557_1218281_0:002752|STRG.19749.1:1084-1464|+ -            127 56099at50557         -            397     0.042   11.4   0.1   1   1    0.0017     0.056   11.0   0.1    56   103    20    65    17    71 0.82 -
14512at50557_1218281_0:002752|STRG.19749.2:711-1091|+  -            127 56099at50557         -            397     0.042   11.4   0.1   1   1    0.0017     0.056   11.0   0.1    56   103    20    65    17    71 0.82 -
