#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
69548at50557_378494_0:000ec9|STRG.13704.1:101-673|-    -            125 69548at50557         -            348   6.2e-56  188.8   2.7   1   1   2.2e-57   6.9e-56  188.7   2.7   188   306     1   125     1   125 0.98 -
71739at50557_29053_0:001a5c|STRG.15991.1:1027-1581|+   -            185 69548at50557         -            348    0.0011   17.0   0.3   2   2      0.03      0.96    7.3   0.1   100   151   101   155    81   172 0.72 -
71739at50557_29053_0:001a5c|STRG.15991.2:851-1405|+    -            185 69548at50557         -            348    0.0011   17.0   0.3   1   2     0.018      0.57    8.0   0.0   170   203    12    45     6    51 0.72 -
71739at50557_29053_0:001a5c|STRG.15991.2:851-1405|+    -            185 69548at50557         -            348    0.0011   17.0   0.3   2   2      0.03      0.96    7.3   0.1   100   151   101   155    81   172 0.72 -
27737at50557_103372_0:000a01|STRG.12292.1:0-1832|+     -            611 69548at50557         -            348    0.0013   16.8   0.4   1   1   8.7e-05    0.0027   15.7   0.3   241   327    65   148    49   204 0.78 -
55830at50557_1049336_0:003627|STRG.11643.1:228-920|+   -            231 69548at50557         -            348    0.0021   16.1   0.2   1   2      0.06       1.9    6.3   0.0    99   178    29   113     5   130 0.68 -
55830at50557_1049336_0:003627|STRG.11643.1:228-920|+   -            231 69548at50557         -            348    0.0021   16.1   0.2   2   2     0.023      0.73    7.7   0.2   269   308   190   228   177   231 0.70 -
78072at50557_121225_0:00011e|STRG.15746.1:398-1087|+   -            230 69548at50557         -            348    0.0038   15.2   0.3   1   1    0.0004     0.013   13.5   0.1   265   317   101   154    78   184 0.76 -
42371at50557_168631_0:0019e8|STRG.13271.1:9-152|+      -             48 69548at50557         -            348    0.0043   15.0   0.0   1   1   0.00014    0.0043   15.0   0.0   303   345     5    48     1    48 0.83 -
58479at50557_103372_0:001928|STRG.1408.1:187-1563|+    -            459 69548at50557         -            348    0.0049   14.8   0.1   1   2       2.3        72    1.1   0.1   319   346   114   141   104   143 0.88 -
58479at50557_103372_0:001928|STRG.1408.1:187-1563|+    -            459 69548at50557         -            348    0.0049   14.8   0.1   2   2    0.0023     0.072   11.0   0.0   272   307   210   243   168   251 0.71 -
58479at50557_103372_0:001928|STRG.1408.2:0-1376|+      -            459 69548at50557         -            348    0.0049   14.8   0.1   1   2       2.3        72    1.1   0.1   319   346   114   141   104   143 0.88 -
58479at50557_103372_0:001928|STRG.1408.2:0-1376|+      -            459 69548at50557         -            348    0.0049   14.8   0.1   2   2    0.0023     0.072   11.0   0.0   272   307   210   243   168   251 0.71 -
78072at50557_121225_0:00011e|STRG.15746.2:400-1074|+   -            225 69548at50557         -            348    0.0055   14.7   0.2   1   1   0.00037     0.012   13.6   0.1   265   317    96   149    72   179 0.76 -
40115at50557_535359_0:001fba|STRG.14008.4:198-1163|+   -            322 69548at50557         -            348     0.006   14.6   0.4   1   2   0.00068     0.022   12.7   0.1   205   346    17   155    13   157 0.79 -
40115at50557_535359_0:001fba|STRG.14008.4:198-1163|+   -            322 69548at50557         -            348     0.006   14.6   0.4   2   2       6.5   2.1e+02   -0.4   0.0   157   185   259   291   247   320 0.49 -
40115at50557_535359_0:001fba|STRG.14008.5:24-989|+     -            322 69548at50557         -            348     0.006   14.6   0.4   1   2   0.00068     0.022   12.7   0.1   205   346    17   155    13   157 0.79 -
40115at50557_535359_0:001fba|STRG.14008.5:24-989|+     -            322 69548at50557         -            348     0.006   14.6   0.4   2   2       6.5   2.1e+02   -0.4   0.0   157   185   259   291   247   320 0.49 -
25500at50557_52612_0:0000c5|STRG.16984.1:450-1391|+    -            314 69548at50557         -            348     0.006   14.6   0.0   1   2       3.4   1.1e+02    0.6   0.0   290   308    79    97    60   144 0.52 -
25500at50557_52612_0:0000c5|STRG.16984.1:450-1391|+    -            314 69548at50557         -            348     0.006   14.6   0.0   2   2    0.0024     0.074   11.0   0.0   278   345   202   273   193   275 0.79 -
10915at50557_456900_0:000188|STRG.12906.1:0-3503|+     -           1168 69548at50557         -            348     0.011   13.6   0.1   1   1   0.00071     0.023   12.7   0.1   148   226    44   131    29   157 0.71 -
76755at50557_30069_0:002299|STRG.10781.1:156-752|+     -            199 69548at50557         -            348     0.015   13.3   0.3   1   1   0.00097     0.031   12.2   0.2   254   309    25    82    12   112 0.71 -
76755at50557_307491_0:0027df|STRG.20906.4:160-663|+    -            168 69548at50557         -            348     0.022   12.7   0.0   1   1   0.00084     0.027   12.4   0.0   235   346    47   157     9   159 0.74 -
57752at50557_7130_0:000163|STRG.8107.3:415-957|+       -            181 69548at50557         -            348      0.05   11.5   0.0   1   1    0.0044      0.14   10.1   0.0   214   304    83   181    54   181 0.69 -
57752at50557_7130_0:000163|STRG.8107.4:415-957|+       -            181 69548at50557         -            348      0.05   11.5   0.0   1   1    0.0044      0.14   10.1   0.0   214   304    83   181    54   181 0.69 -
57752at50557_7130_0:000163|STRG.8107.1:467-982|+       -            172 69548at50557         -            348     0.068   11.1   0.0   1   1    0.0037      0.12   10.3   0.0   214   304    74   172    44   172 0.69 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/69548at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/69548at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/69548at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:19:36 2024
# [ok]
