#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
119132at50557_103372_0:001108|STRG.13750.1:35-1220|+  -            283 119132at50557        -            257   1.6e-88  295.1   3.4   1   1   4.8e-89     2e-87  291.5   3.4    35   256    22   283    17   283 0.87 -
14512at50557_56086_0:000590|STRG.9226.7:1456-1809|+   -            118 119132at50557        -            257    0.0063   14.7   0.0   1   2      0.73        31    2.6   0.0   119   136     3    20     1    31 0.86 -
14512at50557_56086_0:000590|STRG.9226.7:1456-1809|+   -            118 119132at50557        -            257    0.0063   14.7   0.0   2   2    0.0032      0.13   10.3   0.0    83   106    92   115    49   118 0.88 -
14512at50557_56086_0:000590|STRG.9226.8:726-1079|+    -            118 119132at50557        -            257    0.0063   14.7   0.0   1   2      0.73        31    2.6   0.0   119   136     3    20     1    31 0.86 -
14512at50557_56086_0:000590|STRG.9226.8:726-1079|+    -            118 119132at50557        -            257    0.0063   14.7   0.0   2   2    0.0032      0.13   10.3   0.0    83   106    92   115    49   118 0.88 -
14512at50557_56086_0:000590|STRG.9226.9:726-1079|+    -            118 119132at50557        -            257    0.0063   14.7   0.0   1   2      0.73        31    2.6   0.0   119   136     3    20     1    31 0.86 -
14512at50557_56086_0:000590|STRG.9226.9:726-1079|+    -            118 119132at50557        -            257    0.0063   14.7   0.0   2   2    0.0032      0.13   10.3   0.0    83   106    92   115    49   118 0.88 -
80377at50557_7237_0:001b62|STRG.10128.1:716-1573|+    -            286 119132at50557        -            257    0.0092   14.1   0.1   1   2    0.0028      0.12   10.5   0.1    83   138     9    71     5    79 0.86 -
80377at50557_7237_0:001b62|STRG.10128.1:716-1573|+    -            286 119132at50557        -            257    0.0092   14.1   0.1   2   2         5   2.1e+02   -0.2   0.0    10    34   130   154   125   174 0.79 -
40115at50557_108931_0:001d6b|STRG.9772.1:1620-2768|+  -            383 119132at50557        -            257    0.0097   14.0   0.7   1   2       4.6   1.9e+02   -0.1   0.0   118   143   208   233   202   245 0.86 -
40115at50557_108931_0:001d6b|STRG.9772.1:1620-2768|+  -            383 119132at50557        -            257    0.0097   14.0   0.7   2   2     0.017      0.71    7.9   0.2     4   111   250   354   247   356 0.61 -
40115at50557_108931_0:001d6b|STRG.9772.2:903-2051|+   -            383 119132at50557        -            257    0.0097   14.0   0.7   1   2       4.6   1.9e+02   -0.1   0.0   118   143   208   233   202   245 0.86 -
40115at50557_108931_0:001d6b|STRG.9772.2:903-2051|+   -            383 119132at50557        -            257    0.0097   14.0   0.7   2   2     0.017      0.71    7.9   0.2     4   111   250   354   247   356 0.61 -
37475at50557_29031_0:002211|STRG.12431.4:1379-1804|+  -            142 119132at50557        -            257     0.011   13.9   0.6   1   2     0.076       3.2    5.8   0.0   120   138    18    36    13    59 0.80 -
37475at50557_29031_0:002211|STRG.12431.4:1379-1804|+  -            142 119132at50557        -            257     0.011   13.9   0.6   2   2      0.04       1.7    6.7   0.1    81   157    65   107    34   136 0.63 -
80377at50557_7091_0:0009ff|STRG.14551.1:426-1010|+    -            195 119132at50557        -            257     0.011   13.8   0.0   1   2      0.42        18    3.4   0.0   106   136    12    49     5    58 0.72 -
80377at50557_7091_0:0009ff|STRG.14551.1:426-1010|+    -            195 119132at50557        -            257     0.011   13.8   0.0   2   2     0.014      0.58    8.2   0.0    82   140    75   141    63   149 0.82 -
49370at50557_79782_0:001886|STRG.18791.1:930-1919|+   -            330 119132at50557        -            257     0.011   13.8   5.6   1   5      0.79        33    2.4   0.1   120   139     4    23     2    27 0.89 -
49370at50557_79782_0:001886|STRG.18791.1:930-1919|+   -            330 119132at50557        -            257     0.011   13.8   5.6   2   5      0.82        34    2.4   0.0   120   139    59    78    55    85 0.86 -
49370at50557_79782_0:001886|STRG.18791.1:930-1919|+   -            330 119132at50557        -            257     0.011   13.8   5.6   3   5     0.091       3.8    5.5   0.1    89   138   106   162   100   171 0.69 -
49370at50557_79782_0:001886|STRG.18791.1:930-1919|+   -            330 119132at50557        -            257     0.011   13.8   5.6   4   5       2.8   1.2e+02    0.6   0.0   120   133   208   221   190   227 0.78 -
49370at50557_79782_0:001886|STRG.18791.1:930-1919|+   -            330 119132at50557        -            257     0.011   13.8   5.6   5   5       8.2   3.4e+02   -0.9   0.0     4    32   299   327   296   330 0.86 -
116554at50557_520822_0:0020e0|STRG.6304.1:125-1325|+  -            377 119132at50557        -            257     0.013   13.6   0.0   1   1    0.0015     0.061   11.4   0.0   120   167   239   283   198   301 0.85 -
116554at50557_520822_0:0020e0|STRG.6304.2:125-1255|+  -            377 119132at50557        -            257     0.013   13.6   0.0   1   1    0.0015     0.061   11.4   0.0   120   167   239   283   198   301 0.85 -
22030at50557_77166_0:00007a|STRG.14529.1:348-842|+    -            165 119132at50557        -            257     0.014   13.5   0.9   1   3         2        83    1.1   0.0    24   118    69    97    49   106 0.59 -
22030at50557_77166_0:00007a|STRG.14529.1:348-842|+    -            165 119132at50557        -            257     0.014   13.5   0.9   2   3     0.053       2.2    6.3   0.1    93   136    70   122    62   129 0.74 -
22030at50557_77166_0:00007a|STRG.14529.1:348-842|+    -            165 119132at50557        -            257     0.014   13.5   0.9   3   3     0.004      0.17   10.0   0.2    83   134   104   163   102   165 0.79 -
10915at50557_456900_0:000188|STRG.12906.1:0-3503|+    -           1168 119132at50557        -            257     0.017   13.3   0.0   1   1    0.0014     0.059   11.5   0.0    91   136    36    88    13    96 0.85 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+   -            589 119132at50557        -            257     0.021   12.9  13.0   1   4       8.7   3.7e+02   -1.0   0.0     3    22    40    59    38    69 0.87 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+   -            589 119132at50557        -            257     0.021   12.9  13.0   2   4       1.6        67    1.4   0.1   123   138   106   121    66   187 0.84 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+   -            589 119132at50557        -            257     0.021   12.9  13.0   3   4    0.0046      0.19    9.8   1.2    48   137   362   466   306   479 0.61 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+   -            589 119132at50557        -            257     0.021   12.9  13.0   4   4    0.0019     0.079   11.0   0.7    82   138   447   511   439   521 0.70 -
56099at50557_34720_0:001a91|STRG.22631.1:0-1331|+     -            444 119132at50557        -            257     0.024   12.7   0.3   1   4      0.23       9.9    4.2   0.0   104   136    58    98    44   106 0.76 -
56099at50557_34720_0:001a91|STRG.22631.1:0-1331|+     -            444 119132at50557        -            257     0.024   12.7   0.3   2   4      0.51        22    3.1   0.0    85   137    82   141    76   195 0.59 -
56099at50557_34720_0:001a91|STRG.22631.1:0-1331|+     -            444 119132at50557        -            257     0.024   12.7   0.3   3   4      0.39        16    3.5   0.0   120   152   211   243   204   281 0.88 -
56099at50557_34720_0:001a91|STRG.22631.1:0-1331|+     -            444 119132at50557        -            257     0.024   12.7   0.3   4   4       5.1   2.1e+02   -0.2   0.0   120   140   296   316   246   364 0.54 -
40115at50557_411798_0:002bfa|STRG.4843.1:387-1340|+   -            318 119132at50557        -            257     0.037   12.1   0.2   1   4       3.5   1.5e+02    0.3   0.0   120   134    62    76    24    84 0.75 -
40115at50557_411798_0:002bfa|STRG.4843.1:387-1340|+   -            318 119132at50557        -            257     0.037   12.1   0.2   2   4       3.2   1.4e+02    0.5   0.0     6    33    98   125    94   136 0.76 -
40115at50557_411798_0:002bfa|STRG.4843.1:387-1340|+   -            318 119132at50557        -            257     0.037   12.1   0.2   3   4      0.49        21    3.1   0.0   120   142   254   276   247   283 0.82 -
40115at50557_411798_0:002bfa|STRG.4843.1:387-1340|+   -            318 119132at50557        -            257     0.037   12.1   0.2   4   4       1.4        57    1.7   0.0   120   137   299   316   293   318 0.88 -
69548at50557_7375_0:00230f|STRG.12431.1:234-878|+     -            215 119132at50557        -            257     0.044   11.9   0.5   1   2      0.14       6.1    4.9   0.1   120   137    19    36    14    61 0.81 -
69548at50557_7375_0:00230f|STRG.12431.1:234-878|+     -            215 119132at50557        -            257     0.044   11.9   0.5   2   2      0.12         5    5.2   0.1    82   157    67   108    43   133 0.60 -
69548at50557_7375_0:00230f|STRG.12431.2:411-1055|+    -            215 119132at50557        -            257     0.044   11.9   0.5   1   2      0.14       6.1    4.9   0.1   120   137    19    36    14    61 0.81 -
69548at50557_7375_0:00230f|STRG.12431.2:411-1055|+    -            215 119132at50557        -            257     0.044   11.9   0.5   2   2      0.12         5    5.2   0.1    82   157    67   108    43   133 0.60 -
69548at50557_7375_0:00230f|STRG.12431.5:1078-1722|+   -            215 119132at50557        -            257     0.044   11.9   0.5   1   2      0.14       6.1    4.9   0.1   120   137    19    36    14    61 0.81 -
69548at50557_7375_0:00230f|STRG.12431.5:1078-1722|+   -            215 119132at50557        -            257     0.044   11.9   0.5   2   2      0.12         5    5.2   0.1    82   157    67   108    43   133 0.60 -
37700at50557_38123_0:001549|STRG.9773.1:351-779|+     -            143 119132at50557        -            257     0.062   11.4   0.0   1   2    0.0093      0.39    8.8   0.0   108   139     1    39     1    44 0.85 -
37700at50557_38123_0:001549|STRG.9773.1:351-779|+     -            143 119132at50557        -            257     0.062   11.4   0.0   2   2       3.8   1.6e+02    0.2   0.0   120   147    63    90    59   100 0.77 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/119132at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/119132at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/119132at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:14:41 2024
# [ok]
